"Site","Date","Block","Plot","N","P","Micro","K+","Point","Vertical","FieldCode","FieldName","Hits","USDA_Symbol","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,73,3,"POD12","Potentilla diversifolia",1,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,74,1,"TRPAP","Trifolium parryi ssp. parryi",1,"TRPAP","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,74,2,"PHPU5","Phlox pulvinata",1,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,74,3,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,75,1,"LLSE","Lloydia serotina",1,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,75,2,"ERSI3","Erigeron simplex",1,"ERSI3","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,75,3,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,75,4,"TRPAP","Trifolium parryi ssp. parryi",1,"TRPAP","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,76,1,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,76,2,"CASCS","Carex scopulorum",1,"CASC12","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,77,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,77,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,78,1,"TRPAP","Trifolium parryi ssp. parryi",1,"TRPAP","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,78,2,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,78,3,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,79,1,"2RF","Rock fragment",1,"2RF",NA,"Rock, fragments",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",1,9,0,0,0,0,80,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,80,2,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,81,1,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,82,1,"MELA3","Mertensia lanceolata",1,"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,82,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,83,1,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,83,2,"ARSC","Artemisia scopulorum",1,"ARSC","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,84,1,"PHPU5","Phlox pulvinata",1,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,85,1,"PHPU5","Phlox pulvinata",1,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,85,2,"TRPAP","Trifolium parryi ssp. parryi",1,"TRPAP","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,86,1,"MELA3","Mertensia lanceolata",1,"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,86,2,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,87,1,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,87,2,"CASCS","Carex scopulorum",1,"CASC12","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,87,3,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,88,1,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,89,1,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,90,1,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,90,2,"TRPAP","Trifolium parryi ssp. parryi",1,"TRPAP","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,90,3,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,91,1,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,91,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,92,1,"LLSE","Lloydia serotina",1,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,92,2,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,92,3,"POTEN","Potentilla sp.",1,"POTEN","Potentilla L.","cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,93,1,"MELA3","Mertensia lanceolata",1,"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,93,2,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,93,3,"ARSC","Artemisia scopulorum",1,"ARSC","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,94,1,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,95,1,"PHPU5","Phlox pulvinata",1,"PHPU5","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,95,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,96,1,"POD12","Potentilla diversifolia",1,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,96,2,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,96,3,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,97,1,"CASCS","Carex scopulorum",1,"CASC12","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,98,1,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,98,2,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,99,1,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,99,2,"ARSC","Artemisia scopulorum",1,"ARSC","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,99,3,"POTEN","Potentilla sp.",1,"POTEN","Potentilla L.","cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,100,1,"TEGR3","Tetraneuris grandiflora",1,"TEGR3","Tetraneuris grandiflora (Torr. & A. Gray ex A. Gray) K.F. Parker","graylocks four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,9,0,0,0,0,100,2,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,1,1,"POBI6","Polygonum bistortoides",1,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,1,2,"POVI","Polemonium viscosum",1,"POVI","Polemonium viscosum Nutt.","sticky polemonium","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,1,3,"ORALA","Oreoxis alpina ssp. alpina",1,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,2,1,"POVI","Polemonium viscosum",1,"POVI","Polemonium viscosum Nutt.","sticky polemonium","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,2,2,"POA","Poa sp.",1,"POA","Poa L.","bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,2,3,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,3,1,"POA","Poa sp.",1,"POA","Poa L.","bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,4,1,"POVI","Polemonium viscosum",1,"POVI","Polemonium viscosum Nutt.","sticky polemonium","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,4,2,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,5,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",1,10,1,1,1,1,6,1,"POVI","Polemonium viscosum",1,"POVI","Polemonium viscosum Nutt.","sticky polemonium","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,6,2,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,7,1,"ORALA","Oreoxis alpina ssp. alpina",1,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,7,2,"LLSE","Lloydia serotina",1,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,8,1,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,8,2,"POA","Poa sp.",1,"POA","Poa L.","bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,8,3,"ORALA","Oreoxis alpina ssp. alpina",1,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,8,4,"POVI","Polemonium viscosum",1,"POVI","Polemonium viscosum Nutt.","sticky polemonium","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,9,1,"POBI6","Polygonum bistortoides",1,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,9,2,"POA","Poa sp.",1,"POA","Poa L.","bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,10,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,10,2,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,11,1,"POVI","Polemonium viscosum",1,"POVI","Polemonium viscosum Nutt.","sticky polemonium","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,11,2,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,12,1,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,12,2,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,13,1,"POVI","Polemonium viscosum",1,"POVI","Polemonium viscosum Nutt.","sticky polemonium","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,13,2,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,14,1,"POBI6","Polygonum bistortoides",1,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,14,2,"LLSE","Lloydia serotina",1,"LLSE","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,15,1,"POVI","Polemonium viscosum",1,"POVI","Polemonium viscosum Nutt.","sticky polemonium","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,15,2,"POBI6","Polygonum bistortoides",1,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,15,3,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,16,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",1,10,1,1,1,1,17,1,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,18,1,"ORALA","Oreoxis alpina ssp. alpina",1,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,18,2,"FEBR","Festuca brachyphylla",1,"FEBR","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,19,1,"POVI","Polemonium viscosum",1,"POVI","Polemonium viscosum Nutt.","sticky polemonium","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,19,2,"MELA3","Mertensia lanceolata",1,"MELA3","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,19,3,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,20,1,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,20,2,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,21,1,"TEACC","Tetraneuris acaulis",1,"TEACC","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","caespitose four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,21,2,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,22,1,"POVI","Polemonium viscosum",1,"POVI","Polemonium viscosum Nutt.","sticky polemonium","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,22,2,"ORALA","Oreoxis alpina ssp. alpina",1,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,23,1,"ORALA","Oreoxis alpina ssp. alpina",1,"ORALA","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,24,1,"POD12","Potentilla diversifolia",1,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,24,2,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,25,1,"POD12","Potentilla diversifolia",1,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,26,1,"TRSP2","Trisetum spicatum",1,"TRSP2","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,26,2,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,26,3,"POBI6","Polygonum bistortoides",1,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,27,1,"GEROT","Geum rossii",1,"GERO2","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,28,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
"NWT NutNet","2017-07-07",1,10,1,1,1,1,29,1,"ALGE","Allium geyeri",1,"ALGE","Allium geyeri S. Watson","Geyer's onion","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,30,1,"POD12","Potentilla diversifolia",1,"PODI2","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,31,1,"SELA","Sedum lanceolatum",1,"SELA","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,31,2,"CARO2","Campanula rotundifolia",1,"CARO2","Campanula rotundifolia L.","bluebell bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,32,1,"CARUD","Carex rupestris var. drummondiana",1,"CARUD","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,32,2,"POBI6","Polygonum bistortoides",1,"POBI6","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,33,1,"KOMY","Kobresia myosuroides",1,"KOMY","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,33,2,"ARFEF","Arenaria fendleri var. fendleri",1,"ARFEF3","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"NWT NutNet","2017-07-07",1,10,1,1,1,1,34,1,"2LTR","Litter",1,"2LTR",NA,"Litter",NA,NA,NA,NA,NA
