"LTER_site","local_site","date","airtemp_min","airtemp_max","tmin_method","tmax_method","tmax_prlwr","tmax_prupr","tmax_se","tmin_prlwr","tmin_prupr","tmin_se"
"NWT","sdl",1991-11-25,-11,-6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-11-26,-8,-6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-11-27,-6,-3,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-11-28,-10,-5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-11-29,-20,-10,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-11-30,-23,-15,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-01,-22,-11,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-02,-17,-15,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-03,-17,-7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-04,-8,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-05,-8,-2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-06,-6,1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-07,-7,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-08,-11,-7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-09,-10,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-10,-11,-5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-11,-9,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-12,-14,-8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-13,-17,-12,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-14,-16,-10,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-15,-10,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-16,-9,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-17,-7,-1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-18,-10,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-19,-10,-5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-20,-12,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-21,-11,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-22,-13,-2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-23,-11,-6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-24,-14,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-25,-14,-1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-26,-14,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-27,-11,-5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-28,-10,-5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-29,-12,-8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-30,-12,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1991-12-31,-14,-9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-01,-15,-10,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-02,-12,-6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-03,-7,-2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-04,-11,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-05,-11,-2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-06,-8,-1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-07,-14,-7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-08,-12,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-09,-3,1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-10,-6,4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-11,-15,-6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-12,-16,-13,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-13,-18,-13,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-14,-17,-13,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-15,-23,-9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-16,-10,-7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-17,-15,-9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-18,-17,-6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-19,-11,-6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-20,-11,2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-21,-15,-5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-22,-18,-14,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-23,-17,-10,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-24,-10,-6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-25,-10,-1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-26,-8,-2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-27,-8,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-28,-7,-1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-29,-8,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-30,-6,-2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-01-31,-7,3,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-01,-8,4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-02,-10,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-03,-13,-10,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-04,-19,-9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-05,-18,-10,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-06,-15,-2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-07,-11,-2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-08,-10,-8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-09,-12,-9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-10,-11,-8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-11,-10,-8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-12,-11,-9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-13,-10,-5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-14,-12,-7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-15,-13,-9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-16,-12,-6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-17,-16,-14,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-18,-16,-15,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-19,-15,-9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-20,-9,-5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-21,-9,-7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-22,-10,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-23,-15,-7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-24,-15,-8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-25,-14,-7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-26,-13,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-27,-9,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-28,-7,-1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-02-29,-7,-2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-01,-6,-1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-02,-6,-2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-03,-6,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-04,-10,-5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-05,-13,-7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-06,-9,-7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-07,-8,-1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-08,-13,-5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-09,-14,-8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-10,-13,-9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-11,-13,-8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-12,-10,-5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-13,-9,-3,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-14,-7,-3,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-15,-7,-1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-16,-6,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-17,-9,-1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-18,-11,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-19,-12,1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-20,-13,-8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-21,-15,-8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-22,-16,-7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-23,-9,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-24,-10,-5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-25,-11,-8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-26,-10,-1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-27,-6,-1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-28,-7,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-29,-10,-1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-30,-8,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-03-31,-17,-3,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-01,-18,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-02,-9,-3,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-03,-6,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-04,-4,6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-05,-5,2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-06,-6,1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-07,-9,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-08,-4,1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-09,-4,3,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-10,-2,2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-11,-3,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-12,-2,5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-13,1,7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-14,-3,4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-15,-3,3,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-16,-4,1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-17,-5,2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-18,-11,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-19,-11,-8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-20,-10,-7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-21,-8,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-22,-5,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-23,-7,-4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-24,-8,-1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-25,-9,3,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-26,-6,6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-27,1,8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-28,1,7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-29,1,9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-04-30,4,9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-01,-1,8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-02,-4,0,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-03,-5,7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-04,-5,7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-05,-1,7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-06,0,9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-07,1,9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-08,0,6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-09,-4,6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-10,-7,-2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-11,-4,4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-12,0,3,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-13,-1,5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-14,-1,5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-15,1,8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-16,-1,6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-17,-1,11,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-18,2,11,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-19,3,10,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-20,4,9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-21,0,6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-22,-1,4,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-23,-2,8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-24,-2,7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-25,-2,2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-26,-1,7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-27,-2,1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-28,-3,2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-29,-4,3,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-30,-3,3,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-05-31,-5,1,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-01,-6,2,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-02,-2,8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-03,2,8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-04,-1,8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-05,-2,6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-06,-3,8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-07,0,9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-08,-1,8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-09,0,6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-10,1,11,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-11,2,10,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-12,3,12,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-13,0,11,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-14,2,7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-15,0,7,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-16,-3,6,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-17,-3,8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-18,1,12,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-19,4,13,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-20,3,13,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-21,3,14,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-22,4,15,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-23,6,15,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-24,5,14,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-25,3,10,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-26,3,10,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-27,2,8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-28,4,11,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-29,4,14,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-06-30,5,13,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-01,1,9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-02,-1,5,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-03,2,11,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-04,6,16,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-05,9,16,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-06,10,17,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-07,4,13,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-08,3,10,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-09,2,10,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-10,2,13,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-11,4,13,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-12,3,9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-13,3,9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-14,4,12,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-15,4,13,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-16,1,8,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-17,1,11,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-18,4,14,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-19,3,14,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-20,4,13,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-21,4,14,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-22,4,14,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-23,6,13,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-24,6,13,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-25,5,9,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-26,4,13,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-27,5,14,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-28,6,16,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-29,5,12,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-30,3,13,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-07-31,4,15,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-08-01,5,15,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-08-02,5,15,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-08-03,5,15,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-08-04,5,15,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-08-05,7,15,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
"NWT","sdl",1992-08-06,5,10,"sdl chart data","sdl chart data",NA,NA,NA,NA,NA,NA
