"missing_date","logger","complete_nobs","mon","year","tmax_logger","fit","lwr","upr","se","adjr2","pval","RMSE","method"
2013-04-18,"cr1000",22,"4",2013,-13.95,-15.4084616105746,-19.1444887546082,-11.6724344665409,0.892849900036262,0.913906627172903,2.51554853570291e-12,1.55261535454172,"cr1000 2wk lm"
2013-04-19,"cr1000",21,"4",2013,-6.752,-8.86855936490873,-12.3680290562569,-5.36908967356057,0.524656991260628,0.911763141389285,1.11182863804708e-11,1.58751779584636,"cr1000 2wk lm"
2013-04-20,"cr1000",20,"4",2013,-0.048,-2.85107934860934,-6.32391365642061,0.621754959201938,0.36318879533039,0.908997404356941,5.08134995670574e-11,1.6126124490273,"cr1000 2wk lm"
2013-04-21,"cr1000",19,"4",2013,-2.587,-5.14575023085193,-8.74397052389284,-1.54752993781103,0.40018513805864,0.908846365481433,1.75723251110264e-10,1.65785061223904,"cr1000 2wk lm"
2013-04-22,"cr1000",18,"4",2013,-0.017,-2.87415503558642,-6.57865722494953,0.830347153776679,0.403133386645528,0.909391330442517,5.71421380391005e-10,1.70034891609581,"cr1000 2wk lm"
2013-05-01,"cr1000",15,"5",2013,-5.691,-7.43868311202859,-11.7491218006292,-3.12824442342796,0.903081115103517,0.923978295973518,7.36613703615424e-09,1.77915680939509,"cr1000 2wk lm"
2013-05-02,"cr1000",15,"5",2013,-5.832,-9.44898501904023,-11.2221514351121,-7.6758186029684,0.424137038568357,0.987551975283598,5.59453202026099e-14,0.702688869332615,"cr1000 2wk lm"
2013-05-03,"cr1000",16,"5",2013,3.178,-0.103839918121186,-1.66110579127449,1.45342595503212,0.206130210637445,0.987821899768973,5.1595554422913e-15,0.696195654392402,"cr1000 2wk lm"
2013-05-04,"cr1000",17,"5",2013,0.579,-2.77466749577047,-4.33606557714763,-1.2132694143933,0.249573139718935,0.987288462069712,7.5897503873591e-16,0.688727807351503,"cr1000 2wk lm"
2013-05-05,"cr1000",18,"5",2013,7.932,4.88787748436704,3.43220980904739,6.34354515968668,0.161959687398451,0.987954773042943,5.38501008111935e-17,0.6672928611511,"cr1000 2wk lm"
2013-05-06,"cr1000",19,"5",2013,6.139,3.14005743695981,1.36070055491468,4.91941431900494,0.188624497457741,0.980986692917161,2.78509448497973e-16,0.822006769733559,"cr1000 2wk lm"
2013-05-08,"cr1000",20,"5",2013,1.001,-1.95977278970619,-3.70242783120496,-0.217117748207428,0.278490560793711,0.975426154996691,3.7653214468134e-16,0.781323264911994,"cr1000 2wk lm"
2013-05-09,"cr1000",20,"5",2013,5.95,3.03742208511621,1.29846237013131,4.77638180010112,0.198164030756899,0.958987482637039,3.80999526594391e-14,0.80364122641224,"cr1000 2wk lm"
2013-05-10,"cr1000",20,"5",2013,7.48,4.69706447328543,3.30548291097231,6.08864603559856,0.146375059502241,0.971499694805685,1.43196923834933e-15,0.64599107477371,"cr1000 2wk lm"
2013-06-01,"cr1000",26,"6",2013,6.957,4.89824541070316,2.70430874210979,7.09218207929653,0.239843558280658,0.969549774525403,6.36199694084685e-20,1.03559496967458,"cr1000 2wk lm"
2013-06-02,"cr1000",26,"6",2013,13.31,11.388337572211,9.21077438268524,13.5659007617368,0.222714499766843,0.969247111547885,7.16470208271003e-20,1.03129860810648,"cr1000 2wk lm"
2013-06-03,"cr1000",26,"6",2013,12.56,10.6496993581029,8.5402298899456,12.7591688262601,0.202689890738197,0.966616333960632,1.92086429079019e-19,1.00178059505544,"cr1000 2wk lm"
2013-07-24,"cr1000",23,"7",2013,18.08,15.8936214219323,14.756893027812,17.0303498160527,0.12296256059173,0.939894956035294,1.6359833266185e-14,0.532595340214701,"cr1000 2wk lm"
2013-07-25,"cr1000",23,"7",2013,12.53,10.2297260541133,9.00582074066254,11.453631367564,0.252581824964127,0.945093088302758,6.31337489518648e-15,0.531567891282688,"cr1000 2wk lm"
2013-07-26,"cr1000",23,"7",2013,14.59,12.3036878827756,11.1739280119285,13.4334477536228,0.139789509013428,0.954518670715983,8.70080671189942e-16,0.524961424490557,"cr1000 2wk lm"
2013-07-27,"cr1000",23,"7",2013,16.94,14.7246594091641,13.6026660372453,15.8466527810828,0.113450733112435,0.953844369070328,1.01578946762766e-15,0.527456935535844,"cr1000 2wk lm"
2013-07-28,"cr1000",23,"7",2013,12.39,9.88431982634509,8.63907180004382,11.1295678526464,0.221376299614657,0.953933205680524,9.9540731513432e-16,0.556362943298995,"cr1000 2wk lm"
2013-07-29,"cr1000",23,"7",2013,12.09,9.62488606584027,8.35775758144215,10.8920145502384,0.227660982225231,0.954750602759333,8.24517947230458e-16,0.565180105162998,"cr1000 2wk lm"
2013-09-18,"cr1000",20,"9",2013,11.58,8.92583368932883,6.36565039097241,11.4860169876852,0.27343107339793,0.913160913485104,3.32733938565406e-11,1.18752728819995,"cr1000 2wk lm"
2013-09-19,"cr1000",19,"9",2013,7.859,5.20888920171462,2.51885228292009,7.89892612050916,0.430903471293464,0.903550517182755,2.84679734848519e-10,1.19998910724205,"cr1000 2wk lm"
2013-09-20,"cr1000",18,"9",2013,12.35,9.61902887850705,6.94134680441801,12.2967109525961,0.292288585592999,0.885655169898267,3.71583331014334e-09,1.22883049034052,"cr1000 2wk lm"
2013-09-21,"cr1000",17,"9",2013,13.65,10.783509871761,8.00492375792559,13.5620959855964,0.366276806117742,0.856939597838898,6.1692432676895e-08,1.25109915913885,"cr1000 2wk lm"
2013-09-22,"cr1000",16,"9",2013,10.03,7.35405889895826,4.59468334124409,10.1134344566724,0.333187326006516,0.806066260412749,1.45374892369254e-06,1.24265739504639,"cr1000 2wk lm"
2013-09-23,"cr1000",15,"9",2013,0.666,0.0769522998178809,-3.64979288998567,3.80369748962143,1.27138527992553,0.734693699130282,2.71735128208971e-05,1.16592407605424,"cr1000 2wk lm"
2013-09-27,"cr1000",11,"9",2013,5.395,3.69367982112017,-0.169337135477233,7.55669677771757,1.03803868528473,0.659516470570361,0.00146074422284541,1.35595392949762,"cr1000 2wk lm"
2013-09-28,"cr1000",10,"9",2013,2.741,1.67139306091996,-3.15154744599981,6.49433356783972,1.53196505077675,0.65508503076763,0.00278537200052859,1.42384463386176,"cr1000 2wk lm"
2013-10-02,"cr1000",1392,"10",2013,11.75,9.50461640503141,5.63685052579259,13.3723822842702,0.218402938652051,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-03,"cr1000",1392,"10",2013,10.37,8.22986823597518,4.36299097131213,12.0967455006382,0.214275035528756,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-04,"cr1000",1392,"10",2013,-0.673,-1.9708883081463,-5.83981603407883,1.89803941778623,0.223686594977989,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-05,"cr1000",1392,"10",2013,-1.096,-2.36162633387875,-6.23095632611955,1.50770365836206,0.22548746658285,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-06,"cr1000",1392,"10",2013,5.395,3.63430871347185,-0.231476135554161,7.50009356249787,0.209090111353818,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-07,"cr1000",1392,"10",2013,10.81,8.63630968118156,4.76917669019053,12.5034426721726,0.215470974184187,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-08,"cr1000",1392,"10",2013,12,9.73554904435326,5.86759499679509,13.6035030919114,0.219267191671311,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-09,"cr1000",1392,"10",2013,7.343,5.43373583906708,1.56791712817276,9.29955454996141,0.209252736880082,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-10,"cr1000",1392,"10",2013,3.197,1.60394894855483,-2.26240646960704,5.4703043667167,0.211813850768633,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-11,"cr1000",1392,"10",2013,-1.402,-2.64428788440858,-6.51392374016022,1.22534797134306,0.226847317141492,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-12,"cr1000",1392,"10",2013,4.116,2.45285733070165,-1.41318101780341,6.3188956792067,0.21030455300846,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-13,"cr1000",1392,"10",2013,7.149,5.25453211095345,1.38873950551638,9.12032471639051,0.209127373452512,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-14,"cr1000",1392,"10",2013,2.619,1.07003268644286,-2.79657993273057,4.93664530561629,0.2130304000653,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-15,"cr1000",1392,"10",2013,-2.138,-3.32415357457188,-7.19457617817407,0.546269029030304,0.230308749811402,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-16,"cr1000",1392,"10",2013,-4.918,-5.89212452383009,-9.76616904927133,-2.01807999838885,0.24562405120328,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-17,"cr1000",1392,"10",2013,-2.54,-3.69549325860135,-7.5663760360548,0.17538951885211,0.232309780193493,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-18,"cr1000",1392,"10",2013,-6.731,-7.56684802419159,-11.4438075499697,-3.6898884984135,0.25729849076856,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-19,"cr1000",1392,"10",2013,-2.147,-3.3324671495875,-7.20289982017046,0.53796552099546,0.230352708717735,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-20,"cr1000",1392,"10",2013,-3.22,-4.32363003755654,-8.19534017407892,-0.451919901034162,0.235865378260558,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-21,"cr1000",1392,"10",2013,-2.474,-3.63452704182038,-7.50533279247505,0.236278708834298,0.231976021404566,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-22,"cr1000",1392,"10",2013,3.551,1.93094956583445,-1.93527035893498,5.79716949060388,0.211170187289858,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-23,"cr1000",1392,"10",2013,6.001,4.19408943118782,0.328348380415419,8.05983048196022,0.208879579512298,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-24,"cr1000",1392,"10",2013,8.81,6.78884856660733,2.92266967767179,10.6550274555429,0.210974862944483,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-25,"cr1000",1392,"10",2013,8.46,6.46554287155681,2.59947602838054,10.3316097147331,0.21044062941188,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-26,"cr1000",1392,"10",2013,5.436,3.67218166632057,-0.19359867185433,7.53796200449547,0.209068438030758,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-27,"cr1000",1392,"10",2013,3.629,2.00300054930284,-1.86319177129186,5.86919286989754,0.211038815278706,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-28,"cr1000",1392,"10",2013,3.929,2.28011971648897,-1.58597400784324,6.14621344082118,0.210568920777195,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-29,"cr1000",1392,"10",2013,3.437,1.82564428230376,-2.04061744879686,5.69190601340437,0.211368995601475,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-30,"cr1000",1392,"10",2013,-5.328,-6.27085405231776,-10.1455196390416,-2.39618846559387,0.248156672809841,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-10-31,"cr1000",1392,"10",2013,-7.064,-7.87445029976823,-11.7519925935821,-3.99690800595439,0.259570498052647,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-01,"cr1000",1392,"11",2013,-6.11,-7.03629416696805,-10.9065787270049,-3.16600960693123,0.229705125887595,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-02,"cr1000",1392,"11",2013,4.01,2.31185907277751,-1.55852817576588,6.18224632132089,0.230154301292993,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-03,"cr1000",1392,"11",2013,2.598,1.00755152588812,-2.86200082588716,4.87710387766339,0.226476863174246,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-04,"cr1000",1392,"11",2013,-2.536,-3.73488115522395,-7.60364048807774,0.133878177629854,0.222928466861902,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-05,"cr1000",1392,"11",2013,-6.065,-6.99472629189012,-10.8649810543842,-3.12447152939604,0.22957462455546,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-06,"cr1000",1392,"11",2013,-8.59,-9.32714594904007,-13.1994899984325,-5.45480189964767,0.23855428562674,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-07,"cr1000",1392,"11",2013,0.674,-0.769706066332333,-4.63854898475745,3.09913685209279,0.223305097852716,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-08,"cr1000",1392,"11",2013,0.565,-0.870392697076625,-4.73921021318675,2.9984248190335,0.223190703086474,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-09,"cr1000",1392,"11",2013,3.314,1.66894260490568,-2.20099987349981,5.53888508331117,0.228202516379205,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-10,"cr1000",1392,"11",2013,2.566,0.977992148054909,-2.89154436455139,4.84752866066121,0.22640652737897,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-11,"cr1000",1392,"11",2013,2.936,1.31977245425117,-2.54995554134415,5.18950044984648,0.22725539141259,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-12,"cr1000",1392,"11",2013,6.157,4.29510857927295,0.422942496302526,8.16727466224337,0.237802419865038,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-13,"cr1000",1392,"11",2013,2.402,0.826500336659819,-3.04295714464011,4.69595781795975,0.226055256346486,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-14,"cr1000",1392,"11",2013,-1.251,-2.54788738910997,-6.41651504842893,1.32074027020899,0.222333877115637,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-15,"cr1000",1392,"11",2013,0.51,-0.921197877727366,-4.79000317823384,2.94760742277911,0.223135671693317,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-16,"cr1000",1392,"11",2013,-4.987,-5.99894475113462,-9.86856642687615,-2.12932307539308,0.22678445155849,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-17,"cr1000",1392,"11",2013,-7.098,-7.94893995756775,-11.8199467749673,-4.07793314016822,0.232846256382718,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-18,"cr1000",1392,"11",2013,1.562,0.0505666685386359,-3.81854228850848,3.91967562558575,0.224499697944555,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-19,"cr1000",1392,"11",2013,-1.05,-2.36221754709527,-6.23084454973536,1.50640945554482,0.222330907858774,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-20,"cr1000",1392,"11",2013,-0.907,-2.23012407740322,-6.09875389687823,1.6385057420718,0.22234364425917,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-21,"cr1000",1392,"11",2013,-2.043,-3.27948199048137,-7.148164740193,0.589200759230256,0.222582836062552,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-22,"cr1000",1392,"11",2013,-3.107,-4.26233130343485,-8.13121989084529,-0.393442716024403,0.223510614568785,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-23,"cr1000",1392,"11",2013,-2.915,-4.08497503643576,-7.95381530452768,-0.216134768343851,0.223293165256019,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-24,"cr1000",1392,"11",2013,-1.274,-2.56913319192762,-6.43776127033297,1.29949488647773,0.222335772047463,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-25,"cr1000",1392,"11",2013,-3.075,-4.2327719256017,-8.10165211804886,-0.363891733154534,0.223472850075513,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-26,"cr1000",1392,"11",2013,-5.085,-6.08947034574879,-9.95914316928251,-2.21979752221507,0.227011129141285,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-27,"cr1000",1392,"11",2013,-0.054,-1.44218191203731,-5.31088525121906,2.42652142714444,0.222675811374831,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-28,"cr1000",1392,"11",2013,5.167,3.3806153275587,-0.490654206047233,7.25188486116463,0.233978506093461,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-29,"cr1000",1392,"11",2013,-2.13,-3.35984654896538,-7.22854045542742,0.508847357496658,0.2226332210561,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-11-30,"cr1000",1392,"11",2013,-1.675,-2.93954914539972,-6.8081958811266,0.929097590327149,0.222420116433592,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-01,"cr1000",1392,"12",2013,-6.088,-7.90395717241142,-11.7751194072282,-4.03279493759467,0.233516725590412,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-02,"cr1000",1392,"12",2013,-4.674,-6.59780216440743,-10.4694716997387,-2.7261326290761,0.235692127465494,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-03,"cr1000",1392,"12",2013,-4.776,-6.69202268125071,-10.5636466972099,-2.82039866529149,0.235497740735827,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-04,"cr1000",1392,"12",2013,-10.97,-12.4136097530871,-16.2850709901495,-8.54214851602464,0.234801308908027,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-05,"cr1000",1392,"12",2013,-14.76,-15.9145485652052,-19.788433721163,-12.0406634092475,0.244970003952546,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-06,"cr1000",1392,"12",2013,-19.21,-20.0251495451329,-23.904320839035,-16.1459782512307,0.265820167976529,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-07,"cr1000",1392,"12",2013,-12.23,-13.5775102552689,-17.4495648806105,-9.70545562992727,0.237330342569607,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-08,"cr1000",1392,"12",2013,-16.39,-17.4202293735832,-21.2957453286474,-13.5447134185189,0.251583680735781,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-09,"cr1000",1392,"12",2013,-18.39,-19.2676904881574,-23.1456900182076,-15.3896909581072,0.26133950954615,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-10,"cr1000",1392,"12",2013,-11.23,-12.6537796979817,-16.5253460434803,-8.78221335248316,0.235251236411915,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-11,"cr1000",1392,"12",2013,-5.453,-7.3173882685341,-11.1887453303248,-3.44603120674339,0.234354535671926,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-12,"cr1000",1392,"12",2013,0.834,-1.50989425487001,-5.38608042182884,2.36629191208883,0.254252626683385,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-13,"cr1000",1392,"12",2013,-4.864,-6.77331097029196,-10.6448968295692,-2.90172511101468,0.235334673823288,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-14,"cr1000",1392,"12",2013,-8.21,-9.86411341497467,-13.7350148750241,-5.99321195492526,0.232390661055282,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-15,"cr1000",1392,"12",2013,-6.047,-7.86608421956265,-11.7372574092677,-3.99491102985762,0.233563913271995,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-16,"cr1000",1392,"12",2013,-2.909,-4.96741773079566,-8.84009461026499,-1.09474085132633,0.239954182692193,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-17,"cr1000",1392,"12",2013,-0.973,-3.17907537188785,-7.05333456343826,0.695183819662562,0.24650233332238,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-18,"cr1000",1392,"12",2013,0.537,-1.78424223038428,-5.66008186014755,2.09159739937899,0.252876091135229,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-19,"cr1000",1392,"12",2013,-0.476,-2.71998128491612,-6.59472717410193,1.15476460426969,0.248482282536773,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-20,"cr1000",1392,"12",2013,-8.06,-9.7255538313816,-13.5964539898968,-5.85465367286642,0.232385027341285,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-21,"cr1000",1392,"12",2013,-10.04,-11.55454033481,-15.4256994186601,-7.68338125096,0.233503151203902,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-22,"cr1000",1392,"12",2013,-13.47,-14.7229361463048,-18.5957813863551,-10.8500909062546,0.240659258432196,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-23,"cr1000",1392,"12",2013,-8.02,-9.68860460909008,-13.5595049276024,-5.81770429057771,0.232385719899179,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-24,"cr1000",1392,"12",2013,-6.934,-8.68543322387632,-12.5564194731388,-4.8144469746138,0.232757382953373,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-25,"cr1000",1392,"12",2013,-6.907,-8.66049249882957,-12.5314828894282,-4.7895021082309,0.232775280056977,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-26,"cr1000",1392,"12",2013,-3.168,-5.20666394513307,-9.07916700750591,-1.33416088276024,0.23922410775549,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-27,"cr1000",1392,"12",2013,6.631,3.84497178572343,-0.040321076408143,7.730264647855,0.288117547120848,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-28,"cr1000",1392,"12",2013,-1.939,-4.0713990902272,-7.94480636402135,-0.197991816433059,0.242998400190452,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-29,"cr1000",1392,"12",2013,-11.25,-12.6722543091275,-16.5438291133399,-8.8006795049151,0.235287407933652,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-30,"cr1000",1392,"12",2013,-8.69,-10.3075040824725,-14.1784298835164,-6.43657828142851,0.232495996682129,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2013-12-31,"cr1000",1392,"12",2013,-6.417,-8.20786452575885,-12.0789469746226,-4.33678207689508,0.233172767225156,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-01,"cr1000",1392,"1",2014,-7.459,-9.75717159216134,-13.6183759313716,-5.89596725295106,0.185799038616034,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-02,"cr1000",1392,"1",2014,-5.408,-7.86260021916547,-11.7235557298435,-4.00164470848746,0.184450432613462,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-03,"cr1000",1392,"1",2014,-3.503,-6.10289350753351,-9.96412199543969,-2.24166501962732,0.185929404093575,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-04,"cr1000",1392,"1",2014,-7.683,-9.96408723699363,-13.8253528366143,-6.10282163737296,0.186129573354144,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-05,"cr1000",1392,"1",2014,-20.5,-21.8035417897426,-25.6794646497191,-17.927618929766,0.253207374696735,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-06,"cr1000",1392,"1",2014,-9.02,-11.1991149920865,-15.0608858000078,-7.33734418416521,0.188833597198669,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-07,"cr1000",1392,"1",2014,-4.48,-7.00537826200303,-10.8664061065667,-3.14435041743937,0.184843474724663,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-08,"cr1000",1392,"1",2014,-8.29,-10.5247916852669,-14.386257021923,-6.66332634861079,0.187203250967617,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-09,"cr1000",1392,"1",2014,-8.63,-10.8388600747446,-14.7004588203051,-6.97726132918397,0.187916998332806,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-10,"cr1000",1392,"1",2014,-11.66,-13.6377636633245,-17.5012337706648,-9.77429355598422,0.197659929748952,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-11,"cr1000",1392,"1",2014,-3.081,-5.71307921235837,-9.57443384949798,-1.85172457521876,0.186608946853601,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-12,"cr1000",1392,"1",2014,-4.23,-6.77444562268124,-10.6355126526839,-2.9133785926786,0.185056051905926,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-13,"cr1000",1392,"1",2014,-10.78,-12.8248807729119,-16.6876809787257,-8.96208056709805,0.194227831311079,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-14,"cr1000",1392,"1",2014,-10.72,-12.7694569394746,-16.6322152369028,-8.90669864204641,0.194011124642016,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-15,"cr1000",1392,"1",2014,-7.004,-9.33687418859569,-13.1979747548287,-5.47577362236263,0.185237790660474,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-16,"cr1000",1392,"1",2014,-8.79,-10.9866569639105,-14.8483238389141,-7.12499008890689,0.18828046159578,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-17,"cr1000",1392,"1",2014,-6.161,-8.55816932880265,-12.4191508169158,-4.69718784068953,0.184591682192559,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-18,"cr1000",1392,"1",2014,-2.115,-4.82075549401901,-8.68248855608875,-0.959022431949273,0.188632897945027,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-19,"cr1000",1392,"1",2014,-1.947,-4.66556876039476,-8.52738037263255,-0.803757148156975,0.189050321221287,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-20,"cr1000",1392,"1",2014,-5.453,-7.9041680942434,-11.7651230261843,-4.04321316230254,0.18444728456995,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-21,"cr1000",1392,"1",2014,-2.789,-5.44334988963055,-9.30480575684752,-1.58189402241359,0.187152486254278,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-22,"cr1000",1392,"1",2014,-0.195,-3.04719282402777,-6.91004841691904,0.815662768863495,0.194513868990038,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-23,"cr1000",1392,"1",2014,-5.066,-7.54668436857327,-11.4076531310526,-3.68571560609397,0.18452250128452,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-24,"cr1000",1392,"1",2014,-1.266,-4.03650825088226,-7.89867691839181,-0.174339583372717,0.190936352150271,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-25,"cr1000",1392,"1",2014,-0.007,-2.87353147925779,-6.73652346476924,0.989460506253657,0.195216477417937,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-26,"cr1000",1392,"1",2014,-5.26,-7.72588809668696,-11.5868474214678,-3.86492877190607,0.184471178112376,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-27,"cr1000",1392,"1",2014,-9.73,-11.8549636877603,-15.7170999447573,-7.99282743076341,0.190765916226483,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-28,"cr1000",1392,"1",2014,-14.63,-16.3812434184672,-20.247737442633,-12.5147493943014,0.212470306360442,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-29,"cr1000",1392,"1",2014,-4.219,-6.76428458655107,-10.6253535327452,-2.90321564035699,0.18506644085055,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
2014-01-30,"cr1000",1392,"1",2014,-4.491,-7.01553929813321,-10.8765656105718,-3.15451298569461,0.184835158173117,0.955093155593522,0,1.9595191584478,"cr1000 month lm"
