siteID,seas,yr,Criteria1,Criteria2,Criteria3,Ca,Mg,K,Na,NH4,NO3,Cl,SO4,pH,conduc,svol,ppt,fullChemLab,daysSample,startDate,endDate
CO02,4,1996,100,100,100,.744,.082,.066,.273,.239,1.383,.214,1.020,5.578,9.675,1291.100,24.520,4,28,"Apr  2 1996 12:00AM","Apr 30 1996 12:00AM"
CO02,5,1996,60,100,91,.602,.054,.057,.206,.401,1.614,.193,1.143,5.781,9.768,3837.400,8.300,3,35,"Apr 30 1996 12:00AM","Jun  4 1996 12:00AM"
CO02,6,1996,50,100,81,.157,.018,.042,.131,.239,.950,.156,.686,4.906,9.109,2736.400,5.054,2,28,"Jun  4 1996 12:00AM","Jul  2 1996 12:00AM"
CO02,7,1996,100,100,100,.132,.015,.016,.034,.125,.907,.074,.596,4.803,9.638,2470.100,3.976,3,28,"Jul  2 1996 12:00AM","Jul 30 1996 12:00AM"
CO02,8,1996,80,100,91,1.397,.109,.153,.214,1.327,3.342,.294,2.460,5.016,23.300,1644.200,3.631,4,35,"Jul 30 1996 12:00AM","Sep  3 1996 12:00AM"
CO02,9,1996,75,100,98,.104,.016,.012,.059,.281,1.343,.090,.876,4.727,12.233,3017.700,21.540,3,28,"Sep  3 1996 12:00AM","Oct  1 1996 12:00AM"
CO02,1,1997,100,100,100,.046,.006,.012,.018,.026,.463,.041,.233,5.047,4.866,3249.000,50.571,5,35,"Dec 31 1996 12:00AM","Feb  4 1997 12:00AM"
CO02,10,1997,50,100,30,.037,.005,.009,.012,.050,.730,.030,.260,4.930,6.400,573.400,13.208,1,28,"Sep 30 1997 12:00AM","Oct 28 1997 12:00AM"
CO02,11,1997,100,100,100,.189,.027,.045,.081,.098,1.326,.098,.621,4.859,9.710,1247.000,29.845,5,35,"Oct 28 1997 12:00AM","Dec  2 1997 12:00AM"
CO02,12,1997,50,100,27,.074,.012,.014,.030,.095,.722,.060,.282,5.092,5.671,412.700,24.333,2,28,"Dec  2 1997 12:00AM","Dec 30 1997 12:00AM"
CO02,2,1997,75,100,62,.144,.014,.016,.107,.070,.672,.082,.342,5.340,4.772,1251.500,22.429,3,28,"Feb  4 1997 12:00AM","Mar  4 1997 12:00AM"
CO02,3,1997,50,100,16,.803,.075,.053,.301,.198,1.825,.179,1.239,5.632,10.713,463.500,26.695,2,28,"Mar  4 1997 12:00AM","Apr  1 1997 12:00AM"
CO02,4,1997,50,100,56,.175,.014,.012,.030,.394,.822,.042,.481,5.955,5.136,3222.900,30.251,2,28,"Apr  1 1997 12:00AM","Apr 29 1997 12:00AM"
CO02,5,1997,60,100,52,.134,.018,.016,.037,.207,1.045,.055,.732,4.859,9.521,2042.700,14.276,3,35,"Apr 29 1997 12:00AM","Jun  3 1997 12:00AM"
CO02,6,1997,100,100,100,.087,.013,.019,.040,.218,.972,.055,.713,4.842,9.426,5253.000,7.760,3,28,"Jun  3 1997 12:00AM","Jul  1 1997 12:00AM"
CO02,7,1997,75,100,95,.450,.047,.059,.073,.930,3.420,.150,2.060,4.684,21.500,1030.700,1.563,2,28,"Jul  1 1997 12:00AM","Jul 29 1997 12:00AM"
CO02,8,1997,20,100,48,.050,.007,.020,.007,.120,.580,.040,.390,5.020,6.400,3650.100,11.099,1,35,"Jul 29 1997 12:00AM","Sep  2 1997 12:00AM"
CO02,9,1997,25,100,23,.141,.018,.014,.042,.190,1.350,.040,.690,4.740,11.200,854.700,6.071,1,28,"Sep  2 1997 12:00AM","Sep 30 1997 12:00AM"
CO02,1,1998,60,100,58,.068,.009,.017,.023,.039,.658,.053,.349,4.934,6.723,202.200,28.402,3,35,"Dec 30 1997 12:00AM","Feb  3 1998 12:00AM"
CO02,10,1998,60,100,93,.076,.008,.013,.012,.175,.755,.034,.639,4.941,7.622,2002.600,26.492,2,35,"Sep 29 1998 12:00AM","Nov  3 1998 12:00AM"
CO02,11,1998,50,100,56,.088,.014,.025,.006,.078,.741,.035,.291,5.006,6.166,871.100,8.585,2,28,"Nov  3 1998 12:00AM","Dec  1 1998 12:00AM"
CO02,12,1998,100,100,100,.153,.017,.029,.024,.032,.710,.043,.429,5.034,6.407,349.300,9.652,4,28,"Dec  1 1998 12:00AM","Dec 29 1998 12:00AM"
CO02,2,1998,100,100,100,.037,.006,.015,.009,.073,.346,.025,.240,5.236,3.998,1021.800,12.395,4,28,"Feb  3 1998 12:00AM","Mar  3 1998 12:00AM"
CO02,3,1998,75,100,83,.052,.006,.006,.022,.211,.759,.022,.362,5.195,5.308,2794.399,15.392,3,28,"Mar  3 1998 12:00AM","Mar 31 1998 12:00AM"
CO02,4,1998,100,100,100,.274,.023,.009,.028,.125,.856,.047,.493,5.236,6.435,3384.600,22.174,4,28,"Mar 31 1998 12:00AM","Apr 28 1998 12:00AM"
CO02,5,1998,40,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,9.700,5.252,0,35,"Apr 28 1998 12:00AM","Jun  2 1998 12:00AM"
CO02,6,1998,100,100,100,.449,.052,.120,.060,.172,1.816,.121,.998,4.857,12.501,2293.400,12.802,3,28,"Jun  2 1998 12:00AM","Jun 30 1998 12:00AM"
CO02,7,1998,75,100,99,.105,.012,.024,.014,.269,1.145,.045,.552,4.908,9.328,4892.100,6.960,3,28,"Jun 30 1998 12:00AM","Jul 28 1998 12:00AM"
CO02,8,1998,100,100,100,.114,.013,.016,.018,.185,1.047,.053,.712,4.772,10.893,7820.600,11.506,5,35,"Jul 28 1998 12:00AM","Sep  1 1998 12:00AM"
CO02,9,1998,100,100,100,.237,.022,.043,.057,.178,1.220,.106,1.122,4.882,11.611,1550.300,2.362,3,28,"Sep  1 1998 12:00AM","Sep 29 1998 12:00AM"
CO02,1,1999,100,100,100,.099,.011,.015,.014,.050,.858,.061,.401,4.927,7.127,2583.600,38.278,5,35,"Dec 29 1998 12:00AM","Feb  2 1999 12:00AM"
CO02,10,1999,80,100,71,.330,.034,.017,.038,.112,.792,.044,.694,5.349,6.306,1994.800,5.613,3,35,"Sep 28 1999 12:00AM","Nov  2 1999 12:00AM"
CO02,11,1999,75,100,38,.100,.009,.011,.015,.220,.690,.030,.300,5.540,4.100,778.500,21.615,1,28,"Nov  2 1999 12:00AM","Nov 30 1999 12:00AM"
CO02,12,1999,50,100,49,.248,.042,.169,.026,.018,.711,.063,.251,5.224,5.291,468.600,24.994,2,28,"Nov 30 1999 12:00AM","Dec 28 1999 12:00AM"
CO02,2,1999,100,100,100,.193,.023,.029,.054,.049,.983,.083,.500,4.999,7.699,880.200,38.481,4,28,"Feb  2 1999 12:00AM","Mar  2 1999 12:00AM"
CO02,3,1999,75,100,99,.278,.029,.013,.105,.117,1.048,.077,.484,5.475,5.524,1350.300,12.725,3,28,"Mar  2 1999 12:00AM","Mar 30 1999 12:00AM"
CO02,4,1999,75,100,50,.086,.010,.004,.019,.138,.747,.046,.294,5.167,5.289,3754.200,36.551,3,28,"Mar 30 1999 12:00AM","Apr 27 1999 12:00AM"
CO02,5,1999,0,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,38.624,0,35,"Apr 27 1999 12:00AM","Jun  1 1999 12:00AM"
CO02,6,1999,75,100,27,.237,.030,.036,.053,.336,1.559,.100,1.006,4.816,12.586,2315.300,13.335,2,28,"Jun  1 1999 12:00AM","Jun 29 1999 12:00AM"
CO02,7,1999,60,100,80,.048,.006,.008,.004,.164,.946,.022,.389,4.898,8.186,4996.600,9.677,3,35,"Jun 29 1999 12:00AM","Aug  3 1999 12:00AM"
CO02,8,1999,100,100,100,.050,.008,.025,.012,.088,.758,.041,.380,4.872,7.762,4828.500,9.042,4,28,"Aug  3 1999 12:00AM","Aug 31 1999 12:00AM"
CO02,9,1999,25,100,14,.215,.025,.017,.041,.160,1.210,.080,.420,5.230,7.000,298.900,3.962,1,28,"Aug 31 1999 12:00AM","Sep 28 1999 12:00AM"
CO02,1,2000,40,100,26,.495,.050,.052,.166,.153,1.515,.160,.675,5.694,7.435,219.500,45.288,2,35,"Dec 28 1999 12:00AM","Feb  1 2000 12:00AM"
CO02,10,2000,25,100,61,.056,.004,.004,.007,.144,.731,.027,.347,5.210,5.200,134.300,.711,1,28,"Oct  3 2000 12:00AM","Oct 31 2000 12:00AM"
CO02,11,2000,100,100,100,.085,.010,.009,.010,.071,.736,.025,.330,5.038,6.284,2728.500,21.615,4,28,"Oct 31 2000 12:00AM","Nov 28 2000 12:00AM"
CO02,12,2000,100,100,100,.121,.016,.022,.038,.018,.810,.040,.358,4.901,7.610,5675.800,46.203,5,35,"Nov 28 2000 12:00AM","Jan  2 2001 12:00AM"
CO02,2,2000,75,100,50,.085,.008,.068,.012,.058,.590,.082,.266,5.145,5.257,1998.400,36.932,3,28,"Feb  1 2000 12:00AM","Feb 29 2000 12:00AM"
CO02,3,2000,25,100,29,.147,.011,.010,.028,.058,.514,.032,.500,5.210,5.500,225.200,40.386,1,28,"Feb 29 2000 12:00AM","Mar 28 2000 12:00AM"
CO02,4,2000,100,100,100,.320,.029,.027,.066,.315,1.049,.065,.596,5.471,7.854,2220.900,39.065,5,35,"Mar 28 2000 12:00AM","May  2 2000 12:00AM"
CO02,5,2000,75,100,86,.772,.060,.049,.090,.554,1.826,.151,1.224,5.658,29.912,1678.200,15.545,3,28,"May  2 2000 12:00AM","May 30 2000 12:00AM"
CO02,6,2000,100,100,100,.253,.031,.057,.042,.112,.868,.075,.454,5.282,6.092,1642.800,2.921,3,28,"May 30 2000 12:00AM","Jun 27 2000 12:00AM"
CO02,7,2000,100,100,100,.226,.024,.030,.041,.316,1.640,.087,.809,4.797,12.157,3006.400,4.877,4,35,"Jun 27 2000 12:00AM","Aug  1 2000 12:00AM"
CO02,8,2000,100,100,100,.184,.020,.033,.026,.311,1.859,.071,.891,4.665,14.395,4048.600,6.782,4,28,"Aug  1 2000 12:00AM","Aug 29 2000 12:00AM"
CO02,9,2000,80,100,95,.446,.047,.028,.036,.183,1.157,.078,.861,4.990,10.426,2685.500,8.052,3,35,"Aug 29 2000 12:00AM","Oct  3 2000 12:00AM"
CO02,1,2001,75,100,96,.122,.015,.019,.030,.057,1.000,.044,.367,4.918,7.498,1826.400,13.792,3,28,"Jan  2 2001 12:00AM","Jan 30 2001 12:00AM"
CO02,10,2001,75,100,85,.807,.109,.126,.079,.166,1.455,.128,.975,5.543,9.803,564.600,21.133,3,28,"Oct  2 2001 12:00AM","Oct 30 2001 12:00AM"
CO02,11,2001,100,100,100,.067,.008,.014,.006,.054,.375,.034,.193,5.293,3.727,1267.200,9.296,4,28,"Oct 30 2001 12:00AM","Nov 27 2001 12:00AM"
CO02,12,2001,100,100,100,.137,.014,.030,.019,.047,.942,.054,.241,5.034,6.504,1796.000,38.464,5,35,"Nov 27 2001 12:00AM","Jan  1 2002 12:00AM"
CO02,2,2001,100,100,100,.362,.040,.024,.105,.111,1.244,.080,.650,5.166,8.041,4093.100,18.110,4,28,"Jan 30 2001 12:00AM","Feb 27 2001 12:00AM"
CO02,3,2001,100,100,100,.204,.023,.018,.049,.297,1.292,.056,.584,5.210,7.484,5556.900,44.069,5,35,"Feb 27 2001 12:00AM","Apr  3 2001 12:00AM"
CO02,4,2001,75,100,97,.440,.045,.024,.062,.184,.890,.061,.641,5.763,6.117,3620.300,24.562,3,28,"Apr  3 2001 12:00AM","May  1 2001 12:00AM"
CO02,5,2001,75,100,91,.593,.066,.040,.091,.260,1.071,.069,.875,6.130,7.837,3042.300,12.192,3,28,"May  1 2001 12:00AM","May 29 2001 12:00AM"
CO02,6,2001,20,100,22,.450,.052,.076,.051,.910,3.160,.130,1.620,5.030,16.600,545.400,6.604,1,35,"May 29 2001 12:00AM","Jul  3 2001 12:00AM"
CO02,7,2001,50,100,67,.156,.016,.017,.030,.390,1.766,.063,.944,4.754,13.447,2447.100,6.761,2,28,"Jul  3 2001 12:00AM","Jul 31 2001 12:00AM"
CO02,8,2001,100,100,100,.182,.018,.030,.020,.447,1.751,.057,.834,4.902,11.682,5364.600,9.525,4,28,"Jul 31 2001 12:00AM","Aug 28 2001 12:00AM"
CO02,9,2001,80,100,95,.250,.025,.023,.029,.224,1.118,.057,.648,5.187,7.373,2339.200,7.468,3,35,"Aug 28 2001 12:00AM","Oct  2 2001 12:00AM"
CO02,1,2002,100,100,100,.131,.015,.016,.016,.069,1.169,.042,.265,4.920,7.763,2927.000,34.265,4,28,"Jan  1 2002 12:00AM","Jan 29 2002 12:00AM"
CO02,10,2002,100,100,100,.127,.015,.027,.014,.278,.884,.033,.444,5.299,6.155,2083.200,7.722,2,28,"Oct  1 2002 12:00AM","Oct 29 2002 12:00AM"
CO02,11,2002,100,100,100,.168,.021,.027,.027,.131,1.314,.043,.379,4.945,8.593,2539.400,27.076,5,35,"Oct 29 2002 12:00AM","Dec  3 2002 12:00AM"
CO02,12,2002,75,100,92,.273,.034,.045,.033,.095,1.175,.055,.388,5.088,7.329,1583.800,15.951,3,28,"Dec  3 2002 12:00AM","Dec 31 2002 12:00AM"
CO02,2,2002,50,100,56,.210,.027,.034,.080,.086,1.113,.066,.426,5.137,7.259,1372.300,23.038,2,28,"Jan 29 2002 12:00AM","Feb 26 2002 12:00AM"
CO02,3,2002,0,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,33.020,0,35,"Feb 26 2002 12:00AM","Apr  2 2002 12:00AM"
CO02,4,2002,25,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,7.849,0,28,"Apr  2 2002 12:00AM","Apr 30 2002 12:00AM"
CO02,5,2002,75,100,95,.519,.047,.027,.048,.287,1.252,.066,.553,6.041,7.304,3380.100,7.214,3,28,"Apr 30 2002 12:00AM","May 28 2002 12:00AM"
CO02,6,2002,0,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,3.378,0,35,"May 28 2002 12:00AM","Jul  2 2002 12:00AM"
CO02,7,2002,75,100,86,.488,.046,.070,.047,1.183,2.768,.094,1.478,5.833,16.167,2746.900,6.121,3,28,"Jul  2 2002 12:00AM","Jul 30 2002 12:00AM"
CO02,8,2002,80,100,97,.543,.053,.040,.057,.541,3.426,.140,1.546,4.653,20.686,2587.100,5.220,3,35,"Jul 30 2002 12:00AM","Sep  3 2002 12:00AM"
CO02,9,2002,75,100,85,.147,.014,.015,.009,.204,.951,.027,.475,5.114,7.425,3834.600,8.407,3,28,"Sep  3 2002 12:00AM","Oct  1 2002 12:00AM"
CO02,1,2003,100,100,100,.239,.029,.039,.021,.137,1.467,.056,.537,4.851,10.083,1253.200,21.514,4,28,"Dec 31 2002 12:00AM","Jan 28 2003 12:00AM"
CO02,10,2003,75,100,96,.406,.045,.029,.040,.260,1.844,.078,.918,4.977,10.560,766.900,1.448,2,28,"Sep 30 2003 12:00AM","Oct 28 2003 12:00AM"
CO02,11,2003,100,100,100,.330,.055,.117,.021,.059,.860,.061,.332,5.265,6.457,2640.300,27.942,5,35,"Oct 28 2003 12:00AM","Dec  2 2003 12:00AM"
CO02,12,2003,100,100,100,.133,.016,.029,.013,.067,.849,.035,.247,4.975,6.706,864.300,17.424,4,28,"Dec  2 2003 12:00AM","Dec 30 2003 12:00AM"
CO02,2,2003,100,100,100,.153,.019,.015,.023,.113,.779,.042,.285,5.251,5.347,2686.100,26.060,4,28,"Jan 28 2003 12:00AM","Feb 25 2003 12:00AM"
CO02,3,2003,40,100,87,.184,.022,.012,.102,.101,.798,.293,.433,5.299,5.864,1774.600,25.147,2,35,"Feb 25 2003 12:00AM","Apr  1 2003 12:00AM"
CO02,4,2003,50,100,59,1.373,.093,.029,.047,.172,1.197,.071,.542,5.761,11.247,1738.800,41.377,2,28,"Apr  1 2003 12:00AM","Apr 29 2003 12:00AM"
CO02,5,2003,20,100,48,1.400,.099,.083,.130,.170,1.690,.120,1.010,6.280,11.700,1082.700,16.612,1,35,"Apr 29 2003 12:00AM","Jun  3 2003 12:00AM"
CO02,6,2003,0,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,5.207,0,28,"Jun  3 2003 12:00AM","Jul  1 2003 12:00AM"
CO02,7,2003,75,100,40,.270,.032,.034,.019,.670,2.100,.090,.800,5.180,11.100,1359.800,5.893,1,28,"Jul  1 2003 12:00AM","Jul 29 2003 12:00AM"
CO02,8,2003,80,100,95,.135,.015,.014,.010,.293,1.280,.043,.493,4.968,8.697,4556.300,8.331,4,35,"Jul 29 2003 12:00AM","Sep  2 2003 12:00AM"
CO02,9,2003,75,100,95,.180,.021,.012,.027,.271,2.520,.067,.874,4.459,20.109,1933.900,3.543,2,28,"Sep  2 2003 12:00AM","Sep 30 2003 12:00AM"
CO02,1,2004,100,100,100,.198,.027,.054,.021,.068,.963,.038,.369,5.057,6.882,1642.700,27.686,5,35,"Dec 30 2003 12:00AM","Feb  3 2004 12:00AM"
CO02,10,2004,100,100,100,.222,.028,.030,.024,.290,1.460,.052,.759,4.967,9.737,3449.200,10.882,5,35,"Sep 28 2004 12:00AM","Nov  2 2004 12:00AM"
CO02,11,2004,75,100,96,.101,.010,.013,.010,.182,1.151,.033,.405,4.949,7.955,2356.500,6.562,3,28,"Nov  2 2004 12:00AM","Nov 30 2004 12:00AM"
CO02,12,2004,75,100,81,.439,.063,.094,.027,.114,1.396,.052,.428,5.257,7.714,3205.000,8.244,3,28,"Nov 30 2004 12:00AM","Dec 28 2004 12:00AM"
CO02,2,2004,100,100,100,.372,.027,.032,.050,.311,.952,.074,.417,5.237,7.902,2344.900,18.567,4,28,"Feb  3 2004 12:00AM","Mar  2 2004 12:00AM"
CO02,3,2004,75,100,66,.268,.028,.029,.052,.222,1.195,.055,.717,5.220,7.776,603.800,27.821,3,28,"Mar  2 2004 12:00AM","Mar 30 2004 12:00AM"
CO02,4,2004,75,100,69,.151,.015,.019,.029,.451,1.005,.033,.631,5.592,6.780,7096.500,35.865,3,28,"Mar 30 2004 12:00AM","Apr 27 2004 12:00AM"
CO02,5,2004,40,100,37,.240,.027,.016,.046,.190,1.050,.067,.590,5.180,7.200,1318.800,12.967,1,35,"Apr 27 2004 12:00AM","Jun  1 2004 12:00AM"
CO02,6,2004,0,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,8.992,0,28,"Jun  1 2004 12:00AM","Jun 29 2004 12:00AM"
CO02,7,2004,40,100,25,.100,.012,.039,.019,.360,1.290,.055,.730,4.850,10.500,1952.800,11.608,1,35,"Jun 29 2004 12:00AM","Aug  3 2004 12:00AM"
CO02,8,2004,25,100,85,.030,.004,.011,.006,.120,.510,.020,.260,5.030,5.500,2913.200,6.172,1,28,"Aug  3 2004 12:00AM","Aug 31 2004 12:00AM"
CO02,9,2004,50,100,39,.814,.091,.122,.104,.574,3.247,.273,1.893,4.942,18.868,293.800,4.368,2,28,"Aug 31 2004 12:00AM","Sep 28 2004 12:00AM"
CO02,1,2005,77,100,96,.068,.008,.013,.009,.036,.565,.024,.170,5.089,4.905,4772.500,23.190,4,35,"Dec 28 2004 12:00AM","Feb  1 2005 12:00AM"
CO02,10,2005,83,100,98,.148,.019,.026,.016,.048,.433,.036,.349,5.317,4.578,1560.900,14.910,4,35,"Sep 27 2005 12:00AM","Nov  1 2005 12:00AM"
CO02,11,2005,75,100,87,.111,.012,.031,.017,.083,.497,.037,.326,5.153,5.231,657.100,32.690,3,28,"Nov  1 2005 12:00AM","Nov 29 2005 12:00AM"
CO02,12,2005,80,100,79,.136,.015,.024,.016,.070,.850,.030,.383,4.915,7.943,531.000,49.868,4,35,"Nov 29 2005 12:00AM","Jan  3 2006 12:00AM"
CO02,2,2005,100,100,100,.079,.009,.011,.015,.085,.791,.031,.282,4.996,6.524,1853.300,24.105,4,28,"Feb  1 2005 12:00AM","Mar  1 2005 12:00AM"
CO02,3,2005,100,100,100,.432,.049,.028,.172,.188,1.262,.108,.706,5.497,7.579,5206.900,21.946,4,28,"Mar  1 2005 12:00AM","Mar 29 2005 12:00AM"
CO02,4,2005,100,100,100,.284,.027,.019,.046,.190,.868,.056,.545,5.372,6.196,5727.500,14.007,4,35,"Mar 29 2005 12:00AM","May  3 2005 12:00AM"
CO02,5,2005,75,100,61,.385,.036,.036,.058,.576,1.430,.075,.891,5.844,8.701,2524.400,6.119,2,28,"May  3 2005 12:00AM","May 31 2005 12:00AM"
CO02,6,2005,25,100,70,.300,.037,.070,.075,.260,1.720,.113,.860,4.970,11.200,523.000,10.135,1,28,"May 31 2005 12:00AM","Jun 28 2005 12:00AM"
CO02,7,2005,40,100,52,.190,.020,.038,.023,.270,1.380,.069,.650,4.860,11.300,855.400,3.772,1,35,"Jun 28 2005 12:00AM","Aug  2 2005 12:00AM"
CO02,8,2005,0,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,7.315,0,28,"Aug  2 2005 12:00AM","Aug 30 2005 12:00AM"
CO02,9,2005,75,100,75,.177,.021,.015,.058,.161,.889,.083,.646,5.070,7.714,1159.000,3.112,2,28,"Aug 30 2005 12:00AM","Sep 27 2005 12:00AM"
CO02,1,2006,100,100,100,.238,.026,.032,.040,.064,.862,.060,.292,5.254,5.663,1456.300,28.804,4,28,"Jan  3 2006 12:00AM","Jan 31 2006 12:00AM"
CO02,10,2006,100,100,100,.076,.008,.013,.008,.278,.877,.020,.364,5.276,5.329,3272.200,27.788,4,28,"Oct  3 2006 12:00AM","Oct 31 2006 12:00AM"
CO02,11,2006,75,100,62,.177,.023,.032,.067,.111,.829,.036,.468,5.187,5.959,921.900,14.148,3,28,"Oct 31 2006 12:00AM","Nov 28 2006 12:00AM"
CO02,12,2006,100,100,100,.198,.026,.036,.025,.068,.865,.043,.392,5.024,6.781,2131.200,16.602,5,35,"Nov 28 2006 12:00AM","Jan  2 2007 12:00AM"
CO02,2,2006,25,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,33.500,17.144,0,28,"Jan 31 2006 12:00AM","Feb 28 2006 12:00AM"
CO02,3,2006,100,100,100,.103,.011,.008,.018,.125,.742,.028,.295,5.206,5.184,1705.600,30.810,4,28,"Feb 28 2006 12:00AM","Mar 28 2006 12:00AM"
CO02,4,2006,100,100,100,.254,.023,.024,.033,.133,.622,.042,.409,5.419,5.634,2077.700,23.244,5,35,"Mar 28 2006 12:00AM","May  2 2006 12:00AM"
CO02,5,2006,25,100,7,1.705,.156,.233,.359,.719,4.035,.552,2.174,6.250,22.500,36.400,5.563,1,28,"May  2 2006 12:00AM","May 30 2006 12:00AM"
CO02,6,2006,75,100,85,.429,.046,.115,.040,.604,1.709,.080,1.094,5.416,10.446,1272.800,2.540,2,28,"May 30 2006 12:00AM","Jun 27 2006 12:00AM"
CO02,7,2006,80,100,97,.110,.011,.025,.010,.262,1.029,.035,.458,5.030,7.457,8237.000,16.408,4,35,"Jun 27 2006 12:00AM","Aug  1 2006 12:00AM"
CO02,8,2006,75,100,90,.285,.032,.031,.051,.312,2.265,.091,.987,4.624,15.966,2330.200,4.013,3,28,"Aug  1 2006 12:00AM","Aug 29 2006 12:00AM"
CO02,9,2006,100,100,100,.320,.031,.055,.048,.590,1.780,.086,.838,5.494,10.444,3784.900,8.941,5,35,"Aug 29 2006 12:00AM","Oct  3 2006 12:00AM"
CO02,1,2007,50,75,27,.329,.040,.059,.050,.060,1.351,.077,.242,5.080,7.163,185.800,3.587,2,28,"Jan  2 2007 12:00AM","Jan 30 2007 12:00AM"
CO02,10,2007,50,100,26,.130,.011,.010,.012,.204,.886,.028,.286,5.420,4.600,813.700,9.474,1,28,"Oct  2 2007 12:00AM","Oct 30 2007 12:00AM"
CO02,11,2007,75,100,94,.120,.009,.008,.014,.175,.642,.020,.242,5.485,3.960,998.900,3.454,3,28,"Oct 30 2007 12:00AM","Nov 27 2007 12:00AM"
CO02,12,2007,61,100,25,.165,.016,.012,.021,.035,.884,.032,.133,5.150,5.000,120.500,24.681,1,36,"Nov 27 2007 12:00AM","Jan  2 2008 12:00AM"
CO02,2,2007,100,100,100,.180,.023,.028,.024,.089,1.055,.042,.258,5.003,6.818,3203.900,13.048,4,28,"Jan 30 2007 12:00AM","Feb 27 2007 12:00AM"
CO02,3,2007,80,100,93,.152,.016,.018,.025,.323,.993,.041,.396,5.417,5.441,3586.600,12.880,4,35,"Feb 27 2007 12:00AM","Apr  3 2007 12:00AM"
CO02,4,2007,75,100,86,.439,.051,.026,.062,.393,1.395,.080,.960,5.498,8.321,830.600,14.375,2,28,"Apr  3 2007 12:00AM","May  1 2007 12:00AM"
CO02,5,2007,0,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,6.756,0,28,"May  1 2007 12:00AM","May 29 2007 12:00AM"
CO02,6,2007,20,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,3.302,0,35,"May 29 2007 12:00AM","Jul  3 2007 12:00AM"
CO02,7,2007,25,100,63,.114,.013,.032,.007,.527,1.771,.045,.659,4.880,10.600,3964.900,11.648,1,28,"Jul  3 2007 12:00AM","Jul 31 2007 12:00AM"
CO02,8,2007,100,100,100,.173,.019,.024,.022,.423,1.673,.056,.740,4.855,10.699,4066.000,8.103,4,28,"Jul 31 2007 12:00AM","Aug 28 2007 12:00AM"
CO02,9,2007,100,100,100,.469,.040,.025,.042,.160,.941,.069,.531,5.195,7.643,3101.700,9.017,5,35,"Aug 28 2007 12:00AM","Oct  2 2007 12:00AM"
CO02,1,2008,74,100,68,.078,.008,.014,.029,.171,.967,.054,.208,5.078,6.120,217.200,23.425,3,27,"Jan  2 2008 12:00AM","Jan 29 2008 12:00AM"
CO02,10,2008,100,100,100,.192,.019,.019,.029,.131,.651,.046,.452,5.251,5.367,984.800,3.861,4,28,"Sep 30 2008 12:00AM","Oct 28 2008 12:00AM"
CO02,11,2008,63,100,97,.154,.025,.057,.025,.131,.607,.053,.446,5.165,6.610,386.200,11.881,3,35,"Oct 28 2008 12:00AM","Dec  2 2008 12:00AM"
CO02,12,2008,100,100,100,.098,.012,.031,.009,.015,.238,.030,.101,5.384,3.107,1138.000,20.996,4,28,"Dec  2 2008 12:00AM","Dec 30 2008 12:00AM"
CO02,2,2008,50,100,51,.085,.009,.021,.036,.070,.795,.052,.245,4.975,6.519,500.500,36.805,2,28,"Jan 29 2008 12:00AM","Feb 26 2008 12:00AM"
CO02,3,2008,40,100,68,.622,.074,.039,.325,.311,.864,.206,.859,6.653,8.855,1542.300,3.348,2,35,"Feb 26 2008 12:00AM","Apr  1 2008 12:00AM"
CO02,4,2008,100,100,100,.343,.041,.016,.104,.170,.692,.079,.432,5.572,5.811,2473.000,3.642,4,28,"Apr  1 2008 12:00AM","Apr 29 2008 12:00AM"
CO02,5,2008,60,100,45,.288,.032,.025,.035,.268,.471,.049,.398,5.834,5.291,1292.600,17.334,2,35,"Apr 29 2008 12:00AM","Jun  3 2008 12:00AM"
CO02,6,2008,50,100,94,.207,.017,.012,.026,.103,.533,.033,.342,5.480,3.800,2049.500,5.761,1,28,"Jun  3 2008 12:00AM","Jul  1 2008 12:00AM"
CO02,7,2008,100,100,100,.174,.020,.041,.022,.211,1.078,.057,.483,4.959,8.234,2480.600,5.069,3,28,"Jul  1 2008 12:00AM","Jul 29 2008 12:00AM"
CO02,8,2008,100,100,100,.205,.021,.021,.019,.360,1.104,.047,.530,5.302,6.872,7803.200,12.802,5,35,"Jul 29 2008 12:00AM","Sep  2 2008 12:00AM"
