site,yr,plotid,block,plot,meadow,snow,snow_notes,trt,trt2,ForbHits,GrassHits,NonVegHits,ShrubHits,TotalHits,PlantCov,VegHits,Forb_rel,Grass_rel,F2G_ratio,Geum_hits,Geum_rel,S,H,Forb_g_m2,Grass_g_m2,Total_g_m2
sdl,2003,53,NA,53,dry,snow,in snowfence area,N,N,37,61,0,0,98,NA,98,37.755102040816325,62.244897959183675,0.6065573770491803,23,23.46938775510204,NA,NA,NA,NA,NA
sdl,2003,54,NA,54,dry,snow,in snowfence area,N,N,34,50,0,1,85,NA,85,40,58.82352941176471,0.68,16,18.823529411764707,NA,NA,NA,NA,NA
sdl,2003,55,NA,55,dry,snow,in snowfence area,N,N,78,15,0,0,93,NA,93,83.87096774193549,16.129032258064516,5.2,21,22.58064516129032,NA,NA,NA,NA,NA
sdl,2003,56,NA,56,dry,snow,in snowfence area,N,N,99,0,0,0,99,NA,99,100,0,Inf,21,21.21212121212121,NA,NA,NA,NA,NA
sdl,2003,57,NA,57,dry,snow,in snowfence area,N+P,N+P,41,43,1,0,85,NA,84,48.80952380952381,51.19047619047619,0.9534883720930233,30,35.714285714285715,NA,NA,NA,NA,NA
sdl,2003,58,NA,58,dry,snow,in snowfence area,N+P,N+P,35,35,0,0,70,NA,70,50,50,1,22,31.428571428571427,NA,NA,NA,NA,NA
sdl,2003,59,NA,59,dry,snow,in snowfence area,N+P,N+P,87,5,0,0,92,NA,92,94.56521739130434,5.434782608695652,17.4,41,44.565217391304344,NA,NA,NA,NA,NA
sdl,2003,60,NA,60,dry,snow,in snowfence area,N+P,N+P,67,12,0,0,79,NA,79,84.81012658227847,15.18987341772152,5.583333333333333,32,40.50632911392405,NA,NA,NA,NA,NA
sdl,2003,61,NA,61,dry,snow,in snowfence area,P,P,80,9,0,0,89,NA,89,89.8876404494382,10.112359550561797,8.88888888888889,44,49.43820224719101,NA,NA,NA,NA,NA
sdl,2003,62,NA,62,dry,snow,snowfence recovery,P,P,75,15,0,0,90,NA,90,83.33333333333334,16.666666666666664,5,52,57.77777777777777,NA,NA,NA,NA,NA
sdl,2003,63,NA,63,dry,snow,snowfence recovery,P,P,60,33,0,0,93,NA,93,64.51612903225806,35.483870967741936,1.8181818181818181,21,22.58064516129032,NA,NA,NA,NA,NA
sdl,2003,64,NA,64,dry,snow,snowfence recovery,P,P,83,3,3,0,89,NA,86,96.51162790697676,3.488372093023256,27.666666666666668,27,31.3953488372093,NA,NA,NA,NA,NA
sdl,2003,65,NA,65,mesic,snow,in snowfence area,C,C,50,33,0,0,83,NA,83,60.24096385542169,39.75903614457831,1.5151515151515151,32,38.55421686746988,NA,NA,NA,NA,NA
sdl,2003,66,NA,66,mesic,snow,in snowfence area,C,C,65,14,0,12,91,NA,91,71.42857142857143,15.384615384615385,4.642857142857143,17,18.681318681318682,NA,NA,NA,NA,NA
sdl,2003,67,NA,67,mesic,snow,in snowfence area,C,C,69,14,0,21,104,NA,104,66.34615384615384,13.461538461538462,4.928571428571429,21,20.192307692307693,NA,NA,NA,NA,NA
sdl,2003,68,NA,68,mesic,snow,in snowfence area,C,C,82,10,0,0,92,NA,92,89.13043478260869,10.869565217391305,8.2,8,8.695652173913043,NA,NA,NA,NA,NA
sdl,2003,69,NA,69,mesic,snow,snowfence recovery,N,N,27,59,1,0,87,NA,86,31.3953488372093,68.6046511627907,0.4576271186440678,2,2.3255813953488373,NA,NA,NA,NA,NA
sdl,2003,70,NA,70,mesic,snow,in snowfence area,N,N,66,19,2,3,90,NA,88,75,21.59090909090909,3.473684210526316,25,28.40909090909091,NA,NA,NA,NA,NA
sdl,2003,71,NA,71,mesic,snow,in snowfence area,N,N,33,58,0,9,100,NA,100,33,57.99999999999999,0.5689655172413793,16,16,NA,NA,NA,NA,NA
sdl,2003,72,NA,72,mesic,snow,in snowfence area,N,N,46,50,0,3,99,NA,99,46.464646464646464,50.505050505050505,0.92,32,32.323232323232325,NA,NA,NA,NA,NA
sdl,2003,73,NA,73,mesic,snow,in snowfence area,N+P,N+P,40,63,0,0,103,NA,103,38.83495145631068,61.165048543689316,0.6349206349206349,35,33.980582524271846,NA,NA,NA,NA,NA
sdl,2003,74,NA,74,mesic,snow,snowfence recovery,N+P,N+P,26,64,0,0,90,NA,90,28.888888888888886,71.11111111111111,0.40625,14,15.555555555555555,NA,NA,NA,NA,NA
sdl,2003,75,NA,75,mesic,snow,snowfence recovery,N+P,N+P,76,37,0,0,113,NA,113,67.2566371681416,32.743362831858406,2.054054054054054,33,29.20353982300885,NA,NA,NA,NA,NA
sdl,2003,76,NA,76,mesic,snow,snowfence recovery,N+P,N+P,34,35,0,0,69,NA,69,49.275362318840585,50.72463768115942,0.9714285714285714,32,46.3768115942029,NA,NA,NA,NA,NA
sdl,2003,77,NA,77,mesic,snow,snowfence recovery,P,P,54,30,1,0,85,NA,84,64.28571428571429,35.714285714285715,1.8,32,38.095238095238095,NA,NA,NA,NA,NA
sdl,2003,78,NA,78,mesic,snow,snowfence recovery,P,P,35,60,0,0,95,NA,95,36.84210526315789,63.1578947368421,0.5833333333333334,21,22.105263157894736,NA,NA,NA,NA,NA
sdl,2003,79,NA,79,mesic,snow,snowfence recovery,P,P,58,40,0,6,104,NA,104,55.769230769230774,38.46153846153847,1.45,32,30.76923076923077,NA,NA,NA,NA,NA
sdl,2003,80,NA,80,mesic,snow,in snowfence area,P,P,82,28,5,0,115,NA,110,74.54545454545455,25.454545454545453,2.9285714285714284,23,20.909090909090907,NA,NA,NA,NA,NA
sdl,2005,1,NA,1,dry,no snow,never affected,C,C,50,34,1,0,85,NA,84,59.523809523809526,40.476190476190474,1.4705882352941178,11,13.095238095238097,16,2.052776004739263,NA,NA,NA
sdl,2005,2,NA,2,dry,no snow,never affected,C,C,69,12,4,0,85,NA,81,85.18518518518519,14.814814814814813,5.75,14,17.28395061728395,15,1.963918363019863,NA,NA,NA
sdl,2005,3,NA,3,dry,no snow,never affected,C,C,27,30,11,0,68,NA,57,47.368421052631575,52.63157894736842,0.9,10,17.543859649122805,21,2.453134197165076,NA,NA,NA
sdl,2005,4,NA,4,dry,no snow,never affected,C,C,43,23,12,0,78,NA,66,65.15151515151516,34.84848484848485,1.8695652173913044,4,6.0606060606060606,12,1.6285018658594186,NA,NA,NA
sdl,2005,5,NA,5,dry,no snow,never affected,N,N,30,24,10,0,64,NA,54,55.55555555555556,44.44444444444444,1.25,8,14.814814814814813,16,2.263897494923538,NA,NA,NA
sdl,2005,6,NA,6,dry,no snow,never affected,N,N,37,29,6,0,72,NA,66,56.060606060606055,43.93939393939394,1.2758620689655173,7,10.606060606060606,15,2.141665642124537,NA,NA,NA
sdl,2005,7,NA,7,dry,no snow,never affected,N,N,19,16,20,0,55,NA,35,54.285714285714285,45.714285714285715,1.1875,11,31.428571428571427,14,1.9518831712819764,NA,NA,NA
sdl,2005,8,NA,8,dry,no snow,never affected,N,N,34,24,9,0,67,NA,58,58.620689655172406,41.37931034482759,1.4166666666666667,20,34.48275862068966,17,2.166351384530641,NA,NA,NA
sdl,2005,9,NA,9,dry,no snow,never affected,N+P,N+P,41,18,5,0,64,NA,59,69.49152542372882,30.508474576271187,2.2777777777777777,20,33.89830508474576,13,1.871374060445755,NA,NA,NA
sdl,2005,10,NA,10,dry,no snow,never affected,N+P,N+P,42,20,10,0,72,NA,62,67.74193548387096,32.25806451612903,2.1,26,41.935483870967744,13,1.9059843452098573,NA,NA,NA
sdl,2005,11,NA,11,dry,no snow,never affected,N+P,N+P,51,27,5,0,83,NA,78,65.38461538461539,34.61538461538461,1.8888888888888888,4,5.128205128205128,15,2.1957634683810014,NA,NA,NA
sdl,2005,12,NA,12,dry,no snow,never affected,N+P,N+P,34,19,12,0,65,NA,53,64.15094339622641,35.84905660377358,1.7894736842105263,7,13.20754716981132,18,2.479679894904846,NA,NA,NA
sdl,2005,13,NA,13,dry,no snow,never affected,P,P,19,41,7,0,67,NA,60,31.666666666666664,68.33333333333333,0.4634146341463415,4,6.666666666666667,18,1.7724728983231177,NA,NA,NA
sdl,2005,14,NA,14,dry,no snow,never affected,P,P,47,32,2,0,81,NA,79,59.49367088607595,40.50632911392405,1.46875,10,12.658227848101266,19,2.1097867735638047,NA,NA,NA
sdl,2005,15,NA,15,dry,no snow,never affected,P,P,48,23,3,0,74,NA,71,67.6056338028169,32.3943661971831,2.0869565217391304,3,4.225352112676056,16,2.1651464504573275,NA,NA,NA
sdl,2005,16,NA,16,dry,no snow,never affected,P,P,8,40,8,0,56,NA,48,16.666666666666664,83.33333333333334,0.2,1,2.083333333333333,11,0.9872706049900631,NA,NA,NA
sdl,2005,17,NA,17,mesic,no snow,never affected,C,C,70,11,0,0,81,NA,81,86.41975308641975,13.580246913580247,6.363636363636363,37,45.67901234567901,16,1.9111574765980097,NA,NA,NA
sdl,2005,18,NA,18,mesic,no snow,never affected,C,C,55,1,5,12,73,NA,68,80.88235294117648,1.4705882352941175,55,10,14.705882352941178,16,2.2995717354318432,NA,NA,NA
sdl,2005,19,NA,19,mesic,no snow,never affected,C,C,33,30,5,0,68,NA,63,52.38095238095239,47.61904761904761,1.1,7,11.11111111111111,16,2.333369019188751,NA,NA,NA
sdl,2005,20,NA,20,mesic,no snow,never affected,C,C,61,32,5,0,98,NA,93,65.59139784946237,34.40860215053764,1.90625,24,25.806451612903224,19,2.2885329304852817,NA,NA,NA
sdl,2005,21,NA,21,mesic,no snow,never affected,N,N,46,24,4,0,74,NA,70,65.71428571428571,34.285714285714285,1.9166666666666667,18,25.71428571428571,14,2.1249787803067317,NA,NA,NA
sdl,2005,22,NA,22,mesic,no snow,never affected,N,N,70,16,2,0,88,NA,86,81.3953488372093,18.6046511627907,4.375,29,33.72093023255814,12,1.938705755756013,NA,NA,NA
sdl,2005,23,NA,23,mesic,no snow,never affected,N,N,46,40,5,0,91,NA,86,53.48837209302325,46.51162790697674,1.15,27,31.3953488372093,6,1.3209282248586134,NA,NA,NA
sdl,2005,24,NA,24,mesic,no snow,never affected,N,N,42,27,4,0,73,NA,69,60.86956521739131,39.130434782608695,1.5555555555555556,24,34.78260869565217,7,1.604360038209383,NA,NA,NA
sdl,2005,25,NA,25,mesic,no snow,never affected,N+P,N+P,41,40,3,0,84,NA,81,50.617283950617285,49.382716049382715,1.025,28,34.5679012345679,8,1.4388261667783873,NA,NA,NA
sdl,2005,26,NA,26,mesic,no snow,never affected,N+P,N+P,28,53,1,0,82,NA,81,34.5679012345679,65.4320987654321,0.5283018867924528,18,22.22222222222222,9,1.4864744462140478,NA,NA,NA
sdl,2005,27,NA,27,mesic,no snow,never affected,N+P,N+P,18,32,7,7,64,NA,57,31.57894736842105,56.14035087719298,0.5625,10,17.543859649122805,11,1.6360726877323764,NA,NA,NA
sdl,2005,28,NA,28,mesic,no snow,never affected,N+P,N+P,8,41,7,0,56,NA,49,16.3265306122449,83.6734693877551,0.1951219512195122,2,4.081632653061225,5,0.6713788250625412,NA,NA,NA
sdl,2005,29,NA,29,mesic,no snow,never affected,P,P,63,15,4,3,85,NA,81,77.77777777777779,18.51851851851852,4.2,23,28.39506172839506,14,1.9985234371293492,NA,NA,NA
sdl,2005,30,NA,30,mesic,no snow,never affected,P,P,63,20,0,0,83,NA,83,75.90361445783132,24.096385542168676,3.15,11,13.253012048192772,16,2.384229755524035,NA,NA,NA
sdl,2005,31,NA,31,mesic,no snow,never affected,P,P,61,28,5,0,94,NA,89,68.53932584269663,31.46067415730337,2.1785714285714284,15,16.853932584269664,15,2.261818237272717,NA,NA,NA
sdl,2005,32,NA,32,mesic,no snow,never affected,P,P,33,17,14,0,64,NA,50,66,34,1.9411764705882353,11,22,11,2.023124435397975,NA,NA,NA
sdl,2005,49,NA,49,dry,snow,in snowfence area,C,C,38,5,12,0,55,NA,43,88.37209302325581,11.627906976744185,7.6,19,44.18604651162791,19,1.9898687912746675,NA,NA,NA
sdl,2005,50,NA,50,dry,snow,in snowfence area,C,C,31,13,14,0,58,NA,44,70.45454545454545,29.545454545454547,2.3846153846153846,15,34.090909090909086,12,1.792336483249111,NA,NA,NA
sdl,2005,51,NA,51,dry,snow,in snowfence area,C,C,44,6,11,0,61,NA,50,88,12,7.333333333333333,17,34,16,2.0841252679146574,NA,NA,NA
sdl,2005,52,NA,52,dry,snow,in snowfence area,C,C,48,23,6,0,77,NA,71,67.6056338028169,32.3943661971831,2.0869565217391304,6,8.450704225352112,17,2.2455191781805435,NA,NA,NA
sdl,2005,53,NA,53,dry,snow,in snowfence area,N,N,14,32,13,0,59,NA,46,30.434782608695656,69.56521739130434,0.4375,7,15.217391304347828,8,1.5186496856058833,NA,NA,NA
sdl,2005,54,NA,54,dry,snow,in snowfence area,N,N,30,46,2,0,78,NA,76,39.473684210526315,60.526315789473685,0.6521739130434783,8,10.526315789473683,8,1.4683919605364992,NA,NA,NA
sdl,2005,55,NA,55,dry,snow,in snowfence area,N,N,31,14,16,0,61,NA,45,68.88888888888889,31.11111111111111,2.2142857142857144,3,6.666666666666667,14,2.3476316150383387,NA,NA,NA
sdl,2005,56,NA,56,dry,snow,in snowfence area,N,N,49,0,12,0,61,NA,49,100,0,Inf,7,14.285714285714285,9,1.8435919608462132,NA,NA,NA
sdl,2005,57,NA,57,dry,snow,in snowfence area,N+P,N+P,17,38,9,0,64,NA,55,30.909090909090907,69.0909090909091,0.4473684210526316,10,18.181818181818183,9,1.3955698419793814,NA,NA,NA
sdl,2005,58,NA,58,dry,snow,in snowfence area,N+P,N+P,13,26,18,0,57,NA,39,33.33333333333333,66.66666666666666,0.5,8,20.51282051282051,10,1.327193535290472,NA,NA,NA
sdl,2005,59,NA,59,dry,snow,in snowfence area,N+P,N+P,64,8,2,0,74,NA,72,88.88888888888889,11.11111111111111,8,18,25,16,2.038099550213965,NA,NA,NA
sdl,2005,60,NA,60,dry,snow,in snowfence area,N+P,N+P,26,10,21,0,57,NA,36,72.22222222222221,27.77777777777778,2.6,13,36.11111111111111,12,2.077648215478685,NA,NA,NA
sdl,2005,61,NA,61,dry,snow,in snowfence area,P,P,55,1,11,0,67,NA,56,98.21428571428571,1.7857142857142856,55,28,50,11,1.5549930456460481,NA,NA,NA
sdl,2005,62,NA,62,dry,snow,snowfence recovery,P,P,34,26,4,0,64,NA,60,56.666666666666664,43.333333333333336,1.3076923076923077,23,38.333333333333336,11,1.685288255338057,NA,NA,NA
sdl,2005,63,NA,63,dry,snow,snowfence recovery,P,P,42,37,6,0,85,NA,79,53.16455696202531,46.835443037974684,1.135135135135135,12,15.18987341772152,13,1.9307823879160955,NA,NA,NA
sdl,2005,64,NA,64,dry,snow,snowfence recovery,P,P,33,3,21,0,57,NA,36,91.66666666666666,8.333333333333332,11,17,47.22222222222222,15,1.9344970893968032,NA,NA,NA
sdl,2005,65,NA,65,mesic,snow,in snowfence area,C,C,31,26,8,0,65,NA,57,54.385964912280706,45.614035087719294,1.1923076923076923,20,35.08771929824561,10,1.3596335508688007,NA,NA,NA
sdl,2005,66,NA,66,mesic,snow,in snowfence area,C,C,44,11,12,0,67,NA,55,80,20,4,11,20,12,2.0934028063883514,NA,NA,NA
sdl,2005,67,NA,67,mesic,snow,in snowfence area,C,C,56,16,3,0,75,NA,72,77.77777777777779,22.22222222222222,3.5,9,12.5,9,1.9507416535411322,NA,NA,NA
sdl,2005,68,NA,68,mesic,snow,in snowfence area,C,C,33,4,21,0,58,NA,37,89.1891891891892,10.81081081081081,8.25,0,0,13,2.0380471758258545,NA,NA,NA
sdl,2005,69,NA,69,mesic,snow,snowfence recovery,N,N,11,64,2,0,77,NA,75,14.666666666666666,85.33333333333334,0.171875,0,0,9,1.231541574065207,NA,NA,NA
sdl,2005,70,NA,70,mesic,snow,in snowfence area,N,N,31,14,15,0,60,NA,45,68.88888888888889,31.11111111111111,2.2142857142857144,12,26.666666666666668,12,1.8504088132529133,NA,NA,NA
sdl,2005,71,NA,71,mesic,snow,in snowfence area,N,N,36,24,7,4,71,NA,64,56.25,37.5,1.5,20,31.25,10,1.859616649589328,NA,NA,NA
sdl,2005,72,NA,72,mesic,snow,in snowfence area,N,N,27,19,12,0,58,NA,46,58.69565217391305,41.30434782608695,1.4210526315789473,22,47.82608695652174,9,1.2605148726181823,NA,NA,NA
sdl,2005,73,NA,73,mesic,snow,in snowfence area,N+P,N+P,19,54,4,0,77,NA,73,26.027397260273972,73.97260273972603,0.35185185185185186,15,20.54794520547945,8,1.2513680355873837,NA,NA,NA
sdl,2005,74,NA,74,mesic,snow,snowfence recovery,N+P,N+P,22,29,11,0,62,NA,51,43.13725490196079,56.86274509803921,0.7586206896551724,11,21.568627450980394,11,1.6082479075341125,NA,NA,NA
sdl,2005,75,NA,75,mesic,snow,snowfence recovery,N+P,N+P,52,10,7,0,69,NA,62,83.87096774193549,16.129032258064516,5.2,29,46.774193548387096,10,1.603837014904936,NA,NA,NA
sdl,2005,76,NA,76,mesic,snow,snowfence recovery,N+P,N+P,24,27,11,0,62,NA,51,47.05882352941176,52.94117647058824,0.8888888888888888,22,43.13725490196079,8,1.3381746386329403,NA,NA,NA
sdl,2005,77,NA,77,mesic,snow,snowfence recovery,P,P,54,17,2,2,75,NA,73,73.97260273972603,23.28767123287671,3.176470588235294,23,31.506849315068493,13,2.038015192746521,NA,NA,NA
sdl,2005,78,NA,78,mesic,snow,snowfence recovery,P,P,36,22,6,0,64,NA,58,62.06896551724138,37.93103448275862,1.6363636363636365,20,34.48275862068966,11,1.784606387291172,NA,NA,NA
sdl,2005,79,NA,79,mesic,snow,snowfence recovery,P,P,41,30,3,6,80,NA,77,53.246753246753244,38.961038961038966,1.3666666666666667,14,18.181818181818183,11,1.928830501906545,NA,NA,NA
sdl,2005,80,NA,80,mesic,snow,in snowfence area,P,P,51,13,9,0,73,NA,64,79.6875,20.3125,3.923076923076923,12,18.75,11,2.034531629445642,NA,NA,NA
sdl,2012,1,NA,1,dry,no snow,never affected,C,C,95,66,6,0,167,94,161,59.006211180124225,40.993788819875775,1.4393939393939394,14,8.695652173913043,22,2.2972369173015963,NA,NA,NA
sdl,2012,2,NA,2,dry,no snow,never affected,C,C,94,55,16,0,165,84,149,63.08724832214765,36.91275167785235,1.709090909090909,23,15.436241610738255,18,2.081017613080129,NA,NA,NA
sdl,2012,3,NA,3,dry,no snow,never affected,C,C,85,35,22,0,142,78,120,70.83333333333334,29.166666666666668,2.4285714285714284,17,14.166666666666666,24,2.786456615221251,NA,NA,NA
sdl,2012,4,NA,4,dry,no snow,never affected,C,C,76,49,26,0,151,74,125,60.8,39.2,1.5510204081632653,16,12.8,22,2.6456478564356813,NA,NA,NA
sdl,2012,5,NA,5,dry,no snow,never affected,N,N,45,50,25,0,120,75,95,47.368421052631575,52.63157894736842,0.9,12,12.631578947368421,13,2.2586427814394576,NA,NA,NA
sdl,2012,6,NA,6,dry,no snow,never affected,N,N,44,47,26,9,126,74,100,44,47,0.9361702127659575,16,16,24,2.617347945369242,NA,NA,NA
sdl,2012,7,NA,7,dry,no snow,never affected,N,N,40,51,30,0,121,70,91,43.956043956043956,56.043956043956044,0.7843137254901961,6,6.593406593406594,15,2.1291885076726,NA,NA,NA
sdl,2012,8,NA,8,dry,no snow,never affected,N,N,40,69,9,0,118,91,109,36.69724770642202,63.30275229357798,0.5797101449275363,9,8.256880733944955,18,2.394991379181625,NA,NA,NA
sdl,2012,9,NA,9,dry,no snow,never affected,N+P,N+P,68,28,16,0,112,84,96,70.83333333333334,29.166666666666668,2.4285714285714284,48,50,7,1.3995200348680816,NA,NA,NA
sdl,2012,10,NA,10,dry,no snow,never affected,N+P,N+P,97,29,10,0,136,90,126,76.98412698412699,23.015873015873016,3.3448275862068964,48,38.095238095238095,16,2.0312569029170393,NA,NA,NA
sdl,2012,11,NA,11,dry,no snow,never affected,N+P,N+P,89,38,15,0,142,85,127,70.07874015748031,29.92125984251969,2.3421052631578947,27,21.25984251968504,14,1.9014618397000094,NA,NA,NA
sdl,2012,12,NA,12,dry,no snow,never affected,N+P,N+P,85,69,14,0,168,86,154,55.1948051948052,44.8051948051948,1.2318840579710144,20,12.987012987012985,16,2.2691510258911096,NA,NA,NA
sdl,2012,13,NA,13,dry,no snow,never affected,P,P,70,69,7,0,146,93,139,50.35971223021583,49.64028776978417,1.0144927536231885,14,10.071942446043165,22,2.0742327571554795,NA,NA,NA
sdl,2012,14,NA,14,dry,no snow,never affected,P,P,86,45,12,0,143,88,131,65.64885496183206,34.35114503816794,1.9111111111111112,18,13.740458015267176,25,2.5060330019859167,NA,NA,NA
sdl,2012,15,NA,15,dry,no snow,never affected,P,P,97,51,29,0,177,71,148,65.54054054054053,34.45945945945946,1.9019607843137254,8,5.405405405405405,20,2.410095932655957,NA,NA,NA
sdl,2012,16,NA,16,dry,no snow,never affected,P,P,42,87,17,0,146,83,129,32.55813953488372,67.44186046511628,0.4827586206896552,7,5.426356589147287,21,1.7881973229442198,NA,NA,NA
sdl,2012,17,NA,17,mesic,no snow,never affected,C,C,106,47,8,0,161,92,153,69.28104575163398,30.718954248366014,2.25531914893617,53,34.64052287581699,23,2.2988586792989714,NA,NA,NA
sdl,2012,18,NA,18,mesic,no snow,never affected,C,C,122,17,14,7,160,86,146,83.56164383561644,11.643835616438356,7.176470588235294,26,17.80821917808219,19,2.434535036618921,NA,NA,NA
sdl,2012,19,NA,19,mesic,no snow,never affected,C,C,95,50,18,0,163,82,145,65.51724137931035,34.48275862068966,1.9,23,15.862068965517242,23,2.6485431718562698,NA,NA,NA
sdl,2012,20,NA,20,mesic,no snow,never affected,C,C,88,61,11,0,160,89,149,59.06040268456376,40.939597315436245,1.4426229508196722,45,30.201342281879196,18,2.124740463281279,NA,NA,NA
sdl,2012,21,NA,21,mesic,no snow,never affected,N,N,66,75,15,0,156,85,141,46.808510638297875,53.191489361702125,0.88,27,19.148936170212767,15,1.9634208569127072,NA,NA,NA
sdl,2012,22,NA,22,mesic,no snow,never affected,N,N,91,42,13,0,146,87,133,68.42105263157895,31.57894736842105,2.1666666666666665,49,36.84210526315789,13,1.7870974314080328,NA,NA,NA
sdl,2012,23,NA,23,mesic,no snow,never affected,N,N,54,69,15,0,138,85,123,43.90243902439025,56.09756097560976,0.782608695652174,40,32.52032520325203,12,1.5739785416762972,NA,NA,NA
sdl,2012,24,NA,24,mesic,no snow,never affected,N,N,47,87,8,0,142,92,134,35.07462686567165,64.92537313432835,0.5402298850574713,26,19.402985074626866,12,1.8229514716889073,NA,NA,NA
sdl,2012,25,NA,25,mesic,no snow,never affected,N+P,N+P,78,73,7,0,158,93,151,51.65562913907284,48.34437086092716,1.0684931506849316,55,36.423841059602644,13,1.7713759929568742,NA,NA,NA
sdl,2012,26,NA,26,mesic,no snow,never affected,N+P,N+P,57,82,14,0,153,86,139,41.007194244604314,58.992805755395686,0.6951219512195121,37,26.618705035971225,10,1.6135713613338274,NA,NA,NA
sdl,2012,27,NA,27,mesic,no snow,never affected,N+P,N+P,39,93,4,24,160,96,156,25,59.61538461538461,0.41935483870967744,24,15.384615384615385,11,1.7684056195995403,NA,NA,NA
sdl,2012,28,NA,28,mesic,no snow,never affected,N+P,N+P,51,69,14,0,134,86,120,42.5,57.49999999999999,0.7391304347826086,29,24.166666666666668,13,1.8383339283227584,NA,NA,NA
sdl,2012,29,NA,29,mesic,no snow,never affected,P,P,95,47,13,0,155,87,142,66.90140845070422,33.098591549295776,2.021276595744681,28,19.718309859154928,17,2.2479490192670943,NA,NA,NA
sdl,2012,30,NA,30,mesic,no snow,never affected,P,P,95,48,8,0,151,92,143,66.43356643356644,33.56643356643357,1.9791666666666667,24,16.783216783216783,19,2.248195713877143,NA,NA,NA
sdl,2012,31,NA,31,mesic,no snow,never affected,P,P,75,53,14,0,142,86,128,58.59375,41.40625,1.4150943396226414,35,27.34375,20,2.2518110172225856,NA,NA,NA
sdl,2012,32,NA,32,mesic,no snow,never affected,P,P,68,70,20,0,158,80,138,49.275362318840585,50.72463768115942,0.9714285714285714,28,20.28985507246377,17,2.0981526276451277,NA,NA,NA
sdl,2012,33,NA,33,wet,snow,in snowfield,C,C,67,45,14,0,126,86,112,59.82142857142857,40.17857142857143,1.488888888888889,53,47.32142857142857,10,1.4975040653563663,NA,NA,NA
sdl,2012,34,NA,34,wet,snow,in snowfield,C,C,118,16,2,0,136,98,134,88.05970149253731,11.940298507462686,7.375,47,35.07462686567165,12,1.9163871855145034,NA,NA,NA
sdl,2012,35,NA,35,wet,snow,in snowfield,C,C,75,19,31,0,125,69,94,79.7872340425532,20.212765957446805,3.9473684210526314,30,31.914893617021278,8,1.7561714388920997,NA,NA,NA
sdl,2012,36,NA,36,wet,snow,in snowfield,C,C,65,48,18,0,131,82,113,57.52212389380531,42.47787610619469,1.3541666666666667,6,5.3097345132743365,13,1.8098621680926692,NA,NA,NA
sdl,2012,37,NA,37,wet,snow,in snowfield,N,N,11,80,18,0,109,82,91,12.087912087912088,87.91208791208791,0.1375,0,0,8,0.944932405660256,NA,NA,NA
sdl,2012,38,NA,38,wet,snow,in snowfield,N,N,22,90,9,0,121,91,112,19.642857142857142,80.35714285714286,0.24444444444444444,0,0,7,0.8454133876977968,NA,NA,NA
sdl,2012,39,NA,39,wet,snow,in snowfield,N,N,41,88,10,0,139,90,129,31.782945736434108,68.21705426356588,0.4659090909090909,12,9.30232558139535,9,1.2245467655951396,NA,NA,NA
sdl,2012,40,NA,40,wet,snow,in snowfield,N,N,23,97,5,0,125,95,120,19.166666666666668,80.83333333333333,0.23711340206185566,4,3.3333333333333335,7,0.7835504475449852,NA,NA,NA
sdl,2012,41,NA,41,wet,snow,in snowfield,N+P,N+P,28,104,4,0,136,96,132,21.21212121212121,78.78787878787878,0.2692307692307692,8,6.0606060606060606,5,0.8694459578568247,NA,NA,NA
sdl,2012,42,NA,42,wet,snow,in snowfield,N+P,N+P,4,114,5,0,123,95,118,3.389830508474576,96.61016949152543,0.03508771929824561,0,0,7,1.0167473471296116,NA,NA,NA
sdl,2012,43,NA,43,wet,snow,in snowfield,N+P,N+P,7,90,5,0,102,95,97,7.216494845360824,92.78350515463917,0.07777777777777778,0,0,6,0.4714402761403803,NA,NA,NA
sdl,2012,44,NA,44,wet,snow,in snowfield,N+P,N+P,5,89,8,0,102,92,94,5.319148936170213,94.68085106382979,0.056179775280898875,0,0,6,0.449189048907634,NA,NA,NA
sdl,2012,45,NA,45,wet,snow,in snowfield,P,P,86,28,16,0,130,84,114,75.43859649122807,24.561403508771928,3.0714285714285716,36,31.57894736842105,12,2.0541023433567114,NA,NA,NA
sdl,2012,46,NA,46,wet,snow,in snowfield,P,P,70,43,17,0,130,83,113,61.94690265486725,38.05309734513274,1.627906976744186,32,28.31858407079646,15,2.1706870087715475,NA,NA,NA
sdl,2012,47,NA,47,wet,snow,in snowfield,P,P,85,69,11,0,165,89,154,55.1948051948052,44.8051948051948,1.2318840579710144,27,17.532467532467532,16,2.2371204557352193,NA,NA,NA
sdl,2012,48,NA,48,wet,snow,in snowfield,P,P,37,62,23,0,122,77,99,37.37373737373738,62.62626262626263,0.5967741935483871,20,20.2020202020202,10,1.6617126912081797,NA,NA,NA
sdl,2012,49,NA,49,dry,snow,in snowfence area,C,C,109,24,13,0,146,87,133,81.95488721804512,18.045112781954884,4.541666666666667,32,24.06015037593985,24,2.6563298189847844,NA,NA,NA
sdl,2012,50,NA,50,dry,snow,in snowfence area,C,C,79,53,8,0,140,92,132,59.84848484848485,40.15151515151515,1.490566037735849,39,29.545454545454547,14,1.7284865896249975,NA,NA,NA
sdl,2012,51,NA,51,dry,snow,in snowfence area,C,C,108,29,13,0,150,87,137,78.83211678832117,21.16788321167883,3.7241379310344827,36,26.277372262773724,17,2.184736401877562,NA,NA,NA
