LTER_site,local_site,date,yr,mon,doy,ppt_mm,ppt_qcflag,ppt_qaflag
NWT,University Camp Snotel (838),1982-05-16,1982,5,136,0,V,U
NWT,University Camp Snotel (838),1982-05-17,1982,5,137,5,V,U
NWT,University Camp Snotel (838),1982-05-18,1982,5,138,0,V,U
NWT,University Camp Snotel (838),1982-05-19,1982,5,139,0,V,U
NWT,University Camp Snotel (838),1982-05-20,1982,5,140,0,V,U
NWT,University Camp Snotel (838),1982-05-21,1982,5,141,0,V,U
NWT,University Camp Snotel (838),1982-05-22,1982,5,142,0,V,U
NWT,University Camp Snotel (838),1982-05-23,1982,5,143,0,V,U
NWT,University Camp Snotel (838),1982-05-24,1982,5,144,15,V,U
NWT,University Camp Snotel (838),1982-05-25,1982,5,145,8,V,U
NWT,University Camp Snotel (838),1982-05-26,1982,5,146,5,V,U
NWT,University Camp Snotel (838),1982-05-27,1982,5,147,3,V,U
NWT,University Camp Snotel (838),1982-05-28,1982,5,148,0,V,U
NWT,University Camp Snotel (838),1982-05-29,1982,5,149,3,V,U
NWT,University Camp Snotel (838),1982-05-30,1982,5,150,5,V,U
NWT,University Camp Snotel (838),1982-05-31,1982,5,151,0,V,U
NWT,University Camp Snotel (838),1982-06-01,1982,6,152,3,V,U
NWT,University Camp Snotel (838),1982-06-02,1982,6,153,0,V,U
NWT,University Camp Snotel (838),1982-06-03,1982,6,154,5,V,U
NWT,University Camp Snotel (838),1982-06-04,1982,6,155,0,V,U
NWT,University Camp Snotel (838),1982-06-05,1982,6,156,0,V,U
NWT,University Camp Snotel (838),1982-06-06,1982,6,157,5,V,U
NWT,University Camp Snotel (838),1982-06-07,1982,6,158,0,V,U
NWT,University Camp Snotel (838),1982-06-08,1982,6,159,0,V,U
NWT,University Camp Snotel (838),1982-06-09,1982,6,160,0,V,U
NWT,University Camp Snotel (838),1982-06-10,1982,6,161,0,V,U
NWT,University Camp Snotel (838),1982-06-11,1982,6,162,0,V,U
NWT,University Camp Snotel (838),1982-06-12,1982,6,163,0,V,U
NWT,University Camp Snotel (838),1982-06-13,1982,6,164,0,V,U
NWT,University Camp Snotel (838),1982-06-14,1982,6,165,0,V,U
NWT,University Camp Snotel (838),1982-06-15,1982,6,166,0,V,U
NWT,University Camp Snotel (838),1982-06-16,1982,6,167,0,V,U
NWT,University Camp Snotel (838),1982-06-17,1982,6,168,10,V,U
NWT,University Camp Snotel (838),1982-06-18,1982,6,169,23,V,U
NWT,University Camp Snotel (838),1982-06-19,1982,6,170,0,V,U
NWT,University Camp Snotel (838),1982-06-20,1982,6,171,0,V,U
NWT,University Camp Snotel (838),1982-06-21,1982,6,172,0,V,U
NWT,University Camp Snotel (838),1982-06-22,1982,6,173,0,V,U
NWT,University Camp Snotel (838),1982-06-23,1982,6,174,8,V,U
NWT,University Camp Snotel (838),1982-06-24,1982,6,175,0,V,U
NWT,University Camp Snotel (838),1982-06-25,1982,6,176,5,V,U
NWT,University Camp Snotel (838),1982-06-26,1982,6,177,0,V,U
NWT,University Camp Snotel (838),1982-06-27,1982,6,178,0,V,U
NWT,University Camp Snotel (838),1982-06-28,1982,6,179,0,V,U
NWT,University Camp Snotel (838),1982-06-29,1982,6,180,3,E,U
NWT,University Camp Snotel (838),1982-06-30,1982,6,181,0,E,U
NWT,University Camp Snotel (838),1982-07-01,1982,7,182,5,E,U
NWT,University Camp Snotel (838),1982-07-02,1982,7,183,0,E,U
NWT,University Camp Snotel (838),1982-07-03,1982,7,184,0,V,U
NWT,University Camp Snotel (838),1982-07-04,1982,7,185,0,E,U
NWT,University Camp Snotel (838),1982-07-05,1982,7,186,0,E,U
NWT,University Camp Snotel (838),1982-07-06,1982,7,187,0,E,U
NWT,University Camp Snotel (838),1982-07-07,1982,7,188,0,E,U
NWT,University Camp Snotel (838),1982-07-08,1982,7,189,0,V,U
NWT,University Camp Snotel (838),1982-07-09,1982,7,190,10,V,U
NWT,University Camp Snotel (838),1982-07-10,1982,7,191,0,E,U
NWT,University Camp Snotel (838),1982-07-11,1982,7,192,0,E,U
NWT,University Camp Snotel (838),1982-07-12,1982,7,193,0,V,U
NWT,University Camp Snotel (838),1982-07-13,1982,7,194,0,V,U
NWT,University Camp Snotel (838),1982-07-14,1982,7,195,0,V,U
NWT,University Camp Snotel (838),1982-07-15,1982,7,196,0,V,U
NWT,University Camp Snotel (838),1982-07-16,1982,7,197,0,E,U
NWT,University Camp Snotel (838),1982-07-17,1982,7,198,0,E,U
NWT,University Camp Snotel (838),1982-07-18,1982,7,199,0,V,U
NWT,University Camp Snotel (838),1982-07-19,1982,7,200,0,V,U
NWT,University Camp Snotel (838),1982-07-20,1982,7,201,0,V,U
NWT,University Camp Snotel (838),1982-07-21,1982,7,202,0,V,U
NWT,University Camp Snotel (838),1982-07-22,1982,7,203,0,V,U
NWT,University Camp Snotel (838),1982-07-23,1982,7,204,0,V,U
NWT,University Camp Snotel (838),1982-07-24,1982,7,205,0,V,U
NWT,University Camp Snotel (838),1982-07-25,1982,7,206,0,V,U
NWT,University Camp Snotel (838),1982-07-26,1982,7,207,20,V,U
NWT,University Camp Snotel (838),1982-07-27,1982,7,208,13,V,U
NWT,University Camp Snotel (838),1982-07-28,1982,7,209,23,V,U
NWT,University Camp Snotel (838),1982-07-29,1982,7,210,8,V,U
NWT,University Camp Snotel (838),1982-07-30,1982,7,211,0,V,U
NWT,University Camp Snotel (838),1982-07-31,1982,7,212,0,V,U
NWT,University Camp Snotel (838),1982-08-01,1982,8,213,0,V,U
NWT,University Camp Snotel (838),1982-08-02,1982,8,214,0,V,U
NWT,University Camp Snotel (838),1982-08-03,1982,8,215,0,V,U
NWT,University Camp Snotel (838),1982-08-04,1982,8,216,25,V,U
NWT,University Camp Snotel (838),1982-08-05,1982,8,217,0,E,U
NWT,University Camp Snotel (838),1982-08-06,1982,8,218,0,E,U
NWT,University Camp Snotel (838),1982-08-07,1982,8,219,0,V,U
NWT,University Camp Snotel (838),1982-08-08,1982,8,220,0,V,U
NWT,University Camp Snotel (838),1982-08-09,1982,8,221,0,V,U
NWT,University Camp Snotel (838),1982-08-10,1982,8,222,0,V,U
NWT,University Camp Snotel (838),1982-08-11,1982,8,223,18,V,U
NWT,University Camp Snotel (838),1982-08-12,1982,8,224,0,V,U
NWT,University Camp Snotel (838),1982-08-13,1982,8,225,18,V,U
NWT,University Camp Snotel (838),1982-08-14,1982,8,226,0,V,U
NWT,University Camp Snotel (838),1982-08-15,1982,8,227,0,V,U
NWT,University Camp Snotel (838),1982-08-16,1982,8,228,0,V,U
NWT,University Camp Snotel (838),1982-08-17,1982,8,229,0,V,U
NWT,University Camp Snotel (838),1982-08-18,1982,8,230,13,V,U
NWT,University Camp Snotel (838),1982-08-19,1982,8,231,3,V,U
NWT,University Camp Snotel (838),1982-08-20,1982,8,232,3,V,U
NWT,University Camp Snotel (838),1982-08-21,1982,8,233,5,V,U
NWT,University Camp Snotel (838),1982-08-22,1982,8,234,3,V,U
NWT,University Camp Snotel (838),1982-08-23,1982,8,235,0,V,U
NWT,University Camp Snotel (838),1982-08-24,1982,8,236,0,V,U
NWT,University Camp Snotel (838),1982-08-25,1982,8,237,0,V,U
NWT,University Camp Snotel (838),1982-08-26,1982,8,238,0,V,U
NWT,University Camp Snotel (838),1982-08-27,1982,8,239,0,V,U
NWT,University Camp Snotel (838),1982-08-28,1982,8,240,0,V,U
NWT,University Camp Snotel (838),1982-08-29,1982,8,241,0,V,U
NWT,University Camp Snotel (838),1982-08-30,1982,8,242,0,V,U
NWT,University Camp Snotel (838),1982-08-31,1982,8,243,0,V,U
NWT,University Camp Snotel (838),1982-09-01,1982,9,244,0,V,U
NWT,University Camp Snotel (838),1982-09-02,1982,9,245,0,V,U
NWT,University Camp Snotel (838),1982-09-03,1982,9,246,0,V,U
NWT,University Camp Snotel (838),1982-09-04,1982,9,247,0,V,U
NWT,University Camp Snotel (838),1982-09-05,1982,9,248,10,V,U
NWT,University Camp Snotel (838),1982-09-06,1982,9,249,3,V,U
NWT,University Camp Snotel (838),1982-09-07,1982,9,250,0,E,U
NWT,University Camp Snotel (838),1982-09-08,1982,9,251,0,E,U
NWT,University Camp Snotel (838),1982-09-09,1982,9,252,0,E,U
NWT,University Camp Snotel (838),1982-09-10,1982,9,253,0,E,U
NWT,University Camp Snotel (838),1982-09-11,1982,9,254,0,E,U
NWT,University Camp Snotel (838),1982-09-12,1982,9,255,0,E,U
NWT,University Camp Snotel (838),1982-09-13,1982,9,256,0,E,U
NWT,University Camp Snotel (838),1982-09-14,1982,9,257,3,V,U
NWT,University Camp Snotel (838),1982-09-15,1982,9,258,3,V,U
NWT,University Camp Snotel (838),1982-09-16,1982,9,259,5,V,U
NWT,University Camp Snotel (838),1982-09-17,1982,9,260,0,V,U
NWT,University Camp Snotel (838),1982-09-18,1982,9,261,0,V,U
NWT,University Camp Snotel (838),1982-09-19,1982,9,262,3,V,U
NWT,University Camp Snotel (838),1982-09-20,1982,9,263,0,V,U
NWT,University Camp Snotel (838),1982-09-21,1982,9,264,5,E,U
NWT,University Camp Snotel (838),1982-09-22,1982,9,265,0,E,U
NWT,University Camp Snotel (838),1982-09-23,1982,9,266,0,E,U
NWT,University Camp Snotel (838),1982-09-24,1982,9,267,0,V,U
NWT,University Camp Snotel (838),1982-09-25,1982,9,268,0,V,U
NWT,University Camp Snotel (838),1982-09-26,1982,9,269,0,V,U
NWT,University Camp Snotel (838),1982-09-27,1982,9,270,0,E,U
NWT,University Camp Snotel (838),1982-09-28,1982,9,271,0,E,U
NWT,University Camp Snotel (838),1982-09-29,1982,9,272,0,V,U
NWT,University Camp Snotel (838),1982-09-30,1982,9,273,0,E,U
NWT,University Camp Snotel (838),1982-10-01,1982,10,274,0,E,U
NWT,University Camp Snotel (838),1982-10-02,1982,10,275,0,E,U
NWT,University Camp Snotel (838),1982-10-03,1982,10,276,0,E,U
NWT,University Camp Snotel (838),1982-10-04,1982,10,277,0,E,U
NWT,University Camp Snotel (838),1982-10-05,1982,10,278,13,V,U
NWT,University Camp Snotel (838),1982-10-06,1982,10,279,0,V,U
NWT,University Camp Snotel (838),1982-10-07,1982,10,280,0,V,U
NWT,University Camp Snotel (838),1982-10-08,1982,10,281,3,V,U
NWT,University Camp Snotel (838),1982-10-09,1982,10,282,0,V,U
NWT,University Camp Snotel (838),1982-10-10,1982,10,283,0,V,U
NWT,University Camp Snotel (838),1982-10-11,1982,10,284,0,V,U
NWT,University Camp Snotel (838),1982-10-12,1982,10,285,0,V,U
NWT,University Camp Snotel (838),1982-10-13,1982,10,286,0,V,U
NWT,University Camp Snotel (838),1982-10-14,1982,10,287,0,V,U
NWT,University Camp Snotel (838),1982-10-15,1982,10,288,0,V,U
NWT,University Camp Snotel (838),1982-10-16,1982,10,289,0,V,U
NWT,University Camp Snotel (838),1982-10-17,1982,10,290,0,V,U
NWT,University Camp Snotel (838),1982-10-18,1982,10,291,13,E,U
NWT,University Camp Snotel (838),1982-10-19,1982,10,292,5,E,U
NWT,University Camp Snotel (838),1982-10-20,1982,10,293,0,E,U
NWT,University Camp Snotel (838),1982-10-21,1982,10,294,0,E,U
NWT,University Camp Snotel (838),1982-10-22,1982,10,295,0,E,U
NWT,University Camp Snotel (838),1982-10-23,1982,10,296,0,E,U
NWT,University Camp Snotel (838),1982-10-24,1982,10,297,0,V,U
NWT,University Camp Snotel (838),1982-10-25,1982,10,298,0,E,U
NWT,University Camp Snotel (838),1982-10-26,1982,10,299,5,E,U
NWT,University Camp Snotel (838),1982-10-27,1982,10,300,10,V,U
NWT,University Camp Snotel (838),1982-10-28,1982,10,301,0,V,U
NWT,University Camp Snotel (838),1982-10-29,1982,10,302,0,V,U
NWT,University Camp Snotel (838),1982-10-30,1982,10,303,0,E,U
NWT,University Camp Snotel (838),1982-10-31,1982,10,304,0,E,U
NWT,University Camp Snotel (838),1982-11-01,1982,11,305,0,V,U
NWT,University Camp Snotel (838),1982-11-02,1982,11,306,0,E,U
NWT,University Camp Snotel (838),1982-11-03,1982,11,307,0,E,U
NWT,University Camp Snotel (838),1982-11-04,1982,11,308,0,E,U
NWT,University Camp Snotel (838),1982-11-05,1982,11,309,0,E,U
NWT,University Camp Snotel (838),1982-11-06,1982,11,310,0,E,U
NWT,University Camp Snotel (838),1982-11-07,1982,11,311,0,V,U
NWT,University Camp Snotel (838),1982-11-08,1982,11,312,0,E,U
NWT,University Camp Snotel (838),1982-11-09,1982,11,313,0,E,U
NWT,University Camp Snotel (838),1982-11-10,1982,11,314,0,V,U
NWT,University Camp Snotel (838),1982-11-11,1982,11,315,18,V,U
NWT,University Camp Snotel (838),1982-11-12,1982,11,316,0,V,U
NWT,University Camp Snotel (838),1982-11-13,1982,11,317,8,V,U
NWT,University Camp Snotel (838),1982-11-14,1982,11,318,0,V,U
NWT,University Camp Snotel (838),1982-11-15,1982,11,319,0,V,U
NWT,University Camp Snotel (838),1982-11-16,1982,11,320,0,V,U
NWT,University Camp Snotel (838),1982-11-17,1982,11,321,0,V,U
NWT,University Camp Snotel (838),1982-11-18,1982,11,322,0,V,U
NWT,University Camp Snotel (838),1982-11-19,1982,11,323,15,V,U
NWT,University Camp Snotel (838),1982-11-20,1982,11,324,3,V,U
NWT,University Camp Snotel (838),1982-11-21,1982,11,325,8,V,U
NWT,University Camp Snotel (838),1982-11-22,1982,11,326,3,V,U
NWT,University Camp Snotel (838),1982-11-23,1982,11,327,5,V,U
NWT,University Camp Snotel (838),1982-11-24,1982,11,328,0,V,U
NWT,University Camp Snotel (838),1982-11-25,1982,11,329,0,V,U
NWT,University Camp Snotel (838),1982-11-26,1982,11,330,0,E,U
NWT,University Camp Snotel (838),1982-11-27,1982,11,331,0,E,U
NWT,University Camp Snotel (838),1982-11-28,1982,11,332,0,E,U
NWT,University Camp Snotel (838),1982-11-29,1982,11,333,3,V,U
NWT,University Camp Snotel (838),1982-11-30,1982,11,334,0,V,U
NWT,University Camp Snotel (838),1982-12-01,1982,12,335,8,V,U
NWT,University Camp Snotel (838),1982-12-02,1982,12,336,0,V,U
NWT,University Camp Snotel (838),1982-12-03,1982,12,337,0,E,U
NWT,University Camp Snotel (838),1982-12-04,1982,12,338,0,E,U
NWT,University Camp Snotel (838),1982-12-05,1982,12,339,0,E,U
NWT,University Camp Snotel (838),1982-12-06,1982,12,340,0,V,U
NWT,University Camp Snotel (838),1982-12-07,1982,12,341,8,V,U
NWT,University Camp Snotel (838),1982-12-08,1982,12,342,0,V,U
NWT,University Camp Snotel (838),1982-12-09,1982,12,343,0,V,U
NWT,University Camp Snotel (838),1982-12-10,1982,12,344,3,V,U
NWT,University Camp Snotel (838),1982-12-11,1982,12,345,0,V,U
NWT,University Camp Snotel (838),1982-12-12,1982,12,346,0,V,U
NWT,University Camp Snotel (838),1982-12-13,1982,12,347,8,V,U
NWT,University Camp Snotel (838),1982-12-14,1982,12,348,0,V,U
NWT,University Camp Snotel (838),1982-12-15,1982,12,349,8,V,U
NWT,University Camp Snotel (838),1982-12-16,1982,12,350,0,V,U
NWT,University Camp Snotel (838),1982-12-17,1982,12,351,0,V,U
NWT,University Camp Snotel (838),1982-12-18,1982,12,352,0,V,U
NWT,University Camp Snotel (838),1982-12-19,1982,12,353,3,V,U
NWT,University Camp Snotel (838),1982-12-20,1982,12,354,5,V,U
NWT,University Camp Snotel (838),1982-12-21,1982,12,355,0,V,U
NWT,University Camp Snotel (838),1982-12-22,1982,12,356,0,V,U
NWT,University Camp Snotel (838),1982-12-23,1982,12,357,8,V,U
NWT,University Camp Snotel (838),1982-12-24,1982,12,358,25,V,U
NWT,University Camp Snotel (838),1982-12-25,1982,12,359,0,V,U
NWT,University Camp Snotel (838),1982-12-26,1982,12,360,0,V,U
NWT,University Camp Snotel (838),1982-12-27,1982,12,361,3,V,U
NWT,University Camp Snotel (838),1982-12-28,1982,12,362,0,V,U
NWT,University Camp Snotel (838),1982-12-29,1982,12,363,0,V,U
NWT,University Camp Snotel (838),1982-12-30,1982,12,364,0,V,U
NWT,University Camp Snotel (838),1982-12-31,1982,12,365,0,V,U
NWT,University Camp Snotel (838),1983-01-01,1983,1,1,0,V,U
NWT,University Camp Snotel (838),1983-01-02,1983,1,2,0,V,U
NWT,University Camp Snotel (838),1983-01-03,1983,1,3,0,V,U
NWT,University Camp Snotel (838),1983-01-04,1983,1,4,0,V,U
NWT,University Camp Snotel (838),1983-01-05,1983,1,5,0,V,U
NWT,University Camp Snotel (838),1983-01-06,1983,1,6,0,V,U
NWT,University Camp Snotel (838),1983-01-07,1983,1,7,8,V,U
NWT,University Camp Snotel (838),1983-01-08,1983,1,8,3,V,U
NWT,University Camp Snotel (838),1983-01-09,1983,1,9,8,V,U
NWT,University Camp Snotel (838),1983-01-10,1983,1,10,0,V,U
NWT,University Camp Snotel (838),1983-01-11,1983,1,11,0,V,U
NWT,University Camp Snotel (838),1983-01-12,1983,1,12,0,V,U
NWT,University Camp Snotel (838),1983-01-13,1983,1,13,0,V,U
NWT,University Camp Snotel (838),1983-01-14,1983,1,14,0,V,U
NWT,University Camp Snotel (838),1983-01-15,1983,1,15,0,V,U
NWT,University Camp Snotel (838),1983-01-16,1983,1,16,0,V,U
NWT,University Camp Snotel (838),1983-01-17,1983,1,17,0,V,U
NWT,University Camp Snotel (838),1983-01-18,1983,1,18,0,V,U
NWT,University Camp Snotel (838),1983-01-19,1983,1,19,0,E,U
NWT,University Camp Snotel (838),1983-01-20,1983,1,20,0,E,U
NWT,University Camp Snotel (838),1983-01-21,1983,1,21,0,E,U
NWT,University Camp Snotel (838),1983-01-22,1983,1,22,0,E,U
NWT,University Camp Snotel (838),1983-01-23,1983,1,23,5,E,U
NWT,University Camp Snotel (838),1983-01-24,1983,1,24,0,E,U
NWT,University Camp Snotel (838),1983-01-25,1983,1,25,3,E,U
NWT,University Camp Snotel (838),1983-01-26,1983,1,26,0,E,U
NWT,University Camp Snotel (838),1983-01-27,1983,1,27,0,E,U
NWT,University Camp Snotel (838),1983-01-28,1983,1,28,0,E,U
NWT,University Camp Snotel (838),1983-01-29,1983,1,29,0,E,U
NWT,University Camp Snotel (838),1983-01-30,1983,1,30,0,E,U
NWT,University Camp Snotel (838),1983-01-31,1983,1,31,3,E,U
NWT,University Camp Snotel (838),1983-02-01,1983,2,32,5,E,U
NWT,University Camp Snotel (838),1983-02-02,1983,2,33,3,E,U
NWT,University Camp Snotel (838),1983-02-03,1983,2,34,3,E,U
NWT,University Camp Snotel (838),1983-02-04,1983,2,35,5,E,U
NWT,University Camp Snotel (838),1983-02-05,1983,2,36,0,E,U
NWT,University Camp Snotel (838),1983-02-06,1983,2,37,0,E,U
NWT,University Camp Snotel (838),1983-02-07,1983,2,38,10,E,U
NWT,University Camp Snotel (838),1983-02-08,1983,2,39,5,E,U
NWT,University Camp Snotel (838),1983-02-09,1983,2,40,8,E,U
NWT,University Camp Snotel (838),1983-02-10,1983,2,41,3,E,U
NWT,University Camp Snotel (838),1983-02-11,1983,2,42,0,E,U
NWT,University Camp Snotel (838),1983-02-12,1983,2,43,0,E,U
NWT,University Camp Snotel (838),1983-02-13,1983,2,44,0,E,U
NWT,University Camp Snotel (838),1983-02-14,1983,2,45,0,E,U
NWT,University Camp Snotel (838),1983-02-15,1983,2,46,0,E,U
NWT,University Camp Snotel (838),1983-02-16,1983,2,47,15,E,U
NWT,University Camp Snotel (838),1983-02-17,1983,2,48,0,E,U
NWT,University Camp Snotel (838),1983-02-18,1983,2,49,0,E,U
NWT,University Camp Snotel (838),1983-02-19,1983,2,50,0,E,U
NWT,University Camp Snotel (838),1983-02-20,1983,2,51,0,E,U
NWT,University Camp Snotel (838),1983-02-21,1983,2,52,0,E,U
NWT,University Camp Snotel (838),1983-02-22,1983,2,53,0,E,U
NWT,University Camp Snotel (838),1983-02-23,1983,2,54,0,E,U
NWT,University Camp Snotel (838),1983-02-24,1983,2,55,0,E,U
NWT,University Camp Snotel (838),1983-02-25,1983,2,56,0,E,U
NWT,University Camp Snotel (838),1983-02-26,1983,2,57,0,E,U
NWT,University Camp Snotel (838),1983-02-27,1983,2,58,0,E,U
NWT,University Camp Snotel (838),1983-02-28,1983,2,59,3,E,U
NWT,University Camp Snotel (838),1983-03-01,1983,3,60,8,E,U
NWT,University Camp Snotel (838),1983-03-02,1983,3,61,0,E,U
NWT,University Camp Snotel (838),1983-03-03,1983,3,62,0,E,U
NWT,University Camp Snotel (838),1983-03-04,1983,3,63,25,E,U
NWT,University Camp Snotel (838),1983-03-05,1983,3,64,10,E,U
NWT,University Camp Snotel (838),1983-03-06,1983,3,65,5,E,U
NWT,University Camp Snotel (838),1983-03-07,1983,3,66,3,E,U
NWT,University Camp Snotel (838),1983-03-08,1983,3,67,15,E,U
NWT,University Camp Snotel (838),1983-03-09,1983,3,68,0,E,U
NWT,University Camp Snotel (838),1983-03-10,1983,3,69,3,E,U
NWT,University Camp Snotel (838),1983-03-11,1983,3,70,0,E,U
NWT,University Camp Snotel (838),1983-03-12,1983,3,71,0,E,U
NWT,University Camp Snotel (838),1983-03-13,1983,3,72,0,E,U
NWT,University Camp Snotel (838),1983-03-14,1983,3,73,25,E,U
NWT,University Camp Snotel (838),1983-03-15,1983,3,74,20,E,U
NWT,University Camp Snotel (838),1983-03-16,1983,3,75,10,E,U
NWT,University Camp Snotel (838),1983-03-17,1983,3,76,0,E,U
NWT,University Camp Snotel (838),1983-03-18,1983,3,77,10,E,U
NWT,University Camp Snotel (838),1983-03-19,1983,3,78,3,E,U
NWT,University Camp Snotel (838),1983-03-20,1983,3,79,5,E,U
NWT,University Camp Snotel (838),1983-03-21,1983,3,80,0,E,U
NWT,University Camp Snotel (838),1983-03-22,1983,3,81,0,E,U
NWT,University Camp Snotel (838),1983-03-23,1983,3,82,0,E,U
NWT,University Camp Snotel (838),1983-03-24,1983,3,83,5,E,U
NWT,University Camp Snotel (838),1983-03-25,1983,3,84,13,E,U
NWT,University Camp Snotel (838),1983-03-26,1983,3,85,0,E,U
NWT,University Camp Snotel (838),1983-03-27,1983,3,86,3,E,U
NWT,University Camp Snotel (838),1983-03-28,1983,3,87,0,E,U
NWT,University Camp Snotel (838),1983-03-29,1983,3,88,5,E,U
NWT,University Camp Snotel (838),1983-03-30,1983,3,89,0,E,U
NWT,University Camp Snotel (838),1983-03-31,1983,3,90,18,E,U
NWT,University Camp Snotel (838),1983-04-01,1983,4,91,0,E,U
NWT,University Camp Snotel (838),1983-04-02,1983,4,92,3,E,U
NWT,University Camp Snotel (838),1983-04-03,1983,4,93,13,E,U
NWT,University Camp Snotel (838),1983-04-04,1983,4,94,10,E,U
NWT,University Camp Snotel (838),1983-04-05,1983,4,95,3,E,U
NWT,University Camp Snotel (838),1983-04-06,1983,4,96,0,E,U
NWT,University Camp Snotel (838),1983-04-07,1983,4,97,0,E,U
NWT,University Camp Snotel (838),1983-04-08,1983,4,98,10,E,U
NWT,University Camp Snotel (838),1983-04-09,1983,4,99,0,E,U
NWT,University Camp Snotel (838),1983-04-10,1983,4,100,0,E,U
NWT,University Camp Snotel (838),1983-04-11,1983,4,101,0,E,U
NWT,University Camp Snotel (838),1983-04-12,1983,4,102,3,E,U
NWT,University Camp Snotel (838),1983-04-13,1983,4,103,13,E,U
NWT,University Camp Snotel (838),1983-04-14,1983,4,104,0,E,U
NWT,University Camp Snotel (838),1983-04-15,1983,4,105,5,E,U
NWT,University Camp Snotel (838),1983-04-16,1983,4,106,5,E,U
NWT,University Camp Snotel (838),1983-04-17,1983,4,107,0,E,U
NWT,University Camp Snotel (838),1983-04-18,1983,4,108,0,E,U
NWT,University Camp Snotel (838),1983-04-19,1983,4,109,0,E,U
NWT,University Camp Snotel (838),1983-04-20,1983,4,110,8,E,U
NWT,University Camp Snotel (838),1983-04-21,1983,4,111,13,E,U
NWT,University Camp Snotel (838),1983-04-22,1983,4,112,0,E,U
NWT,University Camp Snotel (838),1983-04-23,1983,4,113,5,E,U
NWT,University Camp Snotel (838),1983-04-24,1983,4,114,0,E,U
NWT,University Camp Snotel (838),1983-04-25,1983,4,115,0,E,U
NWT,University Camp Snotel (838),1983-04-26,1983,4,116,0,E,U
NWT,University Camp Snotel (838),1983-04-27,1983,4,117,15,E,U
NWT,University Camp Snotel (838),1983-04-28,1983,4,118,10,E,U
NWT,University Camp Snotel (838),1983-04-29,1983,4,119,0,E,U
NWT,University Camp Snotel (838),1983-04-30,1983,4,120,8,E,U
NWT,University Camp Snotel (838),1983-05-01,1983,5,121,18,E,U
NWT,University Camp Snotel (838),1983-05-02,1983,5,122,0,E,U
NWT,University Camp Snotel (838),1983-05-03,1983,5,123,3,E,U
NWT,University Camp Snotel (838),1983-05-04,1983,5,124,5,E,U
NWT,University Camp Snotel (838),1983-05-05,1983,5,125,0,E,U
NWT,University Camp Snotel (838),1983-05-06,1983,5,126,5,E,U
NWT,University Camp Snotel (838),1983-05-07,1983,5,127,0,E,U
NWT,University Camp Snotel (838),1983-05-08,1983,5,128,0,E,U
NWT,University Camp Snotel (838),1983-05-09,1983,5,129,3,E,U
NWT,University Camp Snotel (838),1983-05-10,1983,5,130,0,E,U
NWT,University Camp Snotel (838),1983-05-11,1983,5,131,5,E,U
NWT,University Camp Snotel (838),1983-05-12,1983,5,132,0,E,U
NWT,University Camp Snotel (838),1983-05-13,1983,5,133,5,E,U
NWT,University Camp Snotel (838),1983-05-14,1983,5,134,3,E,U
NWT,University Camp Snotel (838),1983-05-15,1983,5,135,5,E,U
NWT,University Camp Snotel (838),1983-05-16,1983,5,136,36,E,U
NWT,University Camp Snotel (838),1983-05-17,1983,5,137,5,E,U
NWT,University Camp Snotel (838),1983-05-18,1983,5,138,8,E,U
NWT,University Camp Snotel (838),1983-05-19,1983,5,139,10,E,U
NWT,University Camp Snotel (838),1983-05-20,1983,5,140,18,E,U
NWT,University Camp Snotel (838),1983-05-21,1983,5,141,0,E,U
NWT,University Camp Snotel (838),1983-05-22,1983,5,142,0,E,U
NWT,University Camp Snotel (838),1983-05-23,1983,5,143,0,E,U
NWT,University Camp Snotel (838),1983-05-24,1983,5,144,0,E,U
NWT,University Camp Snotel (838),1983-05-25,1983,5,145,0,E,U
NWT,University Camp Snotel (838),1983-05-26,1983,5,146,0,E,U
NWT,University Camp Snotel (838),1983-05-27,1983,5,147,0,E,U
NWT,University Camp Snotel (838),1983-05-28,1983,5,148,0,E,U
NWT,University Camp Snotel (838),1983-05-29,1983,5,149,3,E,U
NWT,University Camp Snotel (838),1983-05-30,1983,5,150,18,E,U
NWT,University Camp Snotel (838),1983-05-31,1983,5,151,13,E,U
NWT,University Camp Snotel (838),1983-06-01,1983,6,152,3,E,U
NWT,University Camp Snotel (838),1983-06-02,1983,6,153,0,E,U
NWT,University Camp Snotel (838),1983-06-03,1983,6,154,0,E,U
NWT,University Camp Snotel (838),1983-06-04,1983,6,155,0,E,U
NWT,University Camp Snotel (838),1983-06-05,1983,6,156,0,E,U
NWT,University Camp Snotel (838),1983-06-06,1983,6,157,8,E,U
NWT,University Camp Snotel (838),1983-06-07,1983,6,158,3,E,U
NWT,University Camp Snotel (838),1983-06-08,1983,6,159,3,E,U
NWT,University Camp Snotel (838),1983-06-09,1983,6,160,10,E,U
NWT,University Camp Snotel (838),1983-06-10,1983,6,161,0,E,U
NWT,University Camp Snotel (838),1983-06-11,1983,6,162,3,E,U
NWT,University Camp Snotel (838),1983-06-12,1983,6,163,8,E,U
NWT,University Camp Snotel (838),1983-06-13,1983,6,164,8,E,U
NWT,University Camp Snotel (838),1983-06-14,1983,6,165,3,E,U
NWT,University Camp Snotel (838),1983-06-15,1983,6,166,0,E,U
NWT,University Camp Snotel (838),1983-06-16,1983,6,167,0,E,U
NWT,University Camp Snotel (838),1983-06-17,1983,6,168,0,E,U
