LTER_site,local_site,date,doy,year,month,day,precipitation.mm,flag.1,flag.2,source.station,pvalue,rsquared,x.obs.in.regression,regression.equation,raw_ppt_tot,raw_qdays
NWT,C1,1963-11-09,313,1963,11,9,0,D,J,53496,1.52e-6,0.234531715,89,y=0.339788512198346x+0.970656819193797,15,9
NWT,C1,1963-11-10,314,1963,11,10,0,A,A,C1 Totalizing Unshielded,NA,NA,NA,NA,0,1
NWT,C1,1963-11-11,315,1963,11,11,0,A,A,C1 Totalizing Unshielded,NA,NA,NA,NA,0,1
NWT,C1,1963-11-12,316,1963,11,12,0,A,A,C1 Totalizing Unshielded,NA,NA,NA,NA,0,1
NWT,C1,1963-11-13,317,1963,11,13,0,A,A,C1 Totalizing Unshielded,NA,NA,NA,NA,0,1
NWT,C1,1963-11-14,318,1963,11,14,0,A,A,C1 Totalizing Unshielded,NA,NA,NA,NA,0,1
NWT,C1,1963-11-15,319,1963,11,15,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-11-16,320,1963,11,16,9.652,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-11-17,321,1963,11,17,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-11-18,322,1963,11,18,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-11-19,323,1963,11,19,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-11-20,324,1963,11,20,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-11-21,325,1963,11,21,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-11-22,326,1963,11,22,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-11-23,327,1963,11,23,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,10,7
NWT,C1,1963-11-24,328,1963,11,24,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-11-25,329,1963,11,25,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-11-26,330,1963,11,26,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-11-27,331,1963,11,27,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-11-28,332,1963,11,28,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-11-29,333,1963,11,29,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-11-30,334,1963,11,30,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-12-01,335,1963,12,1,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-12-02,336,1963,12,2,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-12-03,337,1963,12,3,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-12-04,338,1963,12,4,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-12-05,339,1963,12,5,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-12-06,340,1963,12,6,1.016,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-12-07,341,1963,12,7,1.778,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1963-12-08,342,1963,12,8,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-09,343,1963,12,9,1.27,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-10,344,1963,12,10,4.318,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-11,345,1963,12,11,2.54,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-12,346,1963,12,12,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-13,347,1963,12,13,1.27,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-14,348,1963,12,14,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,10,7
NWT,C1,1963-12-15,349,1963,12,15,1.016,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-16,350,1963,12,16,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-17,351,1963,12,17,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-18,352,1963,12,18,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-19,353,1963,12,19,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-20,354,1963,12,20,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-21,355,1963,12,21,7.366,A,A,C1 Belfort Shielded,NA,NA,NA,NA,8,7
NWT,C1,1963-12-22,356,1963,12,22,1.016,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-23,357,1963,12,23,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-24,358,1963,12,24,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-25,359,1963,12,25,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-26,360,1963,12,26,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-27,361,1963,12,27,4.318,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-28,362,1963,12,28,6.35,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-29,363,1963,12,29,7.62,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-30,364,1963,12,30,1.27,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1963-12-31,365,1963,12,31,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,23,10
NWT,C1,1964-01-01,1,1964,1,1,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-02,2,1964,1,2,7.62,A,A,C1 Belfort Shielded,NA,NA,NA,NA,3,1
NWT,C1,1964-01-03,3,1964,1,3,1.778,A,A,C1 Belfort Shielded,NA,NA,NA,NA,2,1
NWT,C1,1964-01-04,4,1964,1,4,1.016,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-05,5,1964,1,5,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-06,6,1964,1,6,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-07,7,1964,1,7,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-08,8,1964,1,8,1.27,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-09,9,1964,1,9,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-10,10,1964,1,10,1.016,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-11,11,1964,1,11,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-12,12,1964,1,12,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-13,13,1964,1,13,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-14,14,1964,1,14,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-15,15,1964,1,15,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-16,16,1964,1,16,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-17,17,1964,1,17,2.032,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-18,18,1964,1,18,4.064,A,A,C1 Belfort Shielded,NA,NA,NA,NA,6,1
NWT,C1,1964-01-19,19,1964,1,19,3.048,A,A,C1 Belfort Shielded,NA,NA,NA,NA,6,1
NWT,C1,1964-01-20,20,1964,1,20,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-21,21,1964,1,21,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,9,1
NWT,C1,1964-01-22,22,1964,1,22,2.54,A,A,C1 Belfort Shielded,NA,NA,NA,NA,11,1
NWT,C1,1964-01-23,23,1964,1,23,1.27,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-24,24,1964,1,24,1.524,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-25,25,1964,1,25,2.54,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-26,26,1964,1,26,3.302,A,A,C1 Belfort Shielded,NA,NA,NA,NA,2,1
NWT,C1,1964-01-27,27,1964,1,27,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-28,28,1964,1,28,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-29,29,1964,1,29,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-30,30,1964,1,30,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-01-31,31,1964,1,31,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,3,1
NWT,C1,1964-02-01,32,1964,2,1,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-02,33,1964,2,2,7.112,A,A,C1 Belfort Shielded,NA,NA,NA,NA,13,1
NWT,C1,1964-02-03,34,1964,2,3,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-04,35,1964,2,4,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-05,36,1964,2,5,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-06,37,1964,2,6,3.81,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-07,38,1964,2,7,1.27,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-08,39,1964,2,8,1.27,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-09,40,1964,2,9,3.048,A,A,C1 Belfort Shielded,NA,NA,NA,NA,12,1
NWT,C1,1964-02-10,41,1964,2,10,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-11,42,1964,2,11,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-12,43,1964,2,12,7.112,A,A,C1 Belfort Shielded,NA,NA,NA,NA,4,1
NWT,C1,1964-02-13,44,1964,2,13,1.27,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-14,45,1964,2,14,3.302,A,A,C1 Belfort Shielded,NA,NA,NA,NA,4,1
NWT,C1,1964-02-15,46,1964,2,15,1.27,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-16,47,1964,2,16,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-17,48,1964,2,17,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-18,49,1964,2,18,1.27,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-19,50,1964,2,19,5.08,A,A,C1 Belfort Shielded,NA,NA,NA,NA,8,1
NWT,C1,1964-02-20,51,1964,2,20,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-21,52,1964,2,21,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-22,53,1964,2,22,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-23,54,1964,2,23,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-24,55,1964,2,24,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-25,56,1964,2,25,8.128,A,A,C1 Belfort Shielded,NA,NA,NA,NA,10,1
NWT,C1,1964-02-26,57,1964,2,26,1.016,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-27,58,1964,2,27,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-28,59,1964,2,28,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-02-29,60,1964,2,29,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-01,61,1964,3,1,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-02,62,1964,3,2,11.43,A,A,C1 Belfort Shielded,NA,NA,NA,NA,3,1
NWT,C1,1964-03-03,63,1964,3,3,3.302,A,A,C1 Belfort Shielded,NA,NA,NA,NA,17,1
NWT,C1,1964-03-04,64,1964,3,4,3.048,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-05,65,1964,3,5,3.048,A,A,C1 Belfort Shielded,NA,NA,NA,NA,5,1
NWT,C1,1964-03-06,66,1964,3,6,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-07,67,1964,3,7,2.032,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-08,68,1964,3,8,1.778,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-09,69,1964,3,9,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-10,70,1964,3,10,1.016,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-11,71,1964,3,11,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-12,72,1964,3,12,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-13,73,1964,3,13,2.54,A,A,C1 Belfort Shielded,NA,NA,NA,NA,5,1
NWT,C1,1964-03-14,74,1964,3,14,1.27,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-15,75,1964,3,15,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,7,1
NWT,C1,1964-03-16,76,1964,3,16,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-17,77,1964,3,17,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-18,78,1964,3,18,3.81,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-19,79,1964,3,19,6.35,A,A,C1 Belfort Shielded,NA,NA,NA,NA,1,1
NWT,C1,1964-03-20,80,1964,3,20,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-21,81,1964,3,21,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-22,82,1964,3,22,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-23,83,1964,3,23,3.81,A,A,C1 Belfort Shielded,NA,NA,NA,NA,22,1
NWT,C1,1964-03-24,84,1964,3,24,7.62,A,A,C1 Belfort Shielded,NA,NA,NA,NA,3,1
NWT,C1,1964-03-25,85,1964,3,25,3.302,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-26,86,1964,3,26,7.112,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-27,87,1964,3,27,4.572,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-28,88,1964,3,28,1.524,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-29,89,1964,3,29,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-30,90,1964,3,30,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-03-31,91,1964,3,31,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-01,92,1964,4,1,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-02,93,1964,4,2,3.048,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-03,94,1964,4,3,23.368,A,A,C1 Belfort Shielded,NA,NA,NA,NA,14,1
NWT,C1,1964-04-04,95,1964,4,4,2.032,A,A,C1 Belfort Shielded,NA,NA,NA,NA,7,1
NWT,C1,1964-04-05,96,1964,4,5,3.048,A,A,C1 Belfort Shielded,NA,NA,NA,NA,8,1
NWT,C1,1964-04-06,97,1964,4,6,13.97,A,A,C1 Belfort Shielded,NA,NA,NA,NA,12,1
NWT,C1,1964-04-07,98,1964,4,7,5.08,A,A,C1 Belfort Shielded,NA,NA,NA,NA,7,1
NWT,C1,1964-04-08,99,1964,4,8,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-09,100,1964,4,9,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-10,101,1964,4,10,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-11,102,1964,4,11,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,5,1
NWT,C1,1964-04-12,103,1964,4,12,7.112,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-13,104,1964,4,13,4.572,A,A,C1 Belfort Shielded,NA,NA,NA,NA,12,1
NWT,C1,1964-04-14,105,1964,4,14,1.778,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-15,106,1964,4,15,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-16,107,1964,4,16,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-17,108,1964,4,17,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-18,109,1964,4,18,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-19,110,1964,4,19,1.27,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-20,111,1964,4,20,2.032,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-21,112,1964,4,21,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-22,113,1964,4,22,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-23,114,1964,4,23,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-24,115,1964,4,24,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-25,116,1964,4,25,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-26,117,1964,4,26,1.524,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-27,118,1964,4,27,1.778,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-28,119,1964,4,28,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-29,120,1964,4,29,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-04-30,121,1964,4,30,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-05-01,122,1964,5,1,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-02,123,1964,5,2,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-03,124,1964,5,3,1.27,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-04,125,1964,5,4,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-05,126,1964,5,5,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-06,127,1964,5,6,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-07,128,1964,5,7,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-08,129,1964,5,8,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-09,130,1964,5,9,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,5,9
NWT,C1,1964-05-10,131,1964,5,10,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-11,132,1964,5,11,1.778,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-12,133,1964,5,12,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-13,134,1964,5,13,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-14,135,1964,5,14,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-15,136,1964,5,15,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-16,137,1964,5,16,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,3,7
NWT,C1,1964-05-17,138,1964,5,17,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-05-18,139,1964,5,18,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-05-19,140,1964,5,19,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-05-20,141,1964,5,20,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-05-21,142,1964,5,21,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-05-22,143,1964,5,22,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,0,1
NWT,C1,1964-05-23,144,1964,5,23,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-24,145,1964,5,24,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-25,146,1964,5,25,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-26,147,1964,5,26,12.192,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-27,148,1964,5,27,1.016,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-28,149,1964,5,28,0.254,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-29,150,1964,5,29,19.05,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-30,151,1964,5,30,12.192,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-05-31,152,1964,5,31,3.048,A,A,C1 Belfort Shielded,NA,NA,NA,NA,40,9
NWT,C1,1964-06-01,153,1964,6,1,15.24,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-02,154,1964,6,2,9.652,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-03,155,1964,6,3,4.572,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-04,156,1964,6,4,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-05,157,1964,6,5,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,31,5
NWT,C1,1964-06-06,158,1964,6,6,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-07,159,1964,6,7,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-08,160,1964,6,8,2.54,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-09,161,1964,6,9,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-10,162,1964,6,10,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-11,163,1964,6,11,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,4,6
NWT,C1,1964-06-12,164,1964,6,12,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-13,165,1964,6,13,4.318,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-14,166,1964,6,14,1.27,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-15,167,1964,6,15,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-16,168,1964,6,16,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-17,169,1964,6,17,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-18,170,1964,6,18,2.032,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-19,171,1964,6,19,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,7,8
NWT,C1,1964-06-20,172,1964,6,20,1.27,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-21,173,1964,6,21,1.778,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-22,174,1964,6,22,2.032,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-23,175,1964,6,23,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-24,176,1964,6,24,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-25,177,1964,6,25,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,3,6
NWT,C1,1964-06-26,178,1964,6,26,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-27,179,1964,6,27,0,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-28,180,1964,6,28,2.54,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-29,181,1964,6,29,0.762,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
NWT,C1,1964-06-30,182,1964,6,30,2.54,A,A,C1 Belfort Shielded,NA,NA,NA,NA,5,5
NWT,C1,1964-07-01,183,1964,7,1,0.508,A,A,C1 Belfort Shielded,NA,NA,NA,NA,NA,NA
