site,yr,date,plotid,block,plot,n,p,k,trt,point,hit,clean_code2,simple_name,Common_Name,Category,Family,Growth_Habit,fxnl_grp,nutnet_grp
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,4,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,5,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,6,1,POVI,Polemonium viscosum,sticky polemonium,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,6,2,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,7,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,7,2,LLSE,Lloydia serotina,common alplily,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,8,1,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,8,2,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,8,3,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,8,4,POVI,Polemonium viscosum,sticky polemonium,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,9,1,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,9,2,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,10,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,10,2,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,11,1,POVI,Polemonium viscosum,sticky polemonium,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,11,2,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,12,1,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,12,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,13,1,POVI,Polemonium viscosum,sticky polemonium,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,13,2,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,14,1,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,14,2,LLSE,Lloydia serotina,common alplily,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,15,1,POVI,Polemonium viscosum,sticky polemonium,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,15,2,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,15,3,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,16,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,17,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,18,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,18,2,FEBR,Festuca brachyphylla,alpine fescue,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,19,1,POVI,Polemonium viscosum,sticky polemonium,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,19,2,MELA3,Mertensia lanceolata,prairie bluebells,Dicot,Boraginaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,19,3,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,20,1,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,20,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,21,1,TEACC,Tetraneuris acaulis,caespitose four-nerve daisy,Dicot,Asteraceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,21,2,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,22,1,POVI,Polemonium viscosum,sticky polemonium,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,22,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,23,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,24,1,PODI2,Potentilla diversifolia,varileaf cinquefoil,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,24,2,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,25,1,PODI2,Potentilla diversifolia,varileaf cinquefoil,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,26,1,TRSP2,Trisetum spicatum,spike trisetum,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,26,2,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,26,3,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,27,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,28,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,29,1,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,30,1,PODI2,Potentilla diversifolia,varileaf cinquefoil,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,31,1,SELA,Sedum lanceolatum,spearleaf stonecrop,Dicot,Crassulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,31,2,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,32,1,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,32,2,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,33,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,33,2,ARFEF3,Arenaria fendleri,Fendler's sandwort,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,34,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,35,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,35,2,SELA,Sedum lanceolatum,spearleaf stonecrop,Dicot,Crassulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,36,1,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,37,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,38,1,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,38,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,39,1,MELA3,Mertensia lanceolata,prairie bluebells,Dicot,Boraginaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,39,2,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,39,3,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,40,1,PHPU5,Phlox pulvinata,cushion phlox,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,40,2,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,41,1,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,41,2,TRSP2,Trisetum spicatum,spike trisetum,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,42,1,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,42,2,PHPU5,Phlox pulvinata,cushion phlox,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,42,3,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,43,1,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,43,2,PHPU5,Phlox pulvinata,cushion phlox,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,44,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,45,1,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,45,2,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,45,3,CEARS2,Cerastium arvense,field chickweed,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,46,1,TEACC,Tetraneuris acaulis,caespitose four-nerve daisy,Dicot,Asteraceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,46,2,MELA3,Mertensia lanceolata,prairie bluebells,Dicot,Boraginaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,46,3,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,46,4,POTEN,Potentilla sp.,cinquefoil,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,47,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,48,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,49,1,GERO2,Geum rossii,Ross' avens,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,49,2,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,49,3,LLSE,Lloydia serotina,common alplily,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,50,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,50,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,51,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,52,1,TEGR3,Tetraneuris grandiflora,graylocks four-nerve daisy,Dicot,Asteraceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,52,2,LLSE,Lloydia serotina,common alplily,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,53,1,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,53,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,54,1,POVI,Polemonium viscosum,sticky polemonium,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,54,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,55,1,POVI,Polemonium viscosum,sticky polemonium,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,55,2,POA,Poa sp.,bluegrass,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,55,3,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,56,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,56,2,SELA,Sedum lanceolatum,spearleaf stonecrop,Dicot,Crassulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,56,3,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,57,1,FEBR,Festuca brachyphylla,alpine fescue,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,57,2,MELA3,Mertensia lanceolata,prairie bluebells,Dicot,Boraginaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,58,1,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,58,2,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,58,3,TRSP2,Trisetum spicatum,spike trisetum,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,58,4,FEBR,Festuca brachyphylla,alpine fescue,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,59,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,60,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,60,2,PODI2,Potentilla diversifolia,varileaf cinquefoil,Dicot,Rosaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,61,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,62,1,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,62,2,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,63,1,POBI6,Polygonum bistortoides,American bistort,Dicot,Polygonaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,63,2,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,63,3,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,64,1,TEGR3,Tetraneuris grandiflora,graylocks four-nerve daisy,Dicot,Asteraceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,65,1,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,65,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,66,1,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,66,2,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,67,1,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,67,2,CEARS2,Cerastium arvense,field chickweed,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,68,1,2FORB,Forb sp.,"Forb (herbaceous, not grass nor grass-like)",NA,NA,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,69,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,70,1,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,70,2,KOMY,Kobresia myosuroides,Bellardi bog sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,71,1,TEGR3,Tetraneuris grandiflora,graylocks four-nerve daisy,Dicot,Asteraceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,71,2,FEBR,Festuca brachyphylla,alpine fescue,Monocot,Poaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,71,3,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,71,4,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,72,1,CEARS2,Cerastium arvense,field chickweed,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,72,2,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,73,1,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,73,2,CEARS2,Cerastium arvense,field chickweed,Dicot,Caryophyllaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,74,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,74,2,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,75,1,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,75,2,CASC12,Carex scopulorum,mountain sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,75,3,TRDA2,Trifolium dasyphyllum,alpine clover,Dicot,Fabaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,75,4,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,76,1,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,76,2,TEACC,Tetraneuris acaulis,caespitose four-nerve daisy,Dicot,Asteraceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,76,3,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,76,4,CARO2,Campanula rotundifolia,bluebell bellflower,Dicot,Campanulaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,77,1,PHPU5,Phlox pulvinata,cushion phlox,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,77,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,78,1,POVI,Polemonium viscosum,sticky polemonium,Dicot,Polemoniaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,78,2,CARUD,Carex rupestris,Drummond's sedge,Monocot,Cyperaceae,Graminoid,Grass,Grass
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,79,1,2LTR,Litter,Litter,NA,NA,NA,Ground cover,Ground cover
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,80,1,ALGE,Allium geyeri,Geyer's onion,Monocot,Liliaceae,Forb/herb,Forb,Forb
nutnet,2017,2017-07-07,B1_10,B1,10,1,1,1,N+P+K,80,2,ORALA,Oreoxis alpina,alpine oreoxis,Dicot,Apiaceae,Forb/herb,Forb,Forb
