date,plot_2003,plot,trt,meadow,snow,clean_code2,hit,test
2003-07-29T00:00:00Z,409,6,N,dry,no snow,KOMY,2,1
2003-07-29T00:00:00Z,409,6,N,dry,no snow,LLSE,1,1
2003-07-29T00:00:00Z,409,6,N,dry,no snow,POBI6,3,1
2003-07-29T00:00:00Z,409,6,N,dry,no snow,TRDA2,8,1
2003-07-24T00:00:00Z,410,11,N+P,dry,no snow,ARFEF3,3,1
2003-07-24T00:00:00Z,410,11,N+P,dry,no snow,ARSC,32,1
2003-07-24T00:00:00Z,410,11,N+P,dry,no snow,CAREX,2,1
2003-07-24T00:00:00Z,410,11,N+P,dry,no snow,CASC12,7,1
2003-07-24T00:00:00Z,410,11,N+P,dry,no snow,ERSI3,6,1
2003-07-24T00:00:00Z,410,11,N+P,dry,no snow,GERO2,16,1
2003-07-24T00:00:00Z,410,11,N+P,dry,no snow,KOMY,13,1
2003-07-24T00:00:00Z,410,11,N+P,dry,no snow,LLSE,3,1
2003-07-24T00:00:00Z,410,11,N+P,dry,no snow,ORALA,1,1
2003-07-24T00:00:00Z,410,11,N+P,dry,no snow,POBI6,8,1
2003-07-24T00:00:00Z,410,11,N+P,dry,no snow,POVI3,2,1
2003-07-24T00:00:00Z,410,11,N+P,dry,no snow,TEGR3,1,1
2003-07-24T00:00:00Z,410,11,N+P,dry,no snow,TRSP2,4,1
2003-07-24T00:00:00Z,411,13,P,dry,no snow,2LICHN,1,1
2003-07-24T00:00:00Z,411,13,P,dry,no snow,2MOSS,1,1
2003-07-24T00:00:00Z,411,13,P,dry,no snow,ARSC,3,1
2003-07-24T00:00:00Z,411,13,P,dry,no snow,CAPU,3,1
2003-07-24T00:00:00Z,411,13,P,dry,no snow,CARO2,9,1
2003-07-24T00:00:00Z,411,13,P,dry,no snow,CASC12,1,1
2003-07-24T00:00:00Z,411,13,P,dry,no snow,ERSI3,1,1
2003-07-24T00:00:00Z,411,13,P,dry,no snow,GERO2,9,1
2003-07-24T00:00:00Z,411,13,P,dry,no snow,KOMY,50,1
2003-07-24T00:00:00Z,411,13,P,dry,no snow,LLSE,3,1
2003-07-24T00:00:00Z,411,13,P,dry,no snow,ORALA,1,1
2003-07-24T00:00:00Z,411,13,P,dry,no snow,POBI6,6,1
2003-07-24T00:00:00Z,411,13,P,dry,no snow,TRDA2,12,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,2LICHN,3,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,ARFEF3,4,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,ARSC,10,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,CARO2,1,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,ERSI3,7,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,GERO2,27,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,KOMY,1,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,LLSE,4,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,MIBI9,6,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,NOFEG,4,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,ORALA,7,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,POBI6,5,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,POGL,2,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,POVI3,1,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,SELA,2,1
2003-07-29T00:00:00Z,412,64,P,dry,snow,TRDA2,5,1
2003-08-01T00:00:00Z,413,56,N,dry,snow,ARFEF3,3,1
2003-08-01T00:00:00Z,413,56,N,dry,snow,ARSC,30,1
2003-08-01T00:00:00Z,413,56,N,dry,snow,CARO2,6,1
2003-08-01T00:00:00Z,413,56,N,dry,snow,ERSI3,10,1
2003-08-01T00:00:00Z,413,56,N,dry,snow,GERO2,21,1
2003-08-01T00:00:00Z,413,56,N,dry,snow,LLSE,11,1
2003-08-01T00:00:00Z,413,56,N,dry,snow,ORALA,4,1
2003-08-01T00:00:00Z,413,56,N,dry,snow,POBI6,7,1
2003-08-01T00:00:00Z,413,56,N,dry,snow,POVI3,2,1
2003-08-01T00:00:00Z,413,56,N,dry,snow,TRDA2,5,1
2003-07-31T00:00:00Z,414,63,P,dry,snow,ARSC,12,1
2003-07-31T00:00:00Z,414,63,P,dry,snow,CAOC4,6,1
2003-07-31T00:00:00Z,414,63,P,dry,snow,DECE,31,1
2003-07-31T00:00:00Z,414,63,P,dry,snow,GERO2,21,1
2003-07-31T00:00:00Z,414,63,P,dry,snow,LLSE,3,1
2003-07-31T00:00:00Z,414,63,P,dry,snow,NOFEG,1,1
2003-07-31T00:00:00Z,414,63,P,dry,snow,POAL2,2,1
2003-07-31T00:00:00Z,414,63,P,dry,snow,POBI6,5,1
2003-07-31T00:00:00Z,414,63,P,dry,snow,TRDA2,12,1
2003-07-31T00:00:00Z,415,54,N,dry,snow,ARSC,3,1
2003-07-31T00:00:00Z,415,54,N,dry,snow,CASC12,41,1
2003-07-31T00:00:00Z,415,54,N,dry,snow,DECE,9,1
2003-07-31T00:00:00Z,415,54,N,dry,snow,GERO2,16,1
2003-07-31T00:00:00Z,415,54,N,dry,snow,POBI6,5,1
2003-07-31T00:00:00Z,415,54,N,dry,snow,RHIN11,1,1
2003-07-31T00:00:00Z,415,54,N,dry,snow,SANI8,1,1
2003-07-31T00:00:00Z,415,54,N,dry,snow,TRDA2,9,1
2003-08-01T00:00:00Z,416,62,P,dry,snow,ARSC,10,1
2003-08-01T00:00:00Z,416,62,P,dry,snow,CAOC4,4,1
2003-08-01T00:00:00Z,416,62,P,dry,snow,DECE,13,1
2003-08-01T00:00:00Z,416,62,P,dry,snow,GERO2,52,1
2003-08-01T00:00:00Z,416,62,P,dry,snow,POBI6,3,1
2003-08-01T00:00:00Z,416,62,P,dry,snow,POVI3,1,1
2003-08-01T00:00:00Z,416,62,P,dry,snow,TRDA2,5,1
2003-08-01T00:00:00Z,416,62,P,dry,snow,TRSP2,2,1
2003-07-31T00:00:00Z,417,53,N,dry,snow,ARFEF3,1,1
2003-07-31T00:00:00Z,417,53,N,dry,snow,ARSC,2,1
2003-07-31T00:00:00Z,417,53,N,dry,snow,CASC12,10,1
2003-07-31T00:00:00Z,417,53,N,dry,snow,DECE,51,1
2003-07-31T00:00:00Z,417,53,N,dry,snow,GERO2,23,1
2003-07-31T00:00:00Z,417,53,N,dry,snow,POBI6,2,1
2003-07-31T00:00:00Z,417,53,N,dry,snow,TRDA2,9,1
2003-07-28T00:00:00Z,418,78,P,mesic,snow,ARSC,4,1
2003-07-28T00:00:00Z,418,78,P,mesic,snow,CAAL6,4,1
2003-07-28T00:00:00Z,418,78,P,mesic,snow,CAOC4,2,1
2003-07-28T00:00:00Z,418,78,P,mesic,snow,CASC12,42,1
2003-07-28T00:00:00Z,418,78,P,mesic,snow,DECE,14,1
2003-07-28T00:00:00Z,418,78,P,mesic,snow,ERSI3,2,1
2003-07-28T00:00:00Z,418,78,P,mesic,snow,GERO2,21,1
2003-07-28T00:00:00Z,418,78,P,mesic,snow,POBI6,2,1
2003-07-28T00:00:00Z,418,78,P,mesic,snow,TRDA2,2,1
2003-07-28T00:00:00Z,418,78,P,mesic,snow,TRPAP,2,1
2003-07-28T00:00:00Z,419,71,N,mesic,snow,ARSC,10,1
2003-07-28T00:00:00Z,419,71,N,mesic,snow,CALE4,3,1
2003-07-28T00:00:00Z,419,71,N,mesic,snow,CASC12,45,1
2003-07-28T00:00:00Z,419,71,N,mesic,snow,DECE,13,1
2003-07-28T00:00:00Z,419,71,N,mesic,snow,GERO2,16,1
2003-07-28T00:00:00Z,419,71,N,mesic,snow,POBI6,1,1
2003-07-28T00:00:00Z,419,71,N,mesic,snow,SAGL,9,1
2003-07-28T00:00:00Z,419,71,N,mesic,snow,TRDA2,3,1
2003-07-28T00:00:00Z,420,77,P,mesic,snow,2MOSS,1,1
2003-07-28T00:00:00Z,420,77,P,mesic,snow,ARSC,14,1
2003-07-28T00:00:00Z,420,77,P,mesic,snow,CASC12,14,1
2003-07-28T00:00:00Z,420,77,P,mesic,snow,DECE,15,1
2003-07-28T00:00:00Z,420,77,P,mesic,snow,GERO2,32,1
2003-07-28T00:00:00Z,420,77,P,mesic,snow,LLSE,1,1
2003-07-28T00:00:00Z,420,77,P,mesic,snow,POAL2,1,1
2003-07-28T00:00:00Z,420,77,P,mesic,snow,POBI6,1,1
2003-07-28T00:00:00Z,420,77,P,mesic,snow,PODI2,1,1
2003-07-28T00:00:00Z,420,77,P,mesic,snow,TRDA2,5,1
2003-07-31T00:00:00Z,435,29.5,P,mesic,no snow,ARSC,13,1
2003-07-31T00:00:00Z,435,29.5,P,mesic,no snow,CAOC4,1,1
2003-07-31T00:00:00Z,435,29.5,P,mesic,no snow,DECE,38,1
2003-07-31T00:00:00Z,435,29.5,P,mesic,no snow,GERO2,29,1
2003-07-31T00:00:00Z,435,29.5,P,mesic,no snow,KOMY,2,1
2003-07-31T00:00:00Z,435,29.5,P,mesic,no snow,LLSE,1,1
2003-07-31T00:00:00Z,435,29.5,P,mesic,no snow,POBI6,1,1
2003-07-31T00:00:00Z,435,29.5,P,mesic,no snow,POVI3,1,1
2003-07-31T00:00:00Z,435,29.5,P,mesic,no snow,TRDA2,18,1
2003-07-31T00:00:00Z,436,18,C,mesic,no snow,2LICHN,1,1
2003-07-31T00:00:00Z,436,18,C,mesic,no snow,ARFEF3,1,1
2003-07-31T00:00:00Z,436,18,C,mesic,no snow,ARSC,15,1
2003-07-31T00:00:00Z,436,18,C,mesic,no snow,CAOC4,11,1
2003-07-31T00:00:00Z,436,18,C,mesic,no snow,CAREX,1,1
2003-07-31T00:00:00Z,436,18,C,mesic,no snow,CASC12,1,1
2003-07-31T00:00:00Z,436,18,C,mesic,no snow,ERSI3,3,1
2003-07-31T00:00:00Z,436,18,C,mesic,no snow,GEAL2,5,1
2003-07-31T00:00:00Z,436,18,C,mesic,no snow,GERO2,24,1
2003-07-31T00:00:00Z,436,18,C,mesic,no snow,KOMY,6,1
2003-07-31T00:00:00Z,436,18,C,mesic,no snow,LLSE,11,1
2003-07-31T00:00:00Z,436,18,C,mesic,no snow,POBI6,2,1
2003-07-31T00:00:00Z,436,18,C,mesic,no snow,POVI3,2,1
2003-07-31T00:00:00Z,436,18,C,mesic,no snow,SANI8,6,1
2003-07-31T00:00:00Z,436,18,C,mesic,no snow,TRDA2,12,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,2LICHN,10,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,CAPU,5,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,CAREX,1,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,CARO2,9,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,CARUD,9,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,CASC12,1,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,ERPI6,1,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,ERSI3,1,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,GERO2,29,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,KOMY,20,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,MELA3,1,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,MIBI9,1,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,NOFEG,1,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,ORALA,5,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,POBI6,2,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,PODI2,1,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,POVI,4,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,SEDES,2,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,TEACC,1,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,TRDA2,1,1
2003-07-24T00:00:00Z,709,3,C,dry,no snow,TRSP2,3,1
2003-07-24T00:00:00Z,710,1,C,dry,no snow,ARSC,2,1
2003-07-24T00:00:00Z,710,1,C,dry,no snow,CARO2,1,1
2003-07-24T00:00:00Z,710,1,C,dry,no snow,CARUD,9,1
2003-07-24T00:00:00Z,710,1,C,dry,no snow,CASC12,4,1
2003-07-24T00:00:00Z,710,1,C,dry,no snow,GERO2,8,1
2003-07-24T00:00:00Z,710,1,C,dry,no snow,KOMY,40,1
2003-07-24T00:00:00Z,710,1,C,dry,no snow,LLSE,8,1
2003-07-24T00:00:00Z,710,1,C,dry,no snow,ORALA,1,1
2003-07-24T00:00:00Z,710,1,C,dry,no snow,POBI6,4,1
2003-07-24T00:00:00Z,710,1,C,dry,no snow,POVI3,6,1
2003-07-24T00:00:00Z,710,1,C,dry,no snow,TRDA2,17,1
2003-07-24T00:00:00Z,711,4,C,dry,no snow,2LICHN,3,1
2003-07-24T00:00:00Z,711,4,C,dry,no snow,ARSC,4,1
2003-07-24T00:00:00Z,711,4,C,dry,no snow,CARO2,2,1
2003-07-24T00:00:00Z,711,4,C,dry,no snow,CARUD,2,1
2003-07-24T00:00:00Z,711,4,C,dry,no snow,GERO2,10,1
2003-07-24T00:00:00Z,711,4,C,dry,no snow,KOMY,26,1
2003-07-24T00:00:00Z,711,4,C,dry,no snow,LLSE,3,1
2003-07-24T00:00:00Z,711,4,C,dry,no snow,ORALA,5,1
2003-07-24T00:00:00Z,711,4,C,dry,no snow,TRDA2,45,1
2003-07-24T00:00:00Z,712,2,C,dry,no snow,ARFEF3,2,1
2003-07-24T00:00:00Z,712,2,C,dry,no snow,CARO2,3,1
2003-07-24T00:00:00Z,712,2,C,dry,no snow,CARUD,4,1
2003-07-24T00:00:00Z,712,2,C,dry,no snow,ERPI6,1,1
2003-07-24T00:00:00Z,712,2,C,dry,no snow,ERSI3,1,1
2003-07-24T00:00:00Z,712,2,C,dry,no snow,GERO2,29,1
2003-07-24T00:00:00Z,712,2,C,dry,no snow,KOMY,20,1
2003-07-24T00:00:00Z,712,2,C,dry,no snow,LLSE,4,1
2003-07-24T00:00:00Z,712,2,C,dry,no snow,NOFEG,1,1
2003-07-24T00:00:00Z,712,2,C,dry,no snow,ORALA,6,1
2003-07-24T00:00:00Z,712,2,C,dry,no snow,TRDA2,29,1
2003-08-01T00:00:00Z,864,55,N,dry,snow,ARSC,21,1
2003-08-01T00:00:00Z,864,55,N,dry,snow,DECE,12,1
2003-08-01T00:00:00Z,864,55,N,dry,snow,ERSI3,10,1
2003-08-01T00:00:00Z,864,55,N,dry,snow,GERO2,21,1
2003-08-01T00:00:00Z,864,55,N,dry,snow,LLSE,4,1
2003-08-01T00:00:00Z,864,55,N,dry,snow,ORALA,4,1
2003-08-01T00:00:00Z,864,55,N,dry,snow,POAL2,3,1
2003-08-01T00:00:00Z,864,55,N,dry,snow,POBI6,11,1
2003-08-01T00:00:00Z,864,55,N,dry,snow,TRDA2,7,1
2003-08-01T00:00:00Z,866,59,N+P,dry,snow,ARFEF3,4,1
2003-08-01T00:00:00Z,866,59,N+P,dry,snow,ARSC,25,1
2003-08-01T00:00:00Z,866,59,N+P,dry,snow,CASC12,1,1
2003-08-01T00:00:00Z,866,59,N+P,dry,snow,ERSI3,2,1
2003-08-01T00:00:00Z,866,59,N+P,dry,snow,GERO2,41,1
2003-08-01T00:00:00Z,866,59,N+P,dry,snow,KOMY,1,1
2003-08-01T00:00:00Z,866,59,N+P,dry,snow,LLSE,1,1
2003-08-01T00:00:00Z,866,59,N+P,dry,snow,LUSP4,3,1
2003-08-01T00:00:00Z,866,59,N+P,dry,snow,ORALA,2,1
2003-08-01T00:00:00Z,866,59,N+P,dry,snow,POBI6,10,1
2003-08-01T00:00:00Z,866,59,N+P,dry,snow,PODI2,2,1
2003-07-29T00:00:00Z,868,57,N+P,dry,snow,2LICHN,1,1
2003-07-29T00:00:00Z,868,57,N+P,dry,snow,ARSC,3,1
2003-07-29T00:00:00Z,868,57,N+P,dry,snow,CASC12,27,1
2003-07-29T00:00:00Z,868,57,N+P,dry,snow,DECE,11,1
2003-07-29T00:00:00Z,868,57,N+P,dry,snow,GERO2,30,1
2003-07-29T00:00:00Z,868,57,N+P,dry,snow,LLSE,1,1
2003-07-29T00:00:00Z,868,57,N+P,dry,snow,ORALA,1,1
2003-07-29T00:00:00Z,868,57,N+P,dry,snow,POBI6,4,1
2003-07-29T00:00:00Z,868,57,N+P,dry,snow,TRDA2,2,1
2003-07-29T00:00:00Z,868,57,N+P,dry,snow,TRSP2,5,1
2003-08-01T00:00:00Z,869,60,N+P,dry,snow,ANSE4,2,1
2003-08-01T00:00:00Z,869,60,N+P,dry,snow,ARFEF3,1,1
2003-08-01T00:00:00Z,869,60,N+P,dry,snow,ARSC,9,1
2003-08-01T00:00:00Z,869,60,N+P,dry,snow,CARO2,2,1
2003-08-01T00:00:00Z,869,60,N+P,dry,snow,DECE,2,1
2003-08-01T00:00:00Z,869,60,N+P,dry,snow,ERSI3,6,1
2003-08-01T00:00:00Z,869,60,N+P,dry,snow,GERO2,32,1
2003-08-01T00:00:00Z,869,60,N+P,dry,snow,LUSP4,2,1
2003-08-01T00:00:00Z,869,60,N+P,dry,snow,ORALA,7,1
2003-08-01T00:00:00Z,869,60,N+P,dry,snow,POAL2,8,1
2003-08-01T00:00:00Z,869,60,N+P,dry,snow,POBI6,5,1
2003-08-01T00:00:00Z,869,60,N+P,dry,snow,POVI,2,1
2003-08-01T00:00:00Z,869,60,N+P,dry,snow,TRDA2,1,1
2003-07-31T00:00:00Z,870,17,C,mesic,no snow,ARSC,11,1
2003-07-31T00:00:00Z,870,17,C,mesic,no snow,CAOC4,1,1
2003-07-31T00:00:00Z,870,17,C,mesic,no snow,CASC12,2,1
2003-07-31T00:00:00Z,870,17,C,mesic,no snow,DECE,11,1
2003-07-31T00:00:00Z,870,17,C,mesic,no snow,GERO2,48,1
2003-07-31T00:00:00Z,870,17,C,mesic,no snow,KOMY,1,1
2003-07-31T00:00:00Z,870,17,C,mesic,no snow,LLSE,10,1
2003-07-31T00:00:00Z,870,17,C,mesic,no snow,POBI6,4,1
2003-07-31T00:00:00Z,870,17,C,mesic,no snow,PODI2,1,1
2003-07-31T00:00:00Z,870,17,C,mesic,no snow,POVI3,1,1
2003-07-31T00:00:00Z,870,17,C,mesic,no snow,TRDA2,2,1
2003-07-31T00:00:00Z,871,75,N+P,mesic,snow,ARSC,17,1
2003-07-31T00:00:00Z,871,75,N+P,mesic,snow,CASC12,36,1
2003-07-31T00:00:00Z,871,75,N+P,mesic,snow,DECE,1,1
2003-07-31T00:00:00Z,871,75,N+P,mesic,snow,ERSI3,7,1
2003-07-31T00:00:00Z,871,75,N+P,mesic,snow,GERO2,33,1
2003-07-31T00:00:00Z,871,75,N+P,mesic,snow,ORALA,7,1
2003-07-31T00:00:00Z,871,75,N+P,mesic,snow,POBI6,11,1
2003-07-31T00:00:00Z,871,75,N+P,mesic,snow,POVI,1,1
2003-08-01T00:00:00Z,872,79,P,mesic,snow,ARSC,5,1
2003-08-01T00:00:00Z,872,79,P,mesic,snow,CASC12,24,1
2003-08-01T00:00:00Z,872,79,P,mesic,snow,DECE,16,1
2003-08-01T00:00:00Z,872,79,P,mesic,snow,GERO2,32,1
2003-08-01T00:00:00Z,872,79,P,mesic,snow,SAGL,6,1
2003-08-01T00:00:00Z,872,79,P,mesic,snow,TRDA2,21,1
2003-07-28T00:00:00Z,873,74,N+P,mesic,snow,ARSC,3,1
2003-07-28T00:00:00Z,873,74,N+P,mesic,snow,CAOC4,1,1
2003-07-28T00:00:00Z,873,74,N+P,mesic,snow,CASC12,54,1
2003-07-28T00:00:00Z,873,74,N+P,mesic,snow,DECE,10,1
2003-07-28T00:00:00Z,873,74,N+P,mesic,snow,ERPI6,1,1
2003-07-28T00:00:00Z,873,74,N+P,mesic,snow,GERO2,14,1
2003-07-28T00:00:00Z,873,74,N+P,mesic,snow,POBI6,2,1
2003-07-28T00:00:00Z,873,74,N+P,mesic,snow,POVI3,1,1
2003-07-28T00:00:00Z,873,74,N+P,mesic,snow,TRDA2,4,1
2003-07-28T00:00:00Z,875,NA,N,NA,NA,2LICHN,1,1
2003-07-28T00:00:00Z,875,NA,N,NA,NA,ARFEF3,3,2
2003-07-28T00:00:00Z,875,NA,N,NA,NA,ARSC,2,2
2003-07-28T00:00:00Z,875,NA,N,NA,NA,CASC12,53,2
2003-07-28T00:00:00Z,875,NA,N,NA,NA,DECE,6,2
2003-07-28T00:00:00Z,875,NA,N,NA,NA,GERO2,2,2
2003-07-28T00:00:00Z,875,NA,N,NA,NA,POBI6,2,2
2003-07-28T00:00:00Z,875,NA,N,NA,NA,TRDA2,18,2
2003-07-28T00:00:00Z,877,73,N+P,mesic,snow,CASC12,52,1
2003-07-28T00:00:00Z,877,73,N+P,mesic,snow,DECE,11,1
2003-07-28T00:00:00Z,877,73,N+P,mesic,snow,GERO2,35,1
2003-07-28T00:00:00Z,877,73,N+P,mesic,snow,LLSE,1,1
2003-07-28T00:00:00Z,877,73,N+P,mesic,snow,POBI6,2,1
2003-07-28T00:00:00Z,877,73,N+P,mesic,snow,TRDA2,2,1
2003-07-31T00:00:00Z,880,72,N,mesic,snow,ARSC,5,1
2003-07-31T00:00:00Z,880,72,N,mesic,snow,DECE,50,1
2003-07-31T00:00:00Z,880,72,N,mesic,snow,GERO2,32,1
2003-07-31T00:00:00Z,880,72,N,mesic,snow,LLSE,1,1
2003-07-31T00:00:00Z,880,72,N,mesic,snow,POBI6,2,1
2003-07-31T00:00:00Z,880,72,N,mesic,snow,SAGL,3,1
2003-07-31T00:00:00Z,880,72,N,mesic,snow,TRDA2,6,1
2003-08-01T00:00:00Z,881,80,P,mesic,snow,2LICHN,1,1
2003-08-01T00:00:00Z,881,80,P,mesic,snow,2MOSS,4,1
2003-08-01T00:00:00Z,881,80,P,mesic,snow,ARSC,13,1
2003-08-01T00:00:00Z,881,80,P,mesic,snow,CAOC4,3,1
2003-08-01T00:00:00Z,881,80,P,mesic,snow,DECE,28,1
2003-08-01T00:00:00Z,881,80,P,mesic,snow,ERSI3,21,1
2003-08-01T00:00:00Z,881,80,P,mesic,snow,GERO2,23,1
2003-08-01T00:00:00Z,881,80,P,mesic,snow,LEPY2,1,1
2003-08-01T00:00:00Z,881,80,P,mesic,snow,ORALA,7,1
2003-08-01T00:00:00Z,881,80,P,mesic,snow,POBI6,10,1
2003-08-01T00:00:00Z,881,80,P,mesic,snow,PODI2,4,1
2003-07-28T00:00:00Z,882,67,C,mesic,snow,ARSC,19,1
2003-07-28T00:00:00Z,882,67,C,mesic,snow,CASC12,9,1
2003-07-28T00:00:00Z,882,67,C,mesic,snow,DECE,5,1
2003-07-28T00:00:00Z,882,67,C,mesic,snow,GERO2,21,1
2003-07-28T00:00:00Z,882,67,C,mesic,snow,LLSE,3,1
2003-07-28T00:00:00Z,882,67,C,mesic,snow,POBI6,5,1
2003-07-28T00:00:00Z,882,67,C,mesic,snow,POVI3,2,1
2003-07-28T00:00:00Z,882,67,C,mesic,snow,SANI8,21,1
2003-07-28T00:00:00Z,882,67,C,mesic,snow,TRDA2,19,1
2003-07-24T00:00:00Z,883,66,C,mesic,snow,ARSC,14,1
2003-07-24T00:00:00Z,883,66,C,mesic,snow,CAOC4,1,1
2003-07-24T00:00:00Z,883,66,C,mesic,snow,CASC12,8,1
2003-07-24T00:00:00Z,883,66,C,mesic,snow,DECE,2,1
2003-07-24T00:00:00Z,883,66,C,mesic,snow,GERO2,17,1
2003-07-24T00:00:00Z,883,66,C,mesic,snow,KOMY,4,1
2003-07-24T00:00:00Z,883,66,C,mesic,snow,LLSE,2,1
2003-07-24T00:00:00Z,883,66,C,mesic,snow,POBI6,7,1
2003-07-24T00:00:00Z,883,66,C,mesic,snow,POVI3,6,1
2003-07-24T00:00:00Z,883,66,C,mesic,snow,SANI8,12,1
2003-07-24T00:00:00Z,883,66,C,mesic,snow,TRDA2,18,1
2003-07-28T00:00:00Z,884,70,N,mesic,snow,2MOSS,2,1
2003-07-28T00:00:00Z,884,70,N,mesic,snow,ARSC,4,1
2003-07-28T00:00:00Z,884,70,N,mesic,snow,CASC12,10,1
2003-07-28T00:00:00Z,884,70,N,mesic,snow,DECE,3,1
2003-07-28T00:00:00Z,884,70,N,mesic,snow,GERO2,25,1
2003-07-28T00:00:00Z,884,70,N,mesic,snow,KOMY,1,1
2003-07-28T00:00:00Z,884,70,N,mesic,snow,POAL2,5,1
2003-07-28T00:00:00Z,884,70,N,mesic,snow,POBI6,4,1
2003-07-28T00:00:00Z,884,70,N,mesic,snow,PODI2,2,1
2003-07-28T00:00:00Z,884,70,N,mesic,snow,SANI8,3,1
2003-07-28T00:00:00Z,884,70,N,mesic,snow,TRDA2,31,1
2003-07-28T00:00:00Z,885,65,C,mesic,snow,ARSC,2,1
2003-07-28T00:00:00Z,885,65,C,mesic,snow,CAPU,5,1
2003-07-28T00:00:00Z,885,65,C,mesic,snow,CASC12,1,1
2003-07-28T00:00:00Z,885,65,C,mesic,snow,DECE,25,1
2003-07-28T00:00:00Z,885,65,C,mesic,snow,ERSI3,1,1
2003-07-28T00:00:00Z,885,65,C,mesic,snow,GERO2,32,1
2003-07-28T00:00:00Z,885,65,C,mesic,snow,KOMY,1,1
2003-07-28T00:00:00Z,885,65,C,mesic,snow,LLSE,2,1
2003-07-28T00:00:00Z,885,65,C,mesic,snow,POAL2,1,1
2003-07-28T00:00:00Z,885,65,C,mesic,snow,POBI6,9,1
2003-07-28T00:00:00Z,885,65,C,mesic,snow,PODI2,3,1
2003-07-28T00:00:00Z,885,65,C,mesic,snow,TRDA2,1,1
2003-07-29T00:00:00Z,886,76,N+P,mesic,snow,CAAL6,1,1
2003-07-29T00:00:00Z,886,76,N+P,mesic,snow,CASC12,22,1
2003-07-29T00:00:00Z,886,76,N+P,mesic,snow,DECE,12,1
2003-07-29T00:00:00Z,886,76,N+P,mesic,snow,GERO2,32,1
2003-07-29T00:00:00Z,886,76,N+P,mesic,snow,POBI6,2,1
2003-08-01T00:00:00Z,887,68,C,mesic,snow,ARSC,18,1
2003-08-01T00:00:00Z,887,68,C,mesic,snow,DECE,10,1
2003-08-01T00:00:00Z,887,68,C,mesic,snow,ERSI3,12,1
2003-08-01T00:00:00Z,887,68,C,mesic,snow,GERO2,8,1
2003-08-01T00:00:00Z,887,68,C,mesic,snow,LLSE,17,1
2003-08-01T00:00:00Z,887,68,C,mesic,snow,ORALA,7,1
2003-08-01T00:00:00Z,887,68,C,mesic,snow,POBI6,9,1
2003-08-01T00:00:00Z,887,68,C,mesic,snow,POVI3,2,1
2003-08-01T00:00:00Z,887,68,C,mesic,snow,TRDA2,9,1
2003-07-29T00:00:00Z,888,49,C,dry,snow,2LICHN,2,1
2003-07-29T00:00:00Z,888,49,C,dry,snow,2MOSS,6,1
2003-07-29T00:00:00Z,888,49,C,dry,snow,ARSC,10,1
2003-07-29T00:00:00Z,888,49,C,dry,snow,CAOC4,5,1
2003-07-29T00:00:00Z,888,49,C,dry,snow,ERSI3,5,1
2003-07-29T00:00:00Z,888,49,C,dry,snow,GERO2,34,1
2003-07-29T00:00:00Z,888,49,C,dry,snow,KOMY,9,1
2003-07-29T00:00:00Z,888,49,C,dry,snow,LLSE,4,1
2003-07-29T00:00:00Z,888,49,C,dry,snow,LUSP4,5,1
2003-07-29T00:00:00Z,888,49,C,dry,snow,ORALA,8,1
2003-07-29T00:00:00Z,888,49,C,dry,snow,POBI6,4,1
2003-07-29T00:00:00Z,888,49,C,dry,snow,POVI3,5,1
2003-07-29T00:00:00Z,888,49,C,dry,snow,SARH2,2,1
2003-07-29T00:00:00Z,888,49,C,dry,snow,SEDES,5,1
