"Site","Yr","Date","Plot","Meadow","Snow","SnowNotes","Trt","USDA_Symbol","Hits","SimpleName","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"sdl",2003,"2003-07-31",30,"MM","no snow","never affected","PP","TRSP2",2,"Trisetum spicatum","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-07-31",31,"MM","no snow","never affected","PP","ARFEF3",2,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",31,"MM","no snow","never affected","PP","ARSC",6,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",31,"MM","no snow","never affected","PP","CAOC4",1,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-07-31",31,"MM","no snow","never affected","PP","DECE",5,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-07-31",31,"MM","no snow","never affected","PP","ERSI3",1,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-07-31",31,"MM","no snow","never affected","PP","GERO2",20,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",31,"MM","no snow","never affected","PP","KOMY",24,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-07-31",31,"MM","no snow","never affected","PP","LLSE",11,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",31,"MM","no snow","never affected","PP","LUSP4",1,"Luzula spicata","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"sdl",2003,"2003-07-31",31,"MM","no snow","never affected","PP","POBI6",5,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",31,"MM","no snow","never affected","PP","POVI3",2,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",31,"MM","no snow","never affected","PP","TRDA2",6,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",32,"MM","no snow","never affected","PP","ARFEF3",3,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",32,"MM","no snow","never affected","PP","ARSC",4,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",32,"MM","no snow","never affected","PP","CAOC4",6,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-07-29",32,"MM","no snow","never affected","PP","CAREX",1,"Carex sp.","Carex L.","sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-07-29",32,"MM","no snow","never affected","PP","CASC12",4,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-07-29",32,"MM","no snow","never affected","PP","DECE",37,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-07-29",32,"MM","no snow","never affected","PP","ERSI3",3,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-07-29",32,"MM","no snow","never affected","PP","GERO2",26,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",32,"MM","no snow","never affected","PP","KOMY",2,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-07-29",32,"MM","no snow","never affected","PP","LLSE",1,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",32,"MM","no snow","never affected","PP","POBI6",3,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-07-29",32,"MM","no snow","never affected","PP","TRDA2",8,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",33,"WM","snow","in snowfield","CC","2LICHN",1,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"sdl",2003,"2003-08-01",33,"WM","snow","in snowfield","CC","ARSC",4,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",33,"WM","snow","in snowfield","CC","CASC12",7,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",33,"WM","snow","in snowfield","CC","DECE",18,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",33,"WM","snow","in snowfield","CC","GERO2",51,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",33,"WM","snow","in snowfield","CC","POBI6",8,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",34,"WM","snow","in snowfield","CC","2LICHN",19,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"sdl",2003,"2003-08-01",34,"WM","snow","in snowfield","CC","ARSC",12,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",34,"WM","snow","in snowfield","CC","GEAL2",1,"Gentiana algida","Gentiana algida Pall.","whitish gentian","Dicot","Gentianaceae","Gentian family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",34,"WM","snow","in snowfield","CC","GERO2",65,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",34,"WM","snow","in snowfield","CC","POBI6",5,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",34,"WM","snow","in snowfield","CC","POVI3",2,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",34,"WM","snow","in snowfield","CC","SELA",4,"Sedum lanceolatum","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",35,"WM","snow","in snowfield","CC","2LICHN",1,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"sdl",2003,"2003-08-01",35,"WM","snow","in snowfield","CC","CAOC4",6,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-08-01",35,"WM","snow","in snowfield","CC","DECE",5,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",35,"WM","snow","in snowfield","CC","ERSI3",2,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-08-01",35,"WM","snow","in snowfield","CC","GEAL2",2,"Gentiana algida","Gentiana algida Pall.","whitish gentian","Dicot","Gentianaceae","Gentian family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",35,"WM","snow","in snowfield","CC","GERO2",43,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",35,"WM","snow","in snowfield","CC","LLSE",7,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",35,"WM","snow","in snowfield","CC","MIBI9",3,"Minuartia biflora","Minuartia biflora (L.) Schinz & Thell.","mountain stitchwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",35,"WM","snow","in snowfield","CC","POBI6",4,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",35,"WM","snow","in snowfield","CC","POVI3",3,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",35,"WM","snow","in snowfield","CC","SEDES",1,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",36,"WM","snow","in snowfield","CC","ARSC",34,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",36,"WM","snow","in snowfield","CC","CAOC4",16,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-08-01",36,"WM","snow","in snowfield","CC","CASC12",2,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",36,"WM","snow","in snowfield","CC","DECE",23,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",36,"WM","snow","in snowfield","CC","ERSI3",12,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-08-01",36,"WM","snow","in snowfield","CC","GERO2",12,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",36,"WM","snow","in snowfield","CC","KOMY",5,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",36,"WM","snow","in snowfield","CC","MIBI9",1,"Minuartia biflora","Minuartia biflora (L.) Schinz & Thell.","mountain stitchwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",36,"WM","snow","in snowfield","CC","POBI6",2,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",37,"WM","snow","in snowfield","NN","ARFEF3",6,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",37,"WM","snow","in snowfield","NN","ARSC",8,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",37,"WM","snow","in snowfield","NN","CASC12",10,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-07-31",37,"WM","snow","in snowfield","NN","DECE",16,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-07-31",37,"WM","snow","in snowfield","NN","ERSI3",1,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-07-31",37,"WM","snow","in snowfield","NN","GERO2",30,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",37,"WM","snow","in snowfield","NN","KOMY",1,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-07-31",37,"WM","snow","in snowfield","NN","LLSE",11,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",37,"WM","snow","in snowfield","NN","MIBI9",1,"Minuartia biflora","Minuartia biflora (L.) Schinz & Thell.","mountain stitchwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",37,"WM","snow","in snowfield","NN","POBI6",7,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",37,"WM","snow","in snowfield","NN","TRDA2",1,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2003,"2003-07-31",37,"WM","snow","in snowfield","NN","TRSP2",3,"Trisetum spicatum","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",38,"WM","snow","in snowfield","NN","DECE",82,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",38,"WM","snow","in snowfield","NN","MIBI9",1,"Minuartia biflora","Minuartia biflora (L.) Schinz & Thell.","mountain stitchwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",38,"WM","snow","in snowfield","NN","POBI6",17,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",38,"WM","snow","in snowfield","NN","TRDA2",1,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",39,"WM","snow","in snowfield","NN","ARSC",5,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",39,"WM","snow","in snowfield","NN","DECE",53,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",39,"WM","snow","in snowfield","NN","GERO2",8,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",39,"WM","snow","in snowfield","NN","POBI6",16,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",39,"WM","snow","in snowfield","NN","POVI3",4,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",40,"WM","snow","in snowfield","NN","ARSC",4,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",40,"WM","snow","in snowfield","NN","DECE",64,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",40,"WM","snow","in snowfield","NN","GERO2",5,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",40,"WM","snow","in snowfield","NN","POBI6",13,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",41,"WM","snow","in snowfield","NP","DECE",63,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",41,"WM","snow","in snowfield","NP","GERO2",1,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",41,"WM","snow","in snowfield","NP","KOMY",2,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",41,"WM","snow","in snowfield","NP","MIBI9",1,"Minuartia biflora","Minuartia biflora (L.) Schinz & Thell.","mountain stitchwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",41,"WM","snow","in snowfield","NP","POBI6",10,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",41,"WM","snow","in snowfield","NP","TRDA2",3,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",42,"WM","snow","in snowfield","NP","2LICHN",2,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"sdl",2003,"2003-08-01",42,"WM","snow","in snowfield","NP","CASC12",23,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",42,"WM","snow","in snowfield","NP","DECE",59,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",42,"WM","snow","in snowfield","NP","GERO2",2,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",42,"WM","snow","in snowfield","NP","POBI6",7,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",42,"WM","snow","in snowfield","NP","SELA",2,"Sedum lanceolatum","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",42,"WM","snow","in snowfield","NP","TRDA2",3,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",43,"WM","snow","in snowfield","NP","CASC12",15,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",43,"WM","snow","in snowfield","NP","DECE",46,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",43,"WM","snow","in snowfield","NP","MIBI9",4,"Minuartia biflora","Minuartia biflora (L.) Schinz & Thell.","mountain stitchwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",43,"WM","snow","in snowfield","NP","POBI6",12,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",43,"WM","snow","in snowfield","NP","TRDA2",7,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",44,"WM","snow","in snowfield","NP","DECE",90,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",44,"WM","snow","in snowfield","NP","POBI6",10,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",45,"WM","snow","in snowfield","PP","2LICHN",1,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"sdl",2003,"2003-08-01",45,"WM","snow","in snowfield","PP","ARSC",4,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",45,"WM","snow","in snowfield","PP","CAOC4",21,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-08-01",45,"WM","snow","in snowfield","PP","DECE",16,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",45,"WM","snow","in snowfield","PP","ERSI3",3,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-08-01",45,"WM","snow","in snowfield","PP","GERO2",48,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",45,"WM","snow","in snowfield","PP","LUSP4",1,"Luzula spicata","Luzula spicata (L.) DC.","spiked woodrush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",45,"WM","snow","in snowfield","PP","MIBI9",2,"Minuartia biflora","Minuartia biflora (L.) Schinz & Thell.","mountain stitchwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",45,"WM","snow","in snowfield","PP","POBI6",9,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",46,"WM","snow","in snowfield","PP","ARSC",15,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",46,"WM","snow","in snowfield","PP","CAOC4",9,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-08-01",46,"WM","snow","in snowfield","PP","CASC12",15,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",46,"WM","snow","in snowfield","PP","DECE",18,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",46,"WM","snow","in snowfield","PP","ERSI3",2,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-08-01",46,"WM","snow","in snowfield","PP","GERO2",37,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",46,"WM","snow","in snowfield","PP","POBI6",6,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",46,"WM","snow","in snowfield","PP","POVI3",1,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",47,"WM","snow","in snowfield","PP","ARSC",6,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",47,"WM","snow","in snowfield","PP","CAOC4",7,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-08-01",47,"WM","snow","in snowfield","PP","CASC12",10,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",47,"WM","snow","in snowfield","PP","DECE",22,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",47,"WM","snow","in snowfield","PP","ERSI3",1,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"sdl",2003,"2003-08-01",47,"WM","snow","in snowfield","PP","GERO2",33,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"sdl",2003,"2003-08-01",47,"WM","snow","in snowfield","PP","KOMY",1,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"sdl",2003,"2003-08-01",47,"WM","snow","in snowfield","PP","MIBI9",1,"Minuartia biflora","Minuartia biflora (L.) Schinz & Thell.","mountain stitchwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
