"LTER_site","local_site","year","collect_date","plot_num","old_plot_num","veg_class","fert","snow","snow_recovery","group","rep","anpp_g"
"Niwot Ridge LTER","SDL snowfence",1997,NA,31,"280","MM","PP",0,0,"Forb",2,175.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,31,"280","MM","PP",0,0,"Graminoid",2,6.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,31,"280","MM","PP",0,0,"Total",2,181.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,32,"406","MM","PP",0,0,"Forb",1,123.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,32,"406","MM","PP",0,0,"Graminoid",1,33.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,32,"406","MM","PP",0,0,"Total",1,156.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,32,"406","MM","PP",0,0,"Forb",2,109.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,32,"406","MM","PP",0,0,"Graminoid",2,35.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,32,"406","MM","PP",0,0,"Total",2,144.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,33,"395","WM","CC",0,0,"Forb",1,91.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,33,"395","WM","CC",0,0,"Graminoid",1,1.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,33,"395","WM","CC",0,0,"Total",1,92.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,33,"395","WM","CC",0,0,"Forb",2,125.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,33,"395","WM","CC",0,0,"Graminoid",2,1.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,33,"395","WM","CC",0,0,"Total",2,127.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,34,"394","WM","CC",0,0,"Forb",1,62.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,34,"394","WM","CC",0,0,"Graminoid",1,2
"Niwot Ridge LTER","SDL snowfence",1997,NA,34,"394","WM","CC",0,0,"Total",1,64.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,34,"394","WM","CC",0,0,"Forb",2,51.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,34,"394","WM","CC",0,0,"Graminoid",2,0.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,34,"394","WM","CC",0,0,"Total",2,51.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,35,"389","WM","CC",0,0,"Forb",1,26.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,35,"389","WM","CC",0,0,"Graminoid",1,11.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,35,"389","WM","CC",0,0,"Total",1,37.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,35,"389","WM","CC",0,0,"Forb",2,103.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,35,"389","WM","CC",0,0,"Graminoid",2,21.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,35,"389","WM","CC",0,0,"Total",2,124.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,36,"396","WM","CC",0,0,"Forb",1,61.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,36,"396","WM","CC",0,0,"Graminoid",1,41
"Niwot Ridge LTER","SDL snowfence",1997,NA,36,"396","WM","CC",0,0,"Total",1,102.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,36,"396","WM","CC",0,0,"Forb",2,148.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,36,"396","WM","CC",0,0,"Graminoid",2,67.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,36,"396","WM","CC",0,0,"Total",2,215.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,37,"269","WM","NN",0,0,"Forb",1,19.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,37,"269","WM","NN",0,0,"Graminoid",1,3
"Niwot Ridge LTER","SDL snowfence",1997,NA,37,"269","WM","NN",0,0,"Total",1,22.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,37,"269","WM","NN",0,0,"Forb",2,42
"Niwot Ridge LTER","SDL snowfence",1997,NA,37,"269","WM","NN",0,0,"Graminoid",2,20.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,37,"269","WM","NN",0,0,"Total",2,62.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,38,"297","WM","NN",0,0,"Forb",1,9.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,38,"297","WM","NN",0,0,"Graminoid",1,121.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,38,"297","WM","NN",0,0,"Total",1,131.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,38,"297","WM","NN",0,0,"Forb",2,13.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,38,"297","WM","NN",0,0,"Graminoid",2,96.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,38,"297","WM","NN",0,0,"Total",2,110.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,39,"278","WM","NN",0,0,"Forb",1,70.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,39,"278","WM","NN",0,0,"Graminoid",1,151.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,39,"278","WM","NN",0,0,"Total",1,221.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,39,"278","WM","NN",0,0,"Forb",2,77.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,39,"278","WM","NN",0,0,"Graminoid",2,55.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,39,"278","WM","NN",0,0,"Total",2,132.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,40,"299","WM","NN",0,0,"Forb",1,86.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,40,"299","WM","NN",0,0,"Graminoid",1,168.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,40,"299","WM","NN",0,0,"Total",1,254.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,40,"299","WM","NN",0,0,"Forb",2,88.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,40,"299","WM","NN",0,0,"Graminoid",2,95
"Niwot Ridge LTER","SDL snowfence",1997,NA,40,"299","WM","NN",0,0,"Total",2,183.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,41,"393","WM","NP",0,0,"Forb",1,22.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,41,"393","WM","NP",0,0,"Graminoid",1,78
"Niwot Ridge LTER","SDL snowfence",1997,NA,41,"393","WM","NP",0,0,"Total",1,100.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,41,"393","WM","NP",0,0,"Forb",2,33.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,41,"393","WM","NP",0,0,"Graminoid",2,56.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,41,"393","WM","NP",0,0,"Total",2,90
"Niwot Ridge LTER","SDL snowfence",1997,NA,42,"274","WM","NP",0,0,"Forb",1,16.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,42,"274","WM","NP",0,0,"Graminoid",1,138.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,42,"274","WM","NP",0,0,"Total",1,155.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,42,"274","WM","NP",0,0,"Forb",2,5.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,42,"274","WM","NP",0,0,"Graminoid",2,105.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,42,"274","WM","NP",0,0,"Total",2,111.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,43,"392","WM","NP",0,0,"Forb",1,42
"Niwot Ridge LTER","SDL snowfence",1997,NA,43,"392","WM","NP",0,0,"Graminoid",1,76.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,43,"392","WM","NP",0,0,"Total",1,118.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,43,"392","WM","NP",0,0,"Forb",2,35.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,43,"392","WM","NP",0,0,"Graminoid",2,82.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,43,"392","WM","NP",0,0,"Total",2,118.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,44,"272","WM","NP",0,0,"Forb",1,5.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,44,"272","WM","NP",0,0,"Graminoid",1,140.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,44,"272","WM","NP",0,0,"Total",1,145.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,44,"272","WM","NP",0,0,"Forb",2,2
"Niwot Ridge LTER","SDL snowfence",1997,NA,44,"272","WM","NP",0,0,"Graminoid",2,53
"Niwot Ridge LTER","SDL snowfence",1997,NA,44,"272","WM","NP",0,0,"Total",2,55
"Niwot Ridge LTER","SDL snowfence",1997,NA,45,"270","WM","PP",0,0,"Forb",1,131
"Niwot Ridge LTER","SDL snowfence",1997,NA,45,"270","WM","PP",0,0,"Graminoid",1,55.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,45,"270","WM","PP",0,0,"Total",1,186.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,45,"270","WM","PP",0,0,"Forb",2,67.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,45,"270","WM","PP",0,0,"Graminoid",2,30.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,45,"270","WM","PP",0,0,"Total",2,97.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,46,"275","WM","PP",0,0,"Forb",1,53.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,46,"275","WM","PP",0,0,"Graminoid",1,1.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,46,"275","WM","PP",0,0,"Total",1,55
"Niwot Ridge LTER","SDL snowfence",1997,NA,46,"275","WM","PP",0,0,"Forb",2,79.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,46,"275","WM","PP",0,0,"Graminoid",2,2.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,46,"275","WM","PP",0,0,"Total",2,81.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,47,"277","WM","PP",0,0,"Forb",1,44.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,47,"277","WM","PP",0,0,"Graminoid",1,46.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,47,"277","WM","PP",0,0,"Total",1,91.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,47,"277","WM","PP",0,0,"Forb",2,107.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,47,"277","WM","PP",0,0,"Graminoid",2,16.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,47,"277","WM","PP",0,0,"Total",2,123.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,48,"276","WM","PP",0,0,"Forb",1,40.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,48,"276","WM","PP",0,0,"Graminoid",1,161.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,48,"276","WM","PP",0,0,"Total",1,202
"Niwot Ridge LTER","SDL snowfence",1997,NA,48,"276","WM","PP",0,0,"Forb",2,51.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,48,"276","WM","PP",0,0,"Graminoid",2,80.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,48,"276","WM","PP",0,0,"Total",2,131.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,49,"888","DM","CC",1,0,"Forb",1,41.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,49,"888","DM","CC",1,0,"Graminoid",1,4.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,49,"888","DM","CC",1,0,"Total",1,46.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,49,"888","DM","CC",1,0,"Forb",2,44.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,49,"888","DM","CC",1,0,"Graminoid",2,6.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,49,"888","DM","CC",1,0,"Total",2,51.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,50,"889","DM","CC",1,0,"Forb",1,63
"Niwot Ridge LTER","SDL snowfence",1997,NA,50,"889","DM","CC",1,0,"Graminoid",1,90.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,50,"889","DM","CC",1,0,"Total",1,153.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,50,"889","DM","CC",1,0,"Forb",2,31.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,50,"889","DM","CC",1,0,"Graminoid",2,17.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,50,"889","DM","CC",1,0,"Total",2,49.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,51,"890","DM","CC",1,0,"Forb",1,28.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,51,"890","DM","CC",1,0,"Graminoid",1,6.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,51,"890","DM","CC",1,0,"Total",1,34.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,51,"890","DM","CC",1,0,"Forb",2,75.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,51,"890","DM","CC",1,0,"Graminoid",2,15.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,51,"890","DM","CC",1,0,"Total",2,91.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,52,"891","DM","CC",1,0,"Forb",1,86.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,52,"891","DM","CC",1,0,"Graminoid",1,0
"Niwot Ridge LTER","SDL snowfence",1997,NA,52,"891","DM","CC",1,0,"Total",1,86.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,52,"891","DM","CC",1,0,"Forb",2,63
"Niwot Ridge LTER","SDL snowfence",1997,NA,52,"891","DM","CC",1,0,"Graminoid",2,25
"Niwot Ridge LTER","SDL snowfence",1997,NA,52,"891","DM","CC",1,0,"Total",2,88
"Niwot Ridge LTER","SDL snowfence",1997,NA,53,"417","DM","NN",1,0,"Forb",1,26.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,53,"417","DM","NN",1,0,"Graminoid",1,45.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,53,"417","DM","NN",1,0,"Total",1,71.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,53,"417","DM","NN",1,0,"Forb",2,83.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,53,"417","DM","NN",1,0,"Graminoid",2,98.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,53,"417","DM","NN",1,0,"Total",2,181.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,54,"415","DM","NN",1,0,"Forb",1,60.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,54,"415","DM","NN",1,0,"Graminoid",1,40.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,54,"415","DM","NN",1,0,"Total",1,100.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,54,"415","DM","NN",1,0,"Forb",2,22
"Niwot Ridge LTER","SDL snowfence",1997,NA,54,"415","DM","NN",1,0,"Graminoid",2,46.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,54,"415","DM","NN",1,0,"Total",2,68.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,55,"864","DM","NN",1,0,"Forb",1,73.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,55,"864","DM","NN",1,0,"Graminoid",1,3.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,55,"864","DM","NN",1,0,"Total",1,76.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,55,"864","DM","NN",1,0,"Forb",2,62.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,55,"864","DM","NN",1,0,"Graminoid",2,0
"Niwot Ridge LTER","SDL snowfence",1997,NA,55,"864","DM","NN",1,0,"Total",2,62.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,56,"413","DM","NN",1,0,"Forb",1,38.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,56,"413","DM","NN",1,0,"Graminoid",1,0
"Niwot Ridge LTER","SDL snowfence",1997,NA,56,"413","DM","NN",1,0,"Total",1,38.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,56,"413","DM","NN",1,0,"Forb",2,30.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,56,"413","DM","NN",1,0,"Graminoid",2,0
"Niwot Ridge LTER","SDL snowfence",1997,NA,56,"413","DM","NN",1,0,"Total",2,30.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,57,"868","DM","NP",1,0,"Forb",1,88.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,57,"868","DM","NP",1,0,"Graminoid",1,132.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,57,"868","DM","NP",1,0,"Total",1,220.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,57,"868","DM","NP",1,0,"Forb",2,165.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,57,"868","DM","NP",1,0,"Graminoid",2,32
"Niwot Ridge LTER","SDL snowfence",1997,NA,57,"868","DM","NP",1,0,"Total",2,197.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,58,"894","DM","NP",1,0,"Forb",1,158.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,58,"894","DM","NP",1,0,"Graminoid",1,0
"Niwot Ridge LTER","SDL snowfence",1997,NA,58,"894","DM","NP",1,0,"Total",1,158.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,58,"894","DM","NP",1,0,"Forb",2,178.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,58,"894","DM","NP",1,0,"Graminoid",2,18.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,58,"894","DM","NP",1,0,"Total",2,196.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,59,"866","DM","NP",1,0,"Forb",1,162.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,59,"866","DM","NP",1,0,"Graminoid",1,4.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,59,"866","DM","NP",1,0,"Total",1,166.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,59,"866","DM","NP",1,0,"Forb",2,80.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,59,"866","DM","NP",1,0,"Graminoid",2,0.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,59,"866","DM","NP",1,0,"Total",2,81.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,60,"869","DM","NP",1,0,"Forb",1,29.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,60,"869","DM","NP",1,0,"Graminoid",1,38.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,60,"869","DM","NP",1,0,"Total",1,68.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,60,"869","DM","NP",1,0,"Forb",2,92.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,60,"869","DM","NP",1,0,"Graminoid",2,103.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,60,"869","DM","NP",1,0,"Total",2,195.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,61,"400","DM","PP",1,0,"Forb",1,83.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,61,"400","DM","PP",1,0,"Graminoid",1,37.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,61,"400","DM","PP",1,0,"Total",1,120.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,61,"400","DM","PP",1,0,"Forb",2,122.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,61,"400","DM","PP",1,0,"Graminoid",2,5.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,61,"400","DM","PP",1,0,"Total",2,127.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,62,"416","DM","PP",1,0,"Forb",1,93.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,62,"416","DM","PP",1,0,"Graminoid",1,46.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,62,"416","DM","PP",1,0,"Total",1,140.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,62,"416","DM","PP",1,0,"Forb",2,87.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,62,"416","DM","PP",1,0,"Graminoid",2,16.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,62,"416","DM","PP",1,0,"Total",2,104.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,63,"414","DM","PP",1,0,"Forb",1,102.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,63,"414","DM","PP",1,0,"Graminoid",1,35.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,63,"414","DM","PP",1,0,"Total",1,137.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,63,"414","DM","PP",1,0,"Forb",2,78.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,63,"414","DM","PP",1,0,"Graminoid",2,8.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,63,"414","DM","PP",1,0,"Total",2,86.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,64,"412","DM","PP",1,0,"Forb",1,20.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,64,"412","DM","PP",1,0,"Graminoid",1,32.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,64,"412","DM","PP",1,0,"Total",1,53.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,64,"412","DM","PP",1,0,"Forb",2,38.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,64,"412","DM","PP",1,0,"Graminoid",2,0.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,64,"412","DM","PP",1,0,"Total",2,38.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,65,"885","MM","CC",1,0,"Forb",1,118.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,65,"885","MM","CC",1,0,"Graminoid",1,21.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,65,"885","MM","CC",1,0,"Total",1,139.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,65,"885","MM","CC",1,0,"Forb",2,79.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,65,"885","MM","CC",1,0,"Graminoid",2,3.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,65,"885","MM","CC",1,0,"Total",2,82.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,66,"883","MM","CC",1,0,"Forb",1,82.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,66,"883","MM","CC",1,0,"Graminoid",1,3.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,66,"883","MM","CC",1,0,"Total",1,85.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,66,"883","MM","CC",1,0,"Forb",2,49.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,66,"883","MM","CC",1,0,"Graminoid",2,2.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,66,"883","MM","CC",1,0,"Total",2,52.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,67,"882","MM","CC",1,0,"Forb",1,92.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,67,"882","MM","CC",1,0,"Graminoid",1,4.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,67,"882","MM","CC",1,0,"Total",1,96.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,67,"882","MM","CC",1,0,"Forb",2,71.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,67,"882","MM","CC",1,0,"Graminoid",2,4.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,67,"882","MM","CC",1,0,"Total",2,76.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,68,"887","MM","CC",1,0,"Forb",1,87.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,68,"887","MM","CC",1,0,"Graminoid",1,1
"Niwot Ridge LTER","SDL snowfence",1997,NA,68,"887","MM","CC",1,0,"Total",1,88.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,68,"887","MM","CC",1,0,"Forb",2,0
"Niwot Ridge LTER","SDL snowfence",1997,NA,68,"887","MM","CC",1,0,"Graminoid",2,119
"Niwot Ridge LTER","SDL snowfence",1997,NA,68,"887","MM","CC",1,0,"Total",2,119
"Niwot Ridge LTER","SDL snowfence",1997,NA,69,"875","MM","NN",1,0,"Forb",1,39.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,69,"875","MM","NN",1,0,"Graminoid",1,11.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,69,"875","MM","NN",1,0,"Total",1,50.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,69,"875","MM","NN",1,0,"Forb",2,52
"Niwot Ridge LTER","SDL snowfence",1997,NA,69,"875","MM","NN",1,0,"Graminoid",2,28.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,69,"875","MM","NN",1,0,"Total",2,80.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,70,"884","MM","NN",1,0,"Forb",1,71
"Niwot Ridge LTER","SDL snowfence",1997,NA,70,"884","MM","NN",1,0,"Graminoid",1,62.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,70,"884","MM","NN",1,0,"Total",1,133.2
"Niwot Ridge LTER","SDL snowfence",1997,NA,70,"884","MM","NN",1,0,"Forb",2,40
"Niwot Ridge LTER","SDL snowfence",1997,NA,70,"884","MM","NN",1,0,"Graminoid",2,45.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,70,"884","MM","NN",1,0,"Total",2,85.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,72,"880","MM","NN",1,0,"Forb",1,27.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,72,"880","MM","NN",1,0,"Graminoid",1,76.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,72,"880","MM","NN",1,0,"Total",1,103.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,72,"880","MM","NN",1,0,"Forb",2,77.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,72,"880","MM","NN",1,0,"Graminoid",2,56.5
"Niwot Ridge LTER","SDL snowfence",1997,NA,72,"880","MM","NN",1,0,"Total",2,133.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,73,"877","MM","NP",1,0,"Forb",1,60.3
"Niwot Ridge LTER","SDL snowfence",1997,NA,73,"877","MM","NP",1,0,"Graminoid",1,19.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,73,"877","MM","NP",1,0,"Total",1,79.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,73,"877","MM","NP",1,0,"Forb",2,12.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,73,"877","MM","NP",1,0,"Graminoid",2,30.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,73,"877","MM","NP",1,0,"Total",2,43.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,74,"873","MM","NP",1,0,"Forb",1,92.8
"Niwot Ridge LTER","SDL snowfence",1997,NA,74,"873","MM","NP",1,0,"Graminoid",1,132.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,74,"873","MM","NP",1,0,"Total",1,225.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,74,"873","MM","NP",1,0,"Forb",2,114.7
"Niwot Ridge LTER","SDL snowfence",1997,NA,74,"873","MM","NP",1,0,"Graminoid",2,23.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,74,"873","MM","NP",1,0,"Total",2,138.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,75,"871","MM","NP",1,0,"Forb",1,103.1
"Niwot Ridge LTER","SDL snowfence",1997,NA,75,"871","MM","NP",1,0,"Graminoid",1,121.9
"Niwot Ridge LTER","SDL snowfence",1997,NA,75,"871","MM","NP",1,0,"Total",1,225
"Niwot Ridge LTER","SDL snowfence",1997,NA,75,"871","MM","NP",1,0,"Forb",2,119.4
"Niwot Ridge LTER","SDL snowfence",1997,NA,75,"871","MM","NP",1,0,"Graminoid",2,25.6
"Niwot Ridge LTER","SDL snowfence",1997,NA,75,"871","MM","NP",1,0,"Total",2,145
"Niwot Ridge LTER","SDL snowfence",1997,NA,76,"886","MM","NP",1,0,"Forb",1,101.4
